# DeepLocPro subcellular localisation per protein.  This replaces a three-tool
# summary (SignalP 6 + DeepTMHMM + DeepLocPro); the other two tools' columns
# reached no published table or figure.
protein_id	deeplocpro_localization
gnl|extdb|AC1V0C_02625	Cytoplasmic
gnl|extdb|AC1V0C_02630	Outer Membrane
gnl|extdb|AC1V0C_02635	Cytoplasmic
gnl|extdb|AC1V0C_02640	Cytoplasmic
gnl|extdb|AC1V0C_02645	Cytoplasmic Membrane
gnl|extdb|AC1V0C_02650	Cytoplasmic
gnl|extdb|AC1V0C_02655	Cytoplasmic
gnl|extdb|AC1V0C_02660	Cytoplasmic Membrane
gnl|extdb|AC1V0C_02665	Cytoplasmic Membrane
gnl|extdb|AC1V0C_02670	Cytoplasmic
gnl|extdb|AC1V0C_02675	Outer Membrane
gnl|extdb|AC1V0C_02680	Cytoplasmic
gnl|extdb|AC1V0C_02685	Cytoplasmic
gnl|extdb|AC1V0C_02690	Outer Membrane
gnl|extdb|AC1V0C_02695	Outer Membrane
gnl|extdb|AC1V0C_02700	Cytoplasmic
gnl|extdb|AC1V0C_02705	Periplasmic
gnl|extdb|AC1V0C_02710	Cytoplasmic Membrane
gnl|extdb|AC1V0C_02715	Cytoplasmic
gnl|extdb|AC1V0C_02720	Cytoplasmic
gnl|extdb|AC1V0C_02725	Cytoplasmic
gnl|extdb|AC1V0C_02730	Cytoplasmic
gnl|extdb|AC1V0C_02735	Cytoplasmic Membrane
gnl|extdb|AC1V0C_02740	Cytoplasmic
gnl|extdb|AC1V0C_02745	Cytoplasmic
gnl|extdb|AC1V0C_02750	Cytoplasmic
gnl|extdb|AC1V0C_02755	Cytoplasmic
gnl|extdb|AC1V0C_02760	Cytoplasmic
gnl|extdb|AC1V0C_02765	Cytoplasmic Membrane
gnl|extdb|AC1V0C_02770	Cytoplasmic Membrane
gnl|extdb|AC1V0C_02775	Periplasmic
gnl|extdb|AC1V0C_02780	Cytoplasmic
gnl|extdb|AC1V0C_02785	Cytoplasmic
gnl|extdb|AC1V0C_02790	Cytoplasmic
gnl|extdb|AC1V0C_02795	Cytoplasmic
gnl|extdb|AC1V0C_02800	Periplasmic
gnl|extdb|AC1V0C_02805	Cytoplasmic Membrane
gnl|extdb|AC1V0C_02810	Cytoplasmic Membrane
gnl|extdb|AC1V0C_02815	Cytoplasmic
gnl|extdb|AC1V0C_02820	Cytoplasmic
gnl|extdb|AC1V0C_02825	Cytoplasmic
gnl|extdb|AC1V0C_02830	Periplasmic
gnl|extdb|AC1V0C_02835	Cytoplasmic
gnl|extdb|AC1V0C_02840	Cytoplasmic Membrane
gnl|extdb|AC1V0C_02845	Cytoplasmic
gnl|extdb|AC1V0C_02850	Cytoplasmic
gnl|extdb|AC1V0C_02855	Periplasmic
gnl|extdb|AC1V0C_02860	Cytoplasmic
gnl|extdb|AC1V0C_02865	Cytoplasmic
gnl|extdb|AC1V0C_02870	Cytoplasmic
gnl|extdb|AC1V0C_02875	Cytoplasmic
gnl|extdb|AC1V0C_02880	Cytoplasmic
gnl|extdb|AC1V0C_02885	Cytoplasmic
gnl|extdb|AC1V0C_02890	Cytoplasmic
gnl|extdb|AC1V0C_02895	Cytoplasmic
gnl|extdb|AC1V0C_02900	Cytoplasmic
gnl|extdb|AC1V0C_02905	Cytoplasmic
gnl|extdb|AC1V0C_02910	Cytoplasmic Membrane
gnl|extdb|AC1V0C_02915	Cytoplasmic
gnl|extdb|AC1V0C_02920	Cytoplasmic
gnl|extdb|AC1V0C_02925	Cytoplasmic
gnl|extdb|AC1V0C_02930	Outer Membrane
gnl|extdb|AC1V0C_02935	Cytoplasmic
gnl|extdb|AC1V0C_02940	Cytoplasmic Membrane
gnl|extdb|AC1V0C_02945	Cytoplasmic Membrane
gnl|extdb|AC1V0C_02950	Cytoplasmic
gnl|extdb|AC1V0C_02955	Outer Membrane
gnl|extdb|AC1V0C_02960	Cytoplasmic
gnl|extdb|AC1V0C_02965	Cytoplasmic
gnl|extdb|AC1V0C_02970	Cytoplasmic Membrane
gnl|extdb|AC1V0C_02975	Cytoplasmic
gnl|extdb|AC1V0C_02980	Cytoplasmic
gnl|extdb|AC1V0C_02985	Cytoplasmic
gnl|extdb|AC1V0C_02990	Cytoplasmic Membrane
gnl|extdb|AC1V0C_02995	Cytoplasmic
gnl|extdb|AC1V0C_03000	Cytoplasmic
gnl|extdb|AC1V0C_03005	Cytoplasmic
gnl|extdb|AC1V0C_03010	Cytoplasmic
gnl|extdb|AC1V0C_03015	Cytoplasmic
gnl|extdb|AC1V0C_03020	Cytoplasmic
gnl|extdb|AC1V0C_03025	Periplasmic
gnl|extdb|AC1V0C_03030	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03035	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03040	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03045	Extracellular
gnl|extdb|AC1V0C_03050	Cytoplasmic
gnl|extdb|AC1V0C_03055	Cytoplasmic
gnl|extdb|AC1V0C_03065	Cytoplasmic
gnl|extdb|AC1V0C_03070	Periplasmic
gnl|extdb|AC1V0C_03075	Outer Membrane
gnl|extdb|AC1V0C_03080	Outer Membrane
gnl|extdb|AC1V0C_03085	Cytoplasmic
gnl|extdb|AC1V0C_03090	Cytoplasmic
gnl|extdb|AC1V0C_03095	Cytoplasmic
gnl|extdb|AC1V0C_03100	Cytoplasmic
gnl|extdb|AC1V0C_03105	Cytoplasmic
gnl|extdb|AC1V0C_03110	Extracellular
gnl|extdb|AC1V0C_03115	Cytoplasmic
gnl|extdb|AC1V0C_03120	Cytoplasmic
gnl|extdb|AC1V0C_03125	Cytoplasmic
gnl|extdb|AC1V0C_03130	Cytoplasmic
gnl|extdb|AC1V0C_03135	Cytoplasmic
gnl|extdb|AC1V0C_03140	Cytoplasmic
gnl|extdb|AC1V0C_03145	Cytoplasmic
gnl|extdb|AC1V0C_03150	Cytoplasmic
gnl|extdb|AC1V0C_03155	Cytoplasmic
gnl|extdb|AC1V0C_03160	Cytoplasmic
gnl|extdb|AC1V0C_03165	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03170	Cytoplasmic
gnl|extdb|AC1V0C_03175	Cytoplasmic
gnl|extdb|AC1V0C_03180	Cytoplasmic
gnl|extdb|AC1V0C_03185	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03190	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03195	Cytoplasmic
gnl|extdb|AC1V0C_03200	Cytoplasmic
gnl|extdb|AC1V0C_03205	Cytoplasmic
gnl|extdb|AC1V0C_03210	Cytoplasmic
gnl|extdb|AC1V0C_03215	Cytoplasmic
gnl|extdb|AC1V0C_03220	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03225	Outer Membrane
gnl|extdb|AC1V0C_03230	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03235	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03240	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03245	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03250	Periplasmic
gnl|extdb|AC1V0C_03255	Periplasmic
gnl|extdb|AC1V0C_03260	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03265	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03270	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03275	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03280	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03285	Cytoplasmic
gnl|extdb|AC1V0C_03290	Cytoplasmic
gnl|extdb|AC1V0C_03295	Cytoplasmic
gnl|extdb|AC1V0C_03300	Cytoplasmic
gnl|extdb|AC1V0C_03305	Extracellular
gnl|extdb|AC1V0C_03310	Cytoplasmic
gnl|extdb|AC1V0C_03315	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03320	Extracellular
gnl|extdb|AC1V0C_03325	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03330	Cytoplasmic
gnl|extdb|AC1V0C_03335	Cytoplasmic
gnl|extdb|AC1V0C_03340	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03345	Cytoplasmic
gnl|extdb|AC1V0C_03350	Cytoplasmic
gnl|extdb|AC1V0C_03355	Cytoplasmic
gnl|extdb|AC1V0C_03360	Cytoplasmic
gnl|extdb|AC1V0C_03365	Cytoplasmic
gnl|extdb|AC1V0C_03370	Cytoplasmic
gnl|extdb|AC1V0C_03375	Cytoplasmic
gnl|extdb|AC1V0C_03380	Cytoplasmic
gnl|extdb|AC1V0C_03385	Cytoplasmic
gnl|extdb|AC1V0C_03390	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03395	Cytoplasmic
gnl|extdb|AC1V0C_03400	Extracellular
gnl|extdb|AC1V0C_03405	Cytoplasmic
gnl|extdb|AC1V0C_03410	Cytoplasmic
gnl|extdb|AC1V0C_03415	Cytoplasmic
gnl|extdb|AC1V0C_03420	Cytoplasmic
gnl|extdb|AC1V0C_03425	Cytoplasmic
gnl|extdb|AC1V0C_03430	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03435	Cytoplasmic
gnl|extdb|AC1V0C_03440	Cytoplasmic
gnl|extdb|AC1V0C_03445	Cytoplasmic
gnl|extdb|AC1V0C_03450	Cytoplasmic
gnl|extdb|AC1V0C_03455	Cytoplasmic
gnl|extdb|AC1V0C_03460	Cytoplasmic
gnl|extdb|AC1V0C_03465	Cytoplasmic
gnl|extdb|AC1V0C_03470	Cytoplasmic
gnl|extdb|AC1V0C_03475	Cytoplasmic
gnl|extdb|AC1V0C_03480	Cytoplasmic
gnl|extdb|AC1V0C_03485	Cytoplasmic
gnl|extdb|AC1V0C_03490	Cytoplasmic
gnl|extdb|AC1V0C_03495	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03500	Cytoplasmic
gnl|extdb|AC1V0C_03505	Cytoplasmic
gnl|extdb|AC1V0C_03510	Cytoplasmic
gnl|extdb|AC1V0C_03515	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03520	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03530	Cytoplasmic
gnl|extdb|AC1V0C_03535	Cytoplasmic
gnl|extdb|AC1V0C_03540	Periplasmic
gnl|extdb|AC1V0C_03545	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03550	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03555	Extracellular
gnl|extdb|AC1V0C_03560	Cytoplasmic
gnl|extdb|AC1V0C_03565	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03570	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03575	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03585	Periplasmic
gnl|extdb|AC1V0C_03590	Outer Membrane
gnl|extdb|AC1V0C_03595	Periplasmic
gnl|extdb|AC1V0C_03600	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03605	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03610	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03615	Cytoplasmic
gnl|extdb|AC1V0C_03620	Cytoplasmic
gnl|extdb|AC1V0C_03625	Cytoplasmic
gnl|extdb|AC1V0C_03630	Cytoplasmic
gnl|extdb|AC1V0C_03635	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03640	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03645	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03650	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03655	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03660	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03665	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03670	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03675	Cytoplasmic
gnl|extdb|AC1V0C_03680	Cytoplasmic
gnl|extdb|AC1V0C_03685	Cytoplasmic
gnl|extdb|AC1V0C_03690	Cytoplasmic
gnl|extdb|AC1V0C_03695	Cytoplasmic
gnl|extdb|AC1V0C_03700	Cytoplasmic
gnl|extdb|AC1V0C_03705	Cytoplasmic
gnl|extdb|AC1V0C_03710	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03715	Cytoplasmic
gnl|extdb|AC1V0C_03720	Cytoplasmic
gnl|extdb|AC1V0C_03725	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03730	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03735	Cytoplasmic
gnl|extdb|AC1V0C_03740	Cytoplasmic
gnl|extdb|AC1V0C_03745	Cytoplasmic
gnl|extdb|AC1V0C_03750	Cytoplasmic
gnl|extdb|AC1V0C_03755	Cytoplasmic
gnl|extdb|AC1V0C_03760	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03765	Cytoplasmic
gnl|extdb|AC1V0C_03770	Cytoplasmic
gnl|extdb|AC1V0C_03775	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03780	Cytoplasmic
gnl|extdb|AC1V0C_03785	Cytoplasmic
gnl|extdb|AC1V0C_03790	Cytoplasmic
gnl|extdb|AC1V0C_03795	Cytoplasmic
gnl|extdb|AC1V0C_03800	Cytoplasmic
gnl|extdb|AC1V0C_03805	Cytoplasmic
gnl|extdb|AC1V0C_03810	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03815	Periplasmic
gnl|extdb|AC1V0C_03820	Extracellular
gnl|extdb|AC1V0C_03825	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03830	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03835	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03840	Cytoplasmic
gnl|extdb|AC1V0C_03845	Cytoplasmic
gnl|extdb|AC1V0C_03850	Cytoplasmic
gnl|extdb|AC1V0C_03855	Periplasmic
gnl|extdb|AC1V0C_03860	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03865	Periplasmic
gnl|extdb|AC1V0C_03870	Cytoplasmic
gnl|extdb|AC1V0C_03875	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03880	Periplasmic
gnl|extdb|AC1V0C_03885	Extracellular
gnl|extdb|AC1V0C_03890	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03895	Cytoplasmic
gnl|extdb|AC1V0C_03900	Cytoplasmic
gnl|extdb|AC1V0C_03905	Extracellular
gnl|extdb|AC1V0C_03910	Extracellular
gnl|extdb|AC1V0C_03920	Extracellular
gnl|extdb|AC1V0C_03925	Cytoplasmic
gnl|extdb|AC1V0C_03930	Cytoplasmic
gnl|extdb|AC1V0C_03935	Cytoplasmic
gnl|extdb|AC1V0C_03940	Cytoplasmic
gnl|extdb|AC1V0C_03945	Cytoplasmic
gnl|extdb|AC1V0C_03950	Cytoplasmic
gnl|extdb|AC1V0C_03955	Cytoplasmic
gnl|extdb|AC1V0C_03960	Cytoplasmic
gnl|extdb|AC1V0C_03965	Cytoplasmic Membrane
gnl|extdb|AC1V0C_03970	Cytoplasmic
gnl|extdb|AC1V0C_03975	Cytoplasmic
gnl|extdb|AC1V0C_03980	Cytoplasmic
gnl|extdb|AC1V0C_03985	Cytoplasmic
gnl|extdb|AC1V0C_03990	Cytoplasmic
gnl|extdb|AC1V0C_03995	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04000	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04005	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04010	Cytoplasmic
gnl|extdb|AC1V0C_04015	Cytoplasmic
gnl|extdb|AC1V0C_04020	Cytoplasmic
gnl|extdb|AC1V0C_04025	Cytoplasmic
gnl|extdb|AC1V0C_04030	Cytoplasmic
gnl|extdb|AC1V0C_04035	Cytoplasmic
gnl|extdb|AC1V0C_04040	Cytoplasmic
gnl|extdb|AC1V0C_04045	Cytoplasmic
gnl|extdb|AC1V0C_04050	Cytoplasmic
gnl|extdb|AC1V0C_04055	Cytoplasmic
gnl|extdb|AC1V0C_04060	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04065	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04070	Extracellular
gnl|extdb|AC1V0C_04075	Cytoplasmic
gnl|extdb|AC1V0C_04080	Cytoplasmic
gnl|extdb|AC1V0C_04085	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04090	Cytoplasmic
gnl|extdb|AC1V0C_04095	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04100	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04105	Extracellular
gnl|extdb|AC1V0C_04110	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04115	Cytoplasmic
gnl|extdb|AC1V0C_04120	Cytoplasmic
gnl|extdb|AC1V0C_04125	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04130	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04135	Cytoplasmic
gnl|extdb|AC1V0C_04140	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04145	Cytoplasmic
gnl|extdb|AC1V0C_04150	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04155	Cytoplasmic
gnl|extdb|AC1V0C_04160	Cytoplasmic
gnl|extdb|AC1V0C_04165	Cytoplasmic
gnl|extdb|AC1V0C_04170	Cytoplasmic
gnl|extdb|AC1V0C_04175	Cytoplasmic
gnl|extdb|AC1V0C_04180	Cytoplasmic
gnl|extdb|AC1V0C_04185	Cytoplasmic
gnl|extdb|AC1V0C_04190	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04195	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04200	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04205	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04210	Periplasmic
gnl|extdb|AC1V0C_04215	Cytoplasmic
gnl|extdb|AC1V0C_04220	Cytoplasmic
gnl|extdb|AC1V0C_04225	Cytoplasmic
gnl|extdb|AC1V0C_04230	Cytoplasmic
gnl|extdb|AC1V0C_04235	Cytoplasmic
gnl|extdb|AC1V0C_04240	Periplasmic
gnl|extdb|AC1V0C_04245	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04250	Cytoplasmic
gnl|extdb|AC1V0C_04260	Extracellular
gnl|extdb|AC1V0C_04265	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04270	Cytoplasmic
gnl|extdb|AC1V0C_04275	Cytoplasmic
gnl|extdb|AC1V0C_04280	Cytoplasmic
gnl|extdb|AC1V0C_04285	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04290	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04295	Cytoplasmic
gnl|extdb|AC1V0C_04300	Cytoplasmic
gnl|extdb|AC1V0C_04305	Cytoplasmic
gnl|extdb|AC1V0C_04310	Cytoplasmic
gnl|extdb|AC1V0C_04315	Extracellular
gnl|extdb|AC1V0C_04320	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04325	Cytoplasmic
gnl|extdb|AC1V0C_04330	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04335	Cytoplasmic
gnl|extdb|AC1V0C_04340	Outer Membrane
gnl|extdb|AC1V0C_04345	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04350	Cytoplasmic
gnl|extdb|AC1V0C_04355	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04360	Cytoplasmic
gnl|extdb|AC1V0C_04365	Cytoplasmic
gnl|extdb|AC1V0C_04370	Cytoplasmic
gnl|extdb|AC1V0C_04375	Cytoplasmic
gnl|extdb|AC1V0C_04380	Cytoplasmic
gnl|extdb|AC1V0C_04385	Cytoplasmic
gnl|extdb|AC1V0C_04390	Cytoplasmic
gnl|extdb|AC1V0C_04395	Cytoplasmic
gnl|extdb|AC1V0C_04400	Cytoplasmic
gnl|extdb|AC1V0C_04405	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04410	Periplasmic
gnl|extdb|AC1V0C_04415	Cytoplasmic
gnl|extdb|AC1V0C_04420	Extracellular
gnl|extdb|AC1V0C_04425	Extracellular
gnl|extdb|AC1V0C_04430	Cytoplasmic
gnl|extdb|AC1V0C_04435	Cytoplasmic
gnl|extdb|AC1V0C_04440	Cytoplasmic
gnl|extdb|AC1V0C_04445	Periplasmic
gnl|extdb|AC1V0C_04450	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04455	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04460	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04465	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04470	Cytoplasmic
gnl|extdb|AC1V0C_04475	Cytoplasmic
gnl|extdb|AC1V0C_04480	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04485	Periplasmic
gnl|extdb|AC1V0C_04490	Cytoplasmic
gnl|extdb|AC1V0C_04495	Cytoplasmic
gnl|extdb|AC1V0C_04500	Cytoplasmic
gnl|extdb|AC1V0C_04510	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04515	Cytoplasmic
gnl|extdb|AC1V0C_04520	Cytoplasmic
gnl|extdb|AC1V0C_04525	Cytoplasmic
gnl|extdb|AC1V0C_04530	Cytoplasmic
gnl|extdb|AC1V0C_04535	Outer Membrane
gnl|extdb|AC1V0C_04540	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04545	Cytoplasmic
gnl|extdb|AC1V0C_04550	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04555	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04560	Outer Membrane
gnl|extdb|AC1V0C_04565	Cytoplasmic
gnl|extdb|AC1V0C_04570	Periplasmic
gnl|extdb|AC1V0C_04580	Cytoplasmic
gnl|extdb|AC1V0C_04585	Cytoplasmic
gnl|extdb|AC1V0C_04590	Cytoplasmic
gnl|extdb|AC1V0C_04595	Cytoplasmic
gnl|extdb|AC1V0C_04600	Cytoplasmic
gnl|extdb|AC1V0C_04605	Cytoplasmic
gnl|extdb|AC1V0C_04610	Cytoplasmic
gnl|extdb|AC1V0C_04630	Cytoplasmic
gnl|extdb|AC1V0C_04635	Outer Membrane
gnl|extdb|AC1V0C_04640	Cytoplasmic
gnl|extdb|AC1V0C_04645	Cytoplasmic
gnl|extdb|AC1V0C_04650	Cytoplasmic
gnl|extdb|AC1V0C_04655	Cytoplasmic
gnl|extdb|AC1V0C_04660	Extracellular
gnl|extdb|AC1V0C_04665	Cytoplasmic
gnl|extdb|AC1V0C_04670	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04675	Outer Membrane
gnl|extdb|AC1V0C_04685	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04690	Extracellular
gnl|extdb|AC1V0C_04700	Cytoplasmic
gnl|extdb|AC1V0C_04705	Cytoplasmic
gnl|extdb|AC1V0C_04710	Outer Membrane
gnl|extdb|AC1V0C_04715	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04720	Cytoplasmic
gnl|extdb|AC1V0C_04725	Extracellular
gnl|extdb|AC1V0C_04730	Cytoplasmic
gnl|extdb|AC1V0C_04735	Cytoplasmic
gnl|extdb|AC1V0C_04740	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04745	Cytoplasmic
gnl|extdb|AC1V0C_04750	Cytoplasmic
gnl|extdb|AC1V0C_04755	Cytoplasmic
gnl|extdb|AC1V0C_04760	Periplasmic
gnl|extdb|AC1V0C_04765	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04770	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04775	Cytoplasmic
gnl|extdb|AC1V0C_04780	Cytoplasmic
gnl|extdb|AC1V0C_04785	Cytoplasmic
gnl|extdb|AC1V0C_04790	Cytoplasmic
gnl|extdb|AC1V0C_04795	Cytoplasmic
gnl|extdb|AC1V0C_04800	Cytoplasmic
gnl|extdb|AC1V0C_04805	Cytoplasmic
gnl|extdb|AC1V0C_04810	Periplasmic
gnl|extdb|AC1V0C_04815	Outer Membrane
gnl|extdb|AC1V0C_04825	Cytoplasmic
gnl|extdb|AC1V0C_04830	Cytoplasmic
gnl|extdb|AC1V0C_04835	Outer Membrane
gnl|extdb|AC1V0C_04840	Cytoplasmic
gnl|extdb|AC1V0C_04845	Periplasmic
gnl|extdb|AC1V0C_04850	Cytoplasmic
gnl|extdb|AC1V0C_04855	Cytoplasmic
gnl|extdb|AC1V0C_04860	Cytoplasmic
gnl|extdb|AC1V0C_04865	Cytoplasmic
gnl|extdb|AC1V0C_04870	Cytoplasmic
gnl|extdb|AC1V0C_04875	Cytoplasmic
gnl|extdb|AC1V0C_04880	Cytoplasmic
gnl|extdb|AC1V0C_04885	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04890	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04895	Cytoplasmic
gnl|extdb|AC1V0C_04900	Cytoplasmic
gnl|extdb|AC1V0C_04905	Cytoplasmic
gnl|extdb|AC1V0C_04910	Periplasmic
gnl|extdb|AC1V0C_04915	Cytoplasmic
gnl|extdb|AC1V0C_04920	Periplasmic
gnl|extdb|AC1V0C_04925	Cytoplasmic
gnl|extdb|AC1V0C_04930	Cytoplasmic
gnl|extdb|AC1V0C_04935	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04940	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04945	Periplasmic
gnl|extdb|AC1V0C_04950	Cytoplasmic
gnl|extdb|AC1V0C_04955	Cytoplasmic
gnl|extdb|AC1V0C_04960	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04965	Cytoplasmic
gnl|extdb|AC1V0C_04970	Cytoplasmic
gnl|extdb|AC1V0C_04975	Cytoplasmic Membrane
gnl|extdb|AC1V0C_04980	Extracellular
gnl|extdb|AC1V0C_04985	Cytoplasmic
gnl|extdb|AC1V0C_04990	Cytoplasmic
gnl|extdb|AC1V0C_04995	Cytoplasmic
gnl|extdb|AC1V0C_05000	Outer Membrane
gnl|extdb|AC1V0C_05005	Cytoplasmic
gnl|extdb|AC1V0C_05010	Cytoplasmic Membrane
gnl|extdb|AC1V0C_05015	Cytoplasmic
gnl|extdb|AC1V0C_05020	Cytoplasmic
gnl|extdb|AC1V0C_05025	Cytoplasmic Membrane
gnl|extdb|AC1V0C_05030	Cytoplasmic
gnl|extdb|AC1V0C_05035	Cytoplasmic
gnl|extdb|AC1V0C_05040	Cytoplasmic
gnl|extdb|AC1V0C_05045	Cytoplasmic
gnl|extdb|AC1V0C_05050	Cytoplasmic
gnl|extdb|AC1V0C_05055	Periplasmic
gnl|extdb|AC1V0C_05060	Cytoplasmic
gnl|extdb|AC1V0C_05065	Cytoplasmic
gnl|extdb|AC1V0C_05070	Outer Membrane
gnl|extdb|AC1V0C_05075	Cytoplasmic
gnl|extdb|AC1V0C_05080	Outer Membrane
gnl|extdb|AC1V0C_05085	Cytoplasmic
gnl|extdb|AC1V0C_05090	Cytoplasmic
gnl|extdb|AC1V0C_05095	Cytoplasmic Membrane
gnl|extdb|AC1V0C_05100	Cytoplasmic
gnl|extdb|AC1V0C_05105	Outer Membrane
gnl|extdb|AC1V0C_05110	Cytoplasmic Membrane
gnl|extdb|AC1V0C_05115	Cytoplasmic Membrane
gnl|extdb|AC1V0C_05120	Cytoplasmic Membrane
gnl|extdb|AC1V0C_05125	Cytoplasmic
gnl|extdb|AC1V0C_05130	Cytoplasmic Membrane
gnl|extdb|AC1V0C_05145	Periplasmic
gnl|extdb|AC1V0C_05150	Cytoplasmic
gnl|extdb|AC1V0C_05155	Cytoplasmic
gnl|extdb|AC1V0C_05160	Cytoplasmic Membrane
gnl|extdb|AC1V0C_05165	Cytoplasmic
gnl|extdb|AC1V0C_05170	Cytoplasmic Membrane
gnl|extdb|AC1V0C_05175	Cytoplasmic
gnl|extdb|AC1V0C_05180	Cytoplasmic Membrane
gnl|extdb|AC1V0C_05185	Cytoplasmic
gnl|extdb|AC1V0C_05190	Cytoplasmic
gnl|extdb|AC1V0C_05195	Cytoplasmic
gnl|extdb|AC1V0C_05200	Cytoplasmic
