## Thu Aug  6 17:01:22 2026
## emapper-2.1.12
## /opt/miniconda3/envs/eggNOG-mapper/bin/emapper.py -i /home/andrey/scripts/MF6_proteomics_V2/data/annotation/annot.faa --itype proteins -m diamond --sensmode sensitive --dmnd_iterate no --block_size 0.4 --index_chunks 4 --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign realign --report_orthologs --excel --cpu 12 --data_dir /home/andrey/eggnog_db --temp_dir /home/andrey/scripts/MF6_proteomics_V2/data/annotation/eggnog/tmp --output annot --output_dir /home/andrey/scripts/MF6_proteomics_V2/data/annotation/eggnog --override
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gnl|extdb|AC1V0C_08725	339670.Bamb_1632	5.47e-196	543.0	COG2207@1|root,COG2207@2|Bacteria,1MWCA@1224|Proteobacteria,2VNAI@28216|Betaproteobacteria,1K32S@119060|Burkholderiaceae	28216|Betaproteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_18
gnl|extdb|AC1V0C_08730	339670.Bamb_1633	1.75e-270	751.0	COG1538@1|root,COG1538@2|Bacteria,1MUZZ@1224|Proteobacteria,2VH6M@28216|Betaproteobacteria,1KBY3@119060|Burkholderiaceae	28216|Betaproteobacteria	MU	Outer membrane efflux protein	-	-	-	-	-	-	-	-	-	-	-	-	OEP
gnl|extdb|AC1V0C_08735	339670.Bamb_1634	2.14e-228	640.0	COG1566@1|root,COG1566@2|Bacteria,1MU7I@1224|Proteobacteria,2VHA2@28216|Betaproteobacteria,1KC7S@119060|Burkholderiaceae	28216|Betaproteobacteria	V	HlyD membrane-fusion protein of T1SS	-	-	-	ko:K03543	-	M00701	-	-	ko00000,ko00002,ko02000	8.A.1.1	-	-	Biotin_lipoyl_2,HlyD_D23
gnl|extdb|AC1V0C_08740	339670.Bamb_1635	0.0	963.0	COG0477@1|root,COG2814@2|Bacteria,1MU1I@1224|Proteobacteria,2W9FG@28216|Betaproteobacteria,1KD25@119060|Burkholderiaceae	28216|Betaproteobacteria	P	Sugar (and other) transporter	-	-	-	ko:K03446	-	M00701	-	-	ko00000,ko00002,ko02000	2.A.1.3	-	-	MFS_1
gnl|extdb|AC1V0C_08745	999541.bgla_1g26180	5.11e-50	163.0	2EHK1@1|root,33BBW@2|Bacteria,1NJA4@1224|Proteobacteria,2VYIA@28216|Betaproteobacteria,1KABK@119060|Burkholderiaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_08750	1500897.JQNA01000002_gene23	1.07e-96	290.0	COG2771@1|root,COG2771@2|Bacteria,1N6UR@1224|Proteobacteria,2WGVQ@28216|Betaproteobacteria,1KIS0@119060|Burkholderiaceae	28216|Betaproteobacteria	K	Autoinducer binding domain	-	-	-	ko:K18304	ko02024,ko02025,map02024,map02025	M00644,M00769	-	-	ko00000,ko00001,ko00002,ko01504,ko03000	-	-	-	Autoind_bind,GerE
gnl|extdb|AC1V0C_08755	1500897.JQNA01000002_gene24	9.61e-139	398.0	COG0518@1|root,COG0518@2|Bacteria,1MUDH@1224|Proteobacteria	1224|Proteobacteria	F	Glutamine amido-transferase	guaA2	-	6.3.5.2	ko:K01951	ko00230,ko00983,ko01100,map00230,map00983,map01100	M00050	R01230,R01231,R08244	RC00010,RC00204	ko00000,ko00001,ko00002,ko01000,ko01002	-	-	-	GATase
gnl|extdb|AC1V0C_08760	1500897.JQNA01000002_gene25	1.93e-107	314.0	COG0625@1|root,COG0625@2|Bacteria,1RA4M@1224|Proteobacteria,2VS6D@28216|Betaproteobacteria,1K0Y5@119060|Burkholderiaceae	28216|Betaproteobacteria	O	Glutathione S-transferase	-	-	2.5.1.18	ko:K00799	ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418	-	R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905	RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	-	GST_C,GST_N_3
gnl|extdb|AC1V0C_08770	1500897.JQNA01000002_gene27	2.8e-78	241.0	COG0259@1|root,COG0259@2|Bacteria,1NZUU@1224|Proteobacteria,2VIXW@28216|Betaproteobacteria,1JZMU@119060|Burkholderiaceae	28216|Betaproteobacteria	H	Catalyzes the oxidation of either pyridoxine 5'- phosphate (PNP) or pyridoxamine 5'-phosphate (PMP) into pyridoxal 5'-phosphate (PLP)	pdxH	-	1.10.3.16,1.4.3.5	ko:K00275,ko:K20262	ko00405,ko00750,ko01100,ko01120,ko01130,ko02024,map00405,map00750,map01100,map01120,map01130,map02024	M00124,M00835	R00277,R00278,R01710,R01711,R11490,R11491,R11492	RC00048,RC00116,RC03450,RC03451	ko00000,ko00001,ko00002,ko01000	-	-	-	PNP_phzG_C,Putative_PNPOx
gnl|extdb|AC1V0C_08775	1500897.JQNA01000002_gene28	7.56e-159	451.0	COG2301@1|root,COG2301@2|Bacteria,1MW0A@1224|Proteobacteria,2WGAR@28216|Betaproteobacteria,1K5EW@119060|Burkholderiaceae	28216|Betaproteobacteria	G	HpcH/HpaI aldolase/citrate lyase family	-	-	4.1.3.34	ko:K01644	ko02020,map02020	-	R00362	RC00067,RC01118	ko00000,ko00001,ko01000	-	-	-	HpcH_HpaI
gnl|extdb|AC1V0C_08780	1500897.JQNA01000002_gene11	1.23e-158	457.0	COG1960@1|root,COG1960@2|Bacteria,1MU6D@1224|Proteobacteria,2W6RJ@28216|Betaproteobacteria,1K7CP@119060|Burkholderiaceae	28216|Betaproteobacteria	I	Acyl-CoA dehydrogenase, middle domain	-	-	-	-	-	-	-	-	-	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
gnl|extdb|AC1V0C_08790	339670.Bamb_1120	4.15e-216	599.0	2CJRU@1|root,3388F@2|Bacteria,1N9P3@1224|Proteobacteria,2W3MD@28216|Betaproteobacteria,1KIB3@119060|Burkholderiaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_08795	398527.Bphyt_6697	6.8e-111	321.0	COG1881@1|root,COG1881@2|Bacteria,1N0Y4@1224|Proteobacteria,2VQJB@28216|Betaproteobacteria,1K4HT@119060|Burkholderiaceae	28216|Betaproteobacteria	S	PFAM PEBP family protein	-	-	-	ko:K06910	-	-	-	-	ko00000	-	-	-	PBP
gnl|extdb|AC1V0C_08800	292.DM42_3484	0.0	1765.0	COG1629@1|root,COG4771@2|Bacteria,1MU9K@1224|Proteobacteria,2VN1V@28216|Betaproteobacteria,1K3PT@119060|Burkholderiaceae	28216|Betaproteobacteria	P	TonB dependent receptor	-	-	-	ko:K02014	-	-	-	-	ko00000,ko02000	1.B.14	-	-	Plug,TonB_dep_Rec
gnl|extdb|AC1V0C_08805	269482.Bcep1808_4956	0.0	1845.0	COG0841@1|root,COG0841@2|Bacteria,1MU48@1224|Proteobacteria,2VHFI@28216|Betaproteobacteria,1K4DS@119060|Burkholderiaceae	28216|Betaproteobacteria	V	transporter, hydrophobe amphiphile efflux-1	-	-	-	ko:K03296	-	-	-	-	ko00000	2.A.6.2	-	-	ACR_tran
gnl|extdb|AC1V0C_08810	269482.Bcep1808_4955	0.0	986.0	COG1123@1|root,COG4172@2|Bacteria,1MU09@1224|Proteobacteria,2VH5T@28216|Betaproteobacteria,1JZNY@119060|Burkholderiaceae	28216|Betaproteobacteria	P	Belongs to the ABC transporter superfamily	gsiA	-	-	ko:K02031,ko:K02032,ko:K13896	ko02010,ko02024,map02010,map02024	M00239,M00349	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5,3.A.1.5.21,3.A.1.5.24	-	-	ABC_tran,oligo_HPY
gnl|extdb|AC1V0C_08815	269482.Bcep1808_4954	7.13e-258	708.0	COG4239@1|root,COG4239@2|Bacteria,1MUM5@1224|Proteobacteria,2VHVN@28216|Betaproteobacteria,1K0DV@119060|Burkholderiaceae	28216|Betaproteobacteria	P	PFAM binding-protein-dependent transport systems inner membrane component	dppC2	-	-	ko:K13895	ko02010,map02010	M00349	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5.21,3.A.1.5.24	-	-	BPD_transp_1,OppC_N
gnl|extdb|AC1V0C_08820	269482.Bcep1808_4953	1.68e-233	644.0	COG4174@1|root,COG4174@2|Bacteria,1MVKE@1224|Proteobacteria,2VIBF@28216|Betaproteobacteria,1K0QV@119060|Burkholderiaceae	28216|Betaproteobacteria	P	PFAM binding-protein-dependent transport systems inner membrane component	-	-	-	ko:K13894	ko02010,map02010	M00349	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5.21,3.A.1.5.24	-	-	BPD_transp_1
gnl|extdb|AC1V0C_08825	292.DM42_3479	0.0	1203.0	COG4166@1|root,COG4166@2|Bacteria,1MUVU@1224|Proteobacteria,2VHFM@28216|Betaproteobacteria,1K102@119060|Burkholderiaceae	28216|Betaproteobacteria	E	PFAM extracellular solute-binding protein, family 5	-	-	-	ko:K02035,ko:K13893	ko02010,ko02024,map02010,map02024	M00239,M00349	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5,3.A.1.5.21,3.A.1.5.24	-	-	SBP_bac_5
gnl|extdb|AC1V0C_08830	292.DM42_3478	0.0	1752.0	COG1629@1|root,COG4771@2|Bacteria,1MU9K@1224|Proteobacteria,2VN1V@28216|Betaproteobacteria,1K3PT@119060|Burkholderiaceae	28216|Betaproteobacteria	P	TonB dependent receptor	-	-	-	ko:K02014	-	-	-	-	ko00000,ko02000	1.B.14	-	-	Plug,TonB_dep_Rec
gnl|extdb|AC1V0C_08835	216591.BCAL1785	7.23e-119	343.0	COG1396@1|root,COG3837@1|root,COG1396@2|Bacteria,COG3837@2|Bacteria,1RBF3@1224|Proteobacteria,2WEAY@28216|Betaproteobacteria,1K4JJ@119060|Burkholderiaceae	28216|Betaproteobacteria	K	Cupin 2, conserved barrel domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Cupin_2,HTH_3
gnl|extdb|AC1V0C_08840	216591.BCAL1786	3.29e-261	718.0	COG0457@1|root,COG0457@2|Bacteria,1Q7UR@1224|Proteobacteria,2VKBS@28216|Betaproteobacteria,1K2TV@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Tetratricopeptide repeat	-	-	-	-	-	-	-	-	-	-	-	-	TPR_16
gnl|extdb|AC1V0C_08845	269482.Bcep1808_4948	3.8e-91	267.0	COG0848@1|root,COG0848@2|Bacteria,1RHDF@1224|Proteobacteria,2VT16@28216|Betaproteobacteria,1K73G@119060|Burkholderiaceae	28216|Betaproteobacteria	U	Biopolymer transport protein ExbD/TolR	exbD2	-	-	ko:K03559	-	-	-	-	ko00000,ko02000	1.A.30.2.1	-	-	ExbD
gnl|extdb|AC1V0C_08850	269482.Bcep1808_4947	2.5e-90	265.0	COG0848@1|root,COG0848@2|Bacteria,1RH4U@1224|Proteobacteria,2VSF4@28216|Betaproteobacteria,1K7C4@119060|Burkholderiaceae	28216|Betaproteobacteria	U	Biopolymer transport protein ExbD/TolR	exbD1	-	-	ko:K03559	-	-	-	-	ko00000,ko02000	1.A.30.2.1	-	-	ExbD
gnl|extdb|AC1V0C_08855	292.DM42_3473	4.35e-177	498.0	COG0811@1|root,COG0811@2|Bacteria,1NMPB@1224|Proteobacteria,2VJ4U@28216|Betaproteobacteria,1K3N1@119060|Burkholderiaceae	28216|Betaproteobacteria	U	MotA/TolQ/ExbB proton channel family	exbB1	-	-	ko:K03561	-	-	-	-	ko00000,ko02000	1.A.30.2.1	-	-	MotA_ExbB
gnl|extdb|AC1V0C_08860	216591.BCAL1790	1.52e-102	303.0	COG0810@1|root,COG0810@2|Bacteria,1RJRA@1224|Proteobacteria,2VTFA@28216|Betaproteobacteria,1K3NT@119060|Burkholderiaceae	28216|Betaproteobacteria	M	Interacts with outer membrane receptor proteins that carry out high-affinity binding and energy dependent uptake into the periplasmic space of specific substrates. It could act to transduce energy from the cytoplasmic membrane to specific energy- requiring processes in the outer membrane, resulting in the release into the periplasm of ligands bound by these outer membrane proteins	-	-	-	ko:K03832	-	-	-	-	ko00000,ko02000	2.C.1.1	-	-	TonB_C
gnl|extdb|AC1V0C_08865	216591.BCAL1791	8.6e-113	323.0	COG2606@1|root,COG2606@2|Bacteria,1N10Y@1224|Proteobacteria,2VRXM@28216|Betaproteobacteria,1K7E8@119060|Burkholderiaceae	28216|Betaproteobacteria	S	ybak prolyl-trna synthetase associated region	-	-	-	ko:K19055	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	tRNA_edit
gnl|extdb|AC1V0C_08870	216591.BCAL1792	6.78e-61	187.0	COG2350@1|root,COG2350@2|Bacteria,1MZ8Y@1224|Proteobacteria,2W38Q@28216|Betaproteobacteria,1K9C8@119060|Burkholderiaceae	28216|Betaproteobacteria	S	YciI from Haemophilus influenzae presents crystal structure similarity to a muconolactone isomerase, but does not seem to catalyze any of the	-	-	-	ko:K09780	-	-	-	-	ko00000	-	-	-	YCII
gnl|extdb|AC1V0C_08875	216591.BCAL1793	4.35e-237	651.0	COG0598@1|root,COG0598@2|Bacteria,1MX09@1224|Proteobacteria,2VHCH@28216|Betaproteobacteria,1JZUF@119060|Burkholderiaceae	28216|Betaproteobacteria	P	Mediates influx of magnesium ions	corA	-	-	ko:K03284	-	-	-	-	ko00000,ko02000	1.A.35.1,1.A.35.3	-	-	CorA
gnl|extdb|AC1V0C_08880	216591.BCAL1794	1.9e-25	94.4	COG4890@1|root,COG4890@2|Bacteria	2|Bacteria	S	oxidoreductase activity, acting on diphenols and related substances as donors	ybgT	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0008150,GO:0008152,GO:0016020,GO:0016021,GO:0016491,GO:0016679,GO:0019867,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0055114,GO:0071944	1.10.3.14	ko:K00424	ko00190,ko02020,map00190,map02020	M00153	-	-	ko00000,ko00001,ko01000	3.D.4.3	-	-	YbgT_YccB
gnl|extdb|AC1V0C_08885	292.DM42_3467	9.53e-147	413.0	COG0703@1|root,COG0703@2|Bacteria,1R9YC@1224|Proteobacteria,2VT0V@28216|Betaproteobacteria,1K3R8@119060|Burkholderiaceae	28216|Betaproteobacteria	E	AAA domain	-	-	-	-	-	-	-	-	-	-	-	-	AAA_33
gnl|extdb|AC1V0C_08890	216591.BCAL1796	3.88e-263	721.0	COG1748@1|root,COG1748@2|Bacteria,1MY1G@1224|Proteobacteria,2VMNG@28216|Betaproteobacteria,1K1XJ@119060|Burkholderiaceae	28216|Betaproteobacteria	E	Saccharopine dehydrogenase	-	-	1.5.1.7	ko:K00290	ko00300,ko00310,ko01100,ko01110,ko01130,ko01230,map00300,map00310,map01100,map01110,map01130,map01230	M00030,M00032	R00715	RC00217,RC01532	ko00000,ko00001,ko00002,ko01000	-	-	-	Sacchrp_dh_C,Sacchrp_dh_NADP
gnl|extdb|AC1V0C_08895	216591.BCAL1797	1.29e-101	295.0	COG1522@1|root,COG1522@2|Bacteria,1RE5H@1224|Proteobacteria,2VS27@28216|Betaproteobacteria,1K3TW@119060|Burkholderiaceae	28216|Betaproteobacteria	K	PFAM regulatory protein AsnC Lrp family	-	-	-	-	-	-	-	-	-	-	-	-	AsnC_trans_reg,HTH_AsnC-type
gnl|extdb|AC1V0C_08900	216591.BCAL1798	3.44e-89	266.0	2DNEG@1|root,32X40@2|Bacteria,1R7P4@1224|Proteobacteria,2VY6D@28216|Betaproteobacteria,1K3G8@119060|Burkholderiaceae	28216|Betaproteobacteria	S	LTXXQ motif family protein	-	-	-	-	-	-	-	-	-	-	-	-	LTXXQ
gnl|extdb|AC1V0C_08905	216591.BCAL1799	1.01e-95	279.0	2CB5W@1|root,33XRI@2|Bacteria,1NUZ1@1224|Proteobacteria,2WGEJ@28216|Betaproteobacteria,1KG3A@119060|Burkholderiaceae	28216|Betaproteobacteria	S	PGDYG protein	-	-	-	-	-	-	-	-	-	-	-	-	PGDYG
gnl|extdb|AC1V0C_08910	216591.BCAL1800	3.01e-77	230.0	2AGB8@1|root,316GS@2|Bacteria,1PXJU@1224|Proteobacteria,2WCZ3@28216|Betaproteobacteria,1K8TI@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Protein of unknown function (DUF3022)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3022
gnl|extdb|AC1V0C_08915	292.DM42_3461	2.87e-158	447.0	COG4377@1|root,COG4377@2|Bacteria,1NVIR@1224|Proteobacteria,2W2SN@28216|Betaproteobacteria,1K1NM@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Putative membrane peptidase family (DUF2324)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2324
gnl|extdb|AC1V0C_08920	216591.BCAL1802	1.09e-232	642.0	COG1609@1|root,COG1609@2|Bacteria,1P73T@1224|Proteobacteria,2VJ4H@28216|Betaproteobacteria,1K0JR@119060|Burkholderiaceae	28216|Betaproteobacteria	K	periplasmic binding protein LacI transcriptional regulator	-	-	-	ko:K02525	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_3
gnl|extdb|AC1V0C_08925	292.DM42_3459	2.09e-217	601.0	COG1052@1|root,COG1052@2|Bacteria,1MU2D@1224|Proteobacteria,2VKMD@28216|Betaproteobacteria,1K1RK@119060|Burkholderiaceae	28216|Betaproteobacteria	CH	D-isomer specific 2-hydroxyacid dehydrogenase	ghrB	-	1.1.1.215,1.1.1.79,1.1.1.81	ko:K00090	ko00030,ko00260,ko00620,ko00630,ko01100,ko01110,ko01120,map00030,map00260,map00620,map00630,map01100,map01110,map01120	-	R00465,R01388,R01392,R01739	RC00031,RC00042,RC00084	ko00000,ko00001,ko01000	-	-	-	2-Hacid_dh,2-Hacid_dh_C
gnl|extdb|AC1V0C_08930	216591.BCAL1804	2.65e-305	832.0	COG2271@1|root,COG2271@2|Bacteria,1MXE5@1224|Proteobacteria,2VR0G@28216|Betaproteobacteria,1K1KG@119060|Burkholderiaceae	28216|Betaproteobacteria	G	Major facilitator superfamily MFS_1	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
gnl|extdb|AC1V0C_08935	216591.BCAL1805	1.55e-228	630.0	COG0524@1|root,COG0524@2|Bacteria,1MV6I@1224|Proteobacteria,2VM9T@28216|Betaproteobacteria,1K0E5@119060|Burkholderiaceae	28216|Betaproteobacteria	G	PFAM PfkB domain protein	-	-	2.7.1.45	ko:K00874	ko00030,ko01100,ko01120,ko01200,map00030,map01100,map01120,map01200	M00061,M00308,M00631	R01541	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	PfkB
gnl|extdb|AC1V0C_08940	216591.BCAL1806	1.66e-169	474.0	COG1082@1|root,COG1082@2|Bacteria,1MVBP@1224|Proteobacteria,2VMTH@28216|Betaproteobacteria,1K1V6@119060|Burkholderiaceae	28216|Betaproteobacteria	G	PFAM Xylose isomerase domain protein TIM barrel	-	-	-	-	-	-	-	-	-	-	-	-	AP_endonuc_2
gnl|extdb|AC1V0C_08945	216591.BCAL1807	2.89e-196	546.0	COG0583@1|root,COG0583@2|Bacteria,1R9GY@1224|Proteobacteria,2VHIQ@28216|Betaproteobacteria,1KFV0@119060|Burkholderiaceae	28216|Betaproteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gnl|extdb|AC1V0C_08950	216591.BCAL1808	5.17e-232	641.0	COG2855@1|root,COG2855@2|Bacteria,1MVIP@1224|Proteobacteria,2VPD9@28216|Betaproteobacteria,1K2GM@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Belongs to the UPF0324 family	yeiH	-	-	-	-	-	-	-	-	-	-	-	Cons_hypoth698
gnl|extdb|AC1V0C_08960	216591.BCAL1810	6.89e-136	385.0	COG1309@1|root,COG1309@2|Bacteria,1MWKF@1224|Proteobacteria,2VTQ1@28216|Betaproteobacteria,1K0WQ@119060|Burkholderiaceae	28216|Betaproteobacteria	K	PFAM regulatory protein TetR	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
gnl|extdb|AC1V0C_08965	292.DM42_3451	3.3e-229	635.0	COG0845@1|root,COG0845@2|Bacteria,1NJDF@1224|Proteobacteria,2VIS6@28216|Betaproteobacteria,1K1ID@119060|Burkholderiaceae	28216|Betaproteobacteria	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	-	-	-	-	-	-	-	-	-	-	HlyD_D23
gnl|extdb|AC1V0C_08970	216591.BCAL1812	0.0	1932.0	COG0841@1|root,COG0841@2|Bacteria,1MU48@1224|Proteobacteria,2VHZQ@28216|Betaproteobacteria,1K0BK@119060|Burkholderiaceae	28216|Betaproteobacteria	V	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	-	-	-	ko:K18303	-	M00642	-	-	ko00000,ko00002,ko01504,ko02000	2.A.6.2.17	-	-	ACR_tran
gnl|extdb|AC1V0C_08975	292.DM42_3449	0.0	879.0	COG1538@1|root,COG1538@2|Bacteria,1R7VP@1224|Proteobacteria,2VJJX@28216|Betaproteobacteria,1KFCS@119060|Burkholderiaceae	28216|Betaproteobacteria	M	TIGRFAM RND efflux system, outer membrane lipoprotein, NodT family	ttgC_2	-	-	-	-	-	-	-	-	-	-	-	OEP
gnl|extdb|AC1V0C_08980	216591.BCAL1814	9.85e-238	654.0	COG0789@1|root,COG0789@2|Bacteria,1MWN0@1224|Proteobacteria,2VM4T@28216|Betaproteobacteria,1K0N3@119060|Burkholderiaceae	28216|Betaproteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	MerR_1
gnl|extdb|AC1V0C_08985	216591.BCAL1814A	3.2e-95	285.0	2DTQ7@1|root,33M9K@2|Bacteria,1NN8X@1224|Proteobacteria,2VYA6@28216|Betaproteobacteria,1KETY@119060|Burkholderiaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_08990	216591.BCAL1815	2.2e-42	139.0	COG3655@1|root,COG3655@2|Bacteria,1N6VH@1224|Proteobacteria,2VVTT@28216|Betaproteobacteria,1KAIH@119060|Burkholderiaceae	28216|Betaproteobacteria	K	Transcriptional regulator	-	-	-	ko:K07727	-	-	-	-	ko00000,ko03000	-	-	-	HTH_26
gnl|extdb|AC1V0C_08995	216591.BCAL1816	8.59e-127	361.0	2BE6B@1|root,327X8@2|Bacteria,1RINH@1224|Proteobacteria,2VYZV@28216|Betaproteobacteria,1KBY0@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Protein of unknown function (DUF2975)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2975
gnl|extdb|AC1V0C_09000	910964.GEAM_1883	7.36e-24	99.4	2C2F9@1|root,31U8E@2|Bacteria,1QS2J@1224|Proteobacteria,1SQ1S@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_09005	292.DM42_3444	0.0	870.0	COG3829@1|root,COG3829@2|Bacteria,1NU8B@1224|Proteobacteria,2VHQS@28216|Betaproteobacteria,1K2N3@119060|Burkholderiaceae	28216|Betaproteobacteria	K	PFAM sigma-54 factor interaction domain-containing protein	-	-	-	ko:K06714	-	-	-	-	ko00000,ko03000	-	-	-	HTH_8,PAS_4,Sigma54_activat
gnl|extdb|AC1V0C_09010	216591.BCAL1818	3.35e-214	591.0	COG0491@1|root,COG0491@2|Bacteria,1MURA@1224|Proteobacteria,2VJYK@28216|Betaproteobacteria,1K220@119060|Burkholderiaceae	28216|Betaproteobacteria	P	PFAM beta-lactamase domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Lactamase_B
gnl|extdb|AC1V0C_09015	216591.BCAL1819	0.0	1060.0	COG0446@1|root,COG3453@1|root,COG0446@2|Bacteria,COG3453@2|Bacteria,1N5MC@1224|Proteobacteria,2VKI2@28216|Betaproteobacteria,1K136@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Pyridine nucleotide-disulphide oxidoreductase	-	-	1.8.5.4	ko:K17218	ko00920,map00920	-	R10152	RC03155	ko00000,ko00001,ko01000	-	-	-	DUF442,Pyr_redox_2
gnl|extdb|AC1V0C_09020	216591.BCAL1820	3.13e-165	465.0	COG0730@1|root,COG0730@2|Bacteria,1MVBS@1224|Proteobacteria,2VS4N@28216|Betaproteobacteria,1KHAD@119060|Burkholderiaceae	28216|Betaproteobacteria	S	membrane transporter protein	-	-	-	ko:K07090	-	-	-	-	ko00000	-	-	-	TauE
gnl|extdb|AC1V0C_09025	292.DM42_3440	3.37e-183	511.0	COG1177@1|root,COG1177@2|Bacteria,1MVC5@1224|Proteobacteria,2VHYY@28216|Betaproteobacteria,1K2MM@119060|Burkholderiaceae	28216|Betaproteobacteria	P	PFAM binding-protein-dependent transport systems inner membrane component	potI	-	-	ko:K11070,ko:K11074	ko02010,map02010	M00299,M00300	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11.1,3.A.1.11.2	-	-	BPD_transp_1
gnl|extdb|AC1V0C_09030	216591.BCAL1822	2.03e-222	613.0	COG1176@1|root,COG1176@2|Bacteria,1MVGM@1224|Proteobacteria,2VHYC@28216|Betaproteobacteria,1K1BP@119060|Burkholderiaceae	28216|Betaproteobacteria	P	PFAM binding-protein-dependent transport systems inner membrane component	potH	-	-	ko:K11071,ko:K11075	ko02010,map02010	M00299,M00300	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11.1,3.A.1.11.2	-	-	BPD_transp_1
gnl|extdb|AC1V0C_09035	216591.BCAL1823	1.21e-267	734.0	COG3842@1|root,COG3842@2|Bacteria,1MU3I@1224|Proteobacteria,2VHEJ@28216|Betaproteobacteria,1K14D@119060|Burkholderiaceae	28216|Betaproteobacteria	P	Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system	potA	-	3.6.3.31	ko:K02052,ko:K11072,ko:K11076	ko02010,ko02024,map02010,map02024	M00193,M00299,M00300	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.11,3.A.1.11.1,3.A.1.11.2	-	-	ABC_tran,TOBE_2
gnl|extdb|AC1V0C_09040	216591.BCAL1824	5.34e-269	735.0	COG0687@1|root,COG0687@2|Bacteria,1MUYW@1224|Proteobacteria,2VJDV@28216|Betaproteobacteria,1K2PP@119060|Burkholderiaceae	28216|Betaproteobacteria	P	Required for the activity of the bacterial periplasmic transport system of putrescine	potF	-	-	ko:K11073	ko02010,map02010	M00300	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11.2	-	-	SBP_bac_8
gnl|extdb|AC1V0C_09045	1192124.LIG30_3261	5.5e-42	137.0	COG3313@1|root,COG3313@2|Bacteria,1N711@1224|Proteobacteria,2VW2B@28216|Betaproteobacteria,1K98K@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Protein of unknown function (DUF1289)	-	-	-	ko:K06938	-	-	-	-	ko00000	-	-	-	DUF1289
