accession	contig	length	secondary_rank	n_orthogroups	c3_content	c2_content	c3_score	replicon_class	is_c3
GCF_052855985.1	NZ_CP193457.1	3122619	1	1391	0.0217	0.2727	-0.2510	other_megaplasmid	False
GCF_052856205.1	NZ_CP193460.1	3118003	1	1387	0.0217	0.2718	-0.2501	other_megaplasmid	False
GCF_052857015.1	NZ_CP193461.1	3120946	1	1389	0.0217	0.2721	-0.2504	other_megaplasmid	False
GCF_052857225.1	NZ_CP193464.1	3171656	1	1393	0.0217	0.2727	-0.2510	other_megaplasmid	False
GCF_052857935.1	NZ_CP193465.1	3149901	1	1382	0.0217	0.2724	-0.2507	other_megaplasmid	False
GCF_052858145.1	NZ_CP193467.1	3150400	1	1383	0.0217	0.2724	-0.2507	other_megaplasmid	False
GCF_052858685.1	NZ_CP193469.1	3183232	1	1382	0.0217	0.2724	-0.2507	other_megaplasmid	False
GCF_052858755.1	NZ_CP193472.1	3114344	1	1382	0.0217	0.2727	-0.2510	other_megaplasmid	False
GCF_053038975.1	NZ_CP199960.1	2862001	1	2255	0.0000	0.5344	-0.5344	chromosome2	False
GCF_053038975.1	NZ_CP199961.1	1244422	2	901	0.4901	0.0003	0.4897	c3	True
GCF_053153985.1	NZ_CP195305.1	2366034	1	1640	0.0000	0.3951	-0.3951	chromosome2	False
GCF_053153985.1	NZ_CP195306.1	1060975	2	637	0.2875	0.0032	0.2843	c3	True
GCF_053153985.1	NZ_CP195307.1	367612	3	78	0.0072	0.0071	0.0001	other_megaplasmid	False
GCF_053209605.1	NZ_CP199986.1	2859967	1	2253	0.0000	0.5344	-0.5344	chromosome2	False
GCF_053209605.1	NZ_CP199987.1	1244416	2	903	0.4919	0.0003	0.4915	c3	True
GCF_053348855.1	NZ_CM130028.1	2960641	1	2281	0.0000	0.5841	-0.5841	chromosome2	False
GCF_053348855.1	NZ_CM130029.1	978336	2	714	0.4195	0.0006	0.4189	c3	True
GCF_053470105.1	NZ_CM130276.1	3913691	1	1788	0.1501	0.2812	-0.1311	other_megaplasmid	False
GCF_053470145.1	NZ_CM130278.1	3913611	1	1787	0.1501	0.2808	-0.1308	other_megaplasmid	False
GCF_053760385.1	NZ_CM132389.1	2718970	1	854	0.0108	0.0922	-0.0814	other_megaplasmid	False
GCF_053760385.1	NZ_CM132390.1	2004775	2	863	0.0163	0.1159	-0.0996	other_megaplasmid	False
GCF_053760385.1	NZ_JBSNBT010000003.1	309132	3	66	0.0036	0.0032	0.0004	other_megaplasmid	False
GCF_054073385.1	NZ_CM133399.1	3112656	1	2398	0.0000	0.5747	-0.5747	chromosome2	False
GCF_054073385.1	NZ_JBSXPX010000001.1	972273	2	703	0.3707	0.0013	0.3694	c3	True
GCF_054073385.1	NZ_JBSXPX010000004.1	309254	3	48	0.0018	0.0006	0.0012	other_megaplasmid	False
GCF_054073395.1	NZ_CM133401.1	3084765	1	2397	0.0000	0.5737	-0.5737	chromosome2	False
GCF_054073395.1	NZ_JBSXQA010000004.1	972174	2	706	0.3743	0.0010	0.3733	c3	True
GCF_054073395.1	NZ_JBSXQA010000005.1	314915	3	51	0.0018	0.0006	0.0012	other_megaplasmid	False
GCF_054166125.1	NZ_JBSWBW010000002.1	3305954	1	1707	0.0018	0.2419	-0.2401	other_megaplasmid	False
GCF_054166125.1	NZ_CM135119.1	530902	2	93	0.0054	0.0088	-0.0033	other_megaplasmid	False
GCF_054166145.1	NZ_JBSWBX010000004.1	2962017	1	1681	0.0018	0.2445	-0.2427	other_megaplasmid	False
GCF_054166145.1	NZ_JBSWBX010000007.1	454603	2	55	0.0054	0.0042	0.0012	other_megaplasmid	False
GCF_054166145.1	NZ_JBSWBX010000006.1	330751	3	55	0.0036	0.0026	0.0010	other_megaplasmid	False
GCF_054166155.1	NZ_CM135120.1	3305952	1	1709	0.0018	0.2412	-0.2394	other_megaplasmid	False
GCF_054166155.1	NZ_JBSWBV010000003.1	530905	2	96	0.0054	0.0088	-0.0033	other_megaplasmid	False
GCF_054166185.1	NZ_JBSWBZ010000004.1	3014549	1	2227	0.0000	0.5344	-0.5344	chromosome2	False
GCF_054166185.1	NZ_CM135122.1	1268256	2	854	0.3942	0.0006	0.3936	c3	True
GCF_054166195.1	NZ_CM135123.1	2861885	1	1701	0.0108	0.2506	-0.2398	other_megaplasmid	False
GCF_054166225.1	NZ_CM135124.1	3194468	1	1724	0.0018	0.2481	-0.2462	other_megaplasmid	False
GCF_054166245.1	NZ_CM135125.1	3305972	1	1715	0.0018	0.2416	-0.2398	other_megaplasmid	False
GCF_054166245.1	NZ_JBSWCC010000002.1	530913	2	96	0.0054	0.0084	-0.0030	other_megaplasmid	False
GCF_054166265.1	NZ_CM135126.1	3195775	1	1726	0.0018	0.2484	-0.2466	other_megaplasmid	False
GCF_054187845.1	NZ_CM135175.1	3794154	1	1769	0.1338	0.2854	-0.1516	other_megaplasmid	False
GCF_054558305.1	NZ_AP045831.1	3245198	1	2540	0.0000	0.6448	-0.6448	chromosome2	False
GCF_054558305.1	NZ_AP045832.1	1528475	2	1032	0.5461	0.0006	0.5455	c3	True
GCF_055386035.1	NZ_AP028974.1	3758526	1	1745	0.1121	0.2805	-0.1684	other_megaplasmid	False
GCF_055386035.1	NZ_AP028975.1	402366	2	83	0.0036	0.0062	-0.0026	other_megaplasmid	False
GCF_055387925.1	NZ_AP040282.1	2327965	1	1043	0.0163	0.2260	-0.2097	other_megaplasmid	False
GCF_055391905.1	NZ_AP043693.1	2645723	1	1495	0.0054	0.2370	-0.2316	other_megaplasmid	False
GCF_055391905.1	NZ_AP043694.1	1297584	2	423	0.0217	0.0279	-0.0062	other_megaplasmid	False
GCF_055397325.1	NZ_AP028201.1	2945934	1	1427	0.0199	0.2373	-0.2174	other_megaplasmid	False
GCF_055397325.1	NZ_AP028202.1	2302010	2	846	0.0181	0.0552	-0.0371	other_megaplasmid	False
GCF_055397325.1	NZ_AP028203.1	381118	3	101	0.0054	0.0019	0.0035	other_megaplasmid	False
GCF_055397665.1	NZ_AP029030.1	2221172	1	989	0.0163	0.2120	-0.1957	other_megaplasmid	False
GCF_055397955.1	NZ_AP029057.1	3924332	1	1728	0.0976	0.2815	-0.1838	other_megaplasmid	False
GCF_055810255.1	NZ_CM147945.1	2818906	1	1299	0.0072	0.2695	-0.2622	other_megaplasmid	False
GCF_056591095.1	NZ_CM152657.1	3252267	1	1654	0.0181	0.2347	-0.2167	other_megaplasmid	False
GCF_056640905.1	NZ_CM153255.1	3328575	1	2582	0.0000	0.6565	-0.6565	chromosome2	False
GCF_056640905.1	NZ_JBWVTH010000003.1	954527	2	109	0.0036	0.0049	-0.0013	other_megaplasmid	False
GCF_056640905.1	NZ_JBWVTH010000004.1	927285	3	666	0.3978	0.0010	0.3969	c3	True
GCF_056783395.1	NZ_CM165589.1	3428300	1	2578	0.0018	0.6532	-0.6514	chromosome2	False
GCF_056783395.1	NZ_JBXAZP010000003.1	1238097	2	793	0.5316	0.0013	0.5303	c3	True
GCF_056847505.1	NZ_CP184775.1	788413	1	172	0.0127	0.0305	-0.0179	other_megaplasmid	False
GCF_056867595.1	NZ_CP184277.1	822270	1	173	0.0127	0.0299	-0.0172	other_megaplasmid	False
GCF_056868365.1	NZ_CP184772.1	802776	1	182	0.0145	0.0308	-0.0164	other_megaplasmid	False
GCF_056868375.1	NZ_CP184792.1	924298	1	197	0.0127	0.0321	-0.0195	other_megaplasmid	False
GCF_056880615.1	NZ_CP178342.1	809524	1	184	0.0145	0.0305	-0.0161	other_megaplasmid	False
GCF_057005415.2	NZ_CM174447.1	3685627	1	2847	0.0018	0.6977	-0.6959	chromosome2	False
GCF_057005415.2	NZ_CM189268.1	1297318	2	968	0.5588	0.0000	0.5588	c3	True
GCF_057369595.1	NZ_CM170669.1	3419015	1	2710	0.0000	0.7013	-0.7013	chromosome2	False
GCF_057369595.1	NZ_CM170670.1	1253950	2	769	0.5316	0.0003	0.5313	c3	True
GCF_057439935.1	NZ_CM172007.1	3419015	1	2710	0.0000	0.7013	-0.7013	chromosome2	False
GCF_057439935.1	NZ_CM172008.1	1253950	2	769	0.5316	0.0003	0.5313	c3	True
GCF_057587595.1	NZ_CM172485.1	2724614	1	1244	0.0072	0.1922	-0.1850	other_megaplasmid	False
GCF_057612605.2	NZ_CM173618.1	1590018	1	431	0.0181	0.0409	-0.0228	other_megaplasmid	False
GCF_057612605.2	NZ_CM172588.1	1587408	2	729	0.0127	0.1062	-0.0935	other_megaplasmid	False
GCF_057612605.2	NZ_JBVFIR010000004.1	698130	3	210	0.0108	0.0146	-0.0038	other_megaplasmid	False
GCF_057612605.2	NZ_JBVFIR010000005.1	315739	4	83	0.0036	0.0045	-0.0009	other_megaplasmid	False
GCF_057748135.1	NZ_CM173239.1	2724614	1	1246	0.0072	0.1922	-0.1850	other_megaplasmid	False
GCF_058448765.1	NZ_CP186749.1	3851263	1	1779	0.1302	0.2825	-0.1523	other_megaplasmid	False
GCF_059089405.1	NZ_CM180998.1	3373875	1	2443	0.0000	0.5828	-0.5828	chromosome2	False
GCF_059089405.1	NZ_CM180999.1	1046852	2	749	0.3779	0.0010	0.3770	c3	True
GCF_059622985.1	NZ_CM184412.1	4087676	1	1938	0.0416	0.3237	-0.2821	other_megaplasmid	False
GCF_902141795.1	NZ_LR595897.1	3115305	1	1367	0.0217	0.2698	-0.2481	other_megaplasmid	False
GCF_902141815.1	NZ_LR595899.1	3112891	1	1351	0.0217	0.2672	-0.2455	other_megaplasmid	False
GCF_902141835.1	NZ_LR595895.1	3173851	1	1374	0.0217	0.2705	-0.2488	other_megaplasmid	False
GCF_902459535.1	NZ_LR699554.1	3505044	1	1653	0.0235	0.2477	-0.2242	other_megaplasmid	False
GCF_904865725.1	NZ_LR890524.1	3006131	1	2422	0.0000	0.6153	-0.6153	chromosome2	False
GCF_904865725.1	NZ_LR890525.1	1023737	2	767	0.4539	0.0023	0.4516	c3	True
GCF_905400185.1	NZ_FR989676.1	3050481	1	2316	0.0127	0.5542	-0.5416	chromosome2	False
GCF_905400185.1	NZ_FR989677.1	1347483	2	893	0.4792	0.0006	0.4786	c3	True
GCF_964026365.1	NZ_OZ032134.1	1822652	1	824	0.0145	0.1273	-0.1128	other_megaplasmid	False
GCF_964026365.1	NZ_OZ032135.1	1447788	2	369	0.0289	0.0237	0.0052	other_megaplasmid	False
GCF_964026365.1	NZ_OZ032136.1	1169233	3	456	0.0163	0.0448	-0.0285	other_megaplasmid	False
GCF_964026365.1	NZ_OZ032137.1	892580	4	160	0.0090	0.0084	0.0006	other_megaplasmid	False
GCF_964026365.1	NZ_OZ032138.1	630138	5	233	0.0108	0.0244	-0.0135	other_megaplasmid	False
GCF_964261745.1	NZ_OZ180036.1	1822652	1	825	0.0145	0.1276	-0.1131	other_megaplasmid	False
GCF_964261745.1	NZ_OZ180039.1	1447788	2	368	0.0289	0.0237	0.0052	other_megaplasmid	False
GCF_964261745.1	NZ_OZ180038.1	1169233	3	456	0.0163	0.0448	-0.0285	other_megaplasmid	False
GCF_964261745.1	NZ_OZ180040.1	892580	4	161	0.0090	0.0084	0.0006	other_megaplasmid	False
GCF_964261745.1	NZ_OZ180037.1	630138	5	234	0.0108	0.0244	-0.0135	other_megaplasmid	False
GCF_964264985.1	NZ_OZ183793.1	3046645	1	2337	0.0000	0.5971	-0.5971	chromosome2	False
GCF_964264985.1	NZ_OZ183794.1	999322	2	739	0.4539	0.0010	0.4529	c3	True
GCF_964264995.1	NZ_OZ183796.1	3601574	1	2767	0.0000	0.7143	-0.7143	chromosome2	False
GCF_964264995.1	NZ_OZ183798.1	1103841	2	731	0.4557	0.0000	0.4557	c3	True
GCF_964265005.1	NZ_OZ183800.1	3601505	1	2767	0.0000	0.7140	-0.7140	chromosome2	False
GCF_964265005.1	NZ_OZ183801.1	1103825	2	731	0.4557	0.0000	0.4557	c3	True
GCF_964265015.1	NZ_OZ183806.1	3495121	1	2632	0.0000	0.6981	-0.6981	chromosome2	False
GCF_964265015.1	NZ_OZ183807.1	1200466	2	750	0.4430	0.0013	0.4417	c3	True
GCF_964265025.1	NZ_OZ183803.1	3486477	1	2543	0.0018	0.6429	-0.6410	chromosome2	False
GCF_964265025.1	NZ_OZ183804.1	1136949	2	774	0.4376	0.0010	0.4366	c3	True
GCF_965118185.1	NZ_OZ221291.1	3440003	1	1570	0.0488	0.2133	-0.1645	other_megaplasmid	False
GCF_965199385.1	NZ_OZ241167.1	3249516	1	1392	0.0199	0.2724	-0.2525	other_megaplasmid	False
GCF_965199395.1	NZ_OZ241169.1	3246938	1	1390	0.0217	0.2721	-0.2504	other_megaplasmid	False
GCF_965199405.1	NZ_OZ241170.1	3246053	1	1384	0.0217	0.2708	-0.2491	other_megaplasmid	False
GCF_965199425.1	NZ_OZ241175.1	3246872	1	1388	0.0217	0.2721	-0.2504	other_megaplasmid	False
GCF_965199435.1	NZ_OZ241177.1	3248534	1	1390	0.0199	0.2724	-0.2525	other_megaplasmid	False
GCF_965199445.1	NZ_OZ241179.1	3247000	1	1391	0.0217	0.2724	-0.2507	other_megaplasmid	False
GCF_965199455.1	NZ_OZ241181.1	3248530	1	1391	0.0199	0.2724	-0.2525	other_megaplasmid	False
GCF_965199515.1	NZ_OZ241214.1	3246993	1	1388	0.0199	0.2711	-0.2512	other_megaplasmid	False
GCF_965199545.1	NZ_OZ241212.1	3221484	1	1391	0.0199	0.2724	-0.2525	other_megaplasmid	False
GCF_965199625.1	NZ_OZ241210.1	3246650	1	1391	0.0217	0.2724	-0.2507	other_megaplasmid	False
GCF_965199835.1	NZ_OZ241394.1	3309517	1	1399	0.0235	0.2724	-0.2489	other_megaplasmid	False
GCF_965199925.1	NZ_OZ241392.1	3148392	1	1393	0.0217	0.2714	-0.2497	other_megaplasmid	False
GCF_965201125.1	NZ_OZ241754.1	3256226	1	1396	0.0235	0.2727	-0.2492	other_megaplasmid	False
GCF_965202565.1	NZ_OZ241824.1	3255975	1	1397	0.0235	0.2721	-0.2486	other_megaplasmid	False
GCF_965211575.1	NZ_OZ242941.1	3248827	1	1391	0.0199	0.2721	-0.2522	other_megaplasmid	False
GCF_965211595.1	NZ_OZ242945.1	3222411	1	1392	0.0199	0.2724	-0.2525	other_megaplasmid	False
GCF_980295165.1	NZ_OZ412830.1	3179731	1	1388	0.0217	0.2734	-0.2517	other_megaplasmid	False
GCF_980300355.1	NZ_OZ412840.1	3115442	1	1380	0.0217	0.2724	-0.2507	other_megaplasmid	False
GCF_980300905.1	NZ_OZ412841.1	3200896	1	1397	0.0217	0.2734	-0.2517	other_megaplasmid	False
GCF_980300945.1	NZ_OZ412843.1	3200795	1	1394	0.0217	0.2731	-0.2514	other_megaplasmid	False
GCF_980300965.1	NZ_OZ412846.1	3218131	1	1386	0.0235	0.2701	-0.2466	other_megaplasmid	False
GCF_984667665.1	NZ_OZ480170.1	3532587	1	2756	0.0000	0.7088	-0.7088	chromosome2	False
GCF_984667665.1	NZ_OZ480171.1	1190410	2	735	0.5118	0.0003	0.5114	c3	True
GCF_984667675.1	NZ_OZ480167.1	3316512	1	2668	0.0000	0.6984	-0.6984	chromosome2	False
GCF_984667675.1	NZ_OZ480168.1	1031981	2	375	0.1881	0.0068	0.1812	c3	True
GCF_984667725.1	NZ_OZ480175.1	3479138	1	2748	0.0000	0.7107	-0.7107	chromosome2	False
GCF_984667725.1	NZ_OZ480176.1	1368847	2	791	0.5407	0.0023	0.5384	c3	True
GCF_984667835.1	NZ_OZ480194.1	3382556	1	2728	0.0000	0.7146	-0.7146	chromosome2	False
GCF_984667835.1	NZ_OZ480195.1	1282155	2	768	0.4738	0.0003	0.4735	c3	True
GCF_984667895.1	NZ_OZ480183.1	3349714	1	2678	0.0000	0.7023	-0.7023	chromosome2	False
GCF_984667895.1	NZ_OZ480184.1	1224010	2	762	0.4738	0.0003	0.4735	c3	True
GCF_984667895.1	NZ_OZ480185.1	355475	3	30	0.0000	0.0010	-0.0010	other_megaplasmid	False
GCF_984667945.1	NZ_OZ480178.1	3415142	1	2728	0.0000	0.7143	-0.7143	chromosome2	False
GCF_984667945.1	NZ_OZ480179.1	1232707	2	762	0.4738	0.0003	0.4735	c3	True
GCF_984667955.1	NZ_OZ480215.1	3423854	1	2725	0.0000	0.7133	-0.7133	chromosome2	False
GCF_984667975.1	NZ_OZ480187.1	3370433	1	2632	0.0018	0.6847	-0.6829	chromosome2	False
GCF_984667975.1	NZ_OZ480188.1	1271489	2	751	0.4792	0.0032	0.4760	c3	True
GCF_984668005.1	NZ_OZ480191.1	3521856	1	2785	0.0000	0.7133	-0.7133	chromosome2	False
GCF_984668005.1	NZ_OZ480192.1	1175751	2	738	0.4593	0.0006	0.4587	c3	True
GCF_984668195.1	NZ_OZ480202.1	3390539	1	2641	0.0018	0.6870	-0.6852	chromosome2	False
GCF_984668195.1	NZ_OZ480203.1	1241080	2	739	0.4882	0.0023	0.4860	c3	True
GCF_984668265.1	NZ_OZ480209.1	3401831	1	2695	0.0000	0.7026	-0.7026	chromosome2	False
GCF_984668265.1	NZ_OZ480210.1	1270289	2	771	0.5335	0.0003	0.5331	c3	True
GCF_984668355.1	NZ_OZ480199.1	3342179	1	2616	0.0018	0.6831	-0.6813	chromosome2	False
GCF_984668355.1	NZ_OZ480200.1	1145148	2	690	0.4611	0.0023	0.4588	c3	True
GCF_984668395.1	NZ_OZ480206.1	3479142	1	2751	0.0000	0.7107	-0.7107	chromosome2	False
GCF_984668395.1	NZ_OZ480207.1	1373398	2	793	0.5425	0.0026	0.5399	c3	True
GCF_984668525.1	NZ_OZ480212.1	3197900	1	2492	0.0000	0.6234	-0.6234	chromosome2	False
GCF_984668525.1	NZ_OZ480213.1	1253739	2	849	0.4394	0.0006	0.4388	c3	True
GCF_984669265.1	NZ_OZ480218.1	3091526	1	2467	0.0000	0.6205	-0.6205	chromosome2	False
GCF_984669265.1	NZ_OZ480219.1	967293	2	718	0.3671	0.0006	0.3664	c3	True
GCF_984669325.1	NZ_OZ480221.1	3370433	1	2639	0.0018	0.6864	-0.6846	chromosome2	False
GCF_984669335.1	NZ_OZ480224.1	3515367	1	2783	0.0000	0.7130	-0.7130	chromosome2	False
GCF_984669335.1	NZ_OZ480225.1	1274376	2	764	0.4593	0.0016	0.4577	c3	True
GCF_984669415.1	NZ_OZ480227.1	3415142	1	2728	0.0000	0.7143	-0.7143	chromosome2	False
GCF_984669415.1	NZ_OZ480228.1	1232707	2	762	0.4738	0.0003	0.4735	c3	True
GCF_984669565.1	NZ_OZ480232.1	3426442	1	2716	0.0000	0.7036	-0.7036	chromosome2	False
GCF_984669565.1	NZ_OZ480233.1	1280661	2	763	0.5208	0.0003	0.5205	c3	True
GCF_984669585.1	NZ_OZ480236.1	3411081	1	2716	0.0000	0.7094	-0.7094	chromosome2	False
GCF_984669585.1	NZ_OZ480237.1	967604	2	661	0.4051	0.0003	0.4047	c3	True
GCF_984669685.1	NZ_OZ480239.1	3349698	1	2677	0.0000	0.7019	-0.7019	chromosome2	False
GCF_984669685.1	NZ_OZ480240.1	1224034	2	762	0.4738	0.0003	0.4735	c3	True
GCF_984669685.1	NZ_OZ480241.1	355475	3	30	0.0000	0.0010	-0.0010	other_megaplasmid	False
GCF_984669705.1	NZ_OZ480243.1	3219997	1	2482	0.0000	0.6214	-0.6214	chromosome2	False
GCF_984669705.1	NZ_OZ480244.1	1336675	2	923	0.4629	0.0003	0.4626	c3	True
GCF_984671675.1	NZ_OZ480246.1	3354725	1	2644	0.0018	0.6867	-0.6849	chromosome2	False
GCF_984671695.1	NZ_OZ480248.1	3557304	1	2799	0.0000	0.7130	-0.7130	chromosome2	False
MF6	cluster_002_consensus	2983592	1	2280	0.0000	0.5529	-0.5529	chromosome2	False
MF6	cluster_003_consensus	1179882	2	859	0.4738	0.0000	0.4738	c3	True
MF7	BMF7_NODE_1_len_2762977_cov_36_2218_ID_5625874.37	2762977	1	1404	0.0000	0.3276	-0.3276	other_megaplasmid	False
MF7	BMF7_NODE_2_len_976237_cov_36_3824_ID_6095666.46	976231	2	173	0.0108	0.0133	-0.0025	other_megaplasmid	False
MF7	BMF7_NODE_3_len_857810_cov_35_9645_ID_6095484.64	857810	3	712	0.4250	0.0000	0.4250	c3	True
MF7	BMF7_NODE_4_len_774369_cov_34_0982_ID_6095556.31	774369	4	150	0.0072	0.0049	0.0024	other_megaplasmid	False
MF7	BMF7_NODE_5_len_513992_cov_36_785_ID_6095322.47	513992	5	68	0.0072	0.0039	0.0033	other_megaplasmid	False
MF7	BMF7_NODE_6_len_477527_cov_38_0064_ID_6093972.51	477523	6	353	0.0000	0.0893	-0.0893	other_megaplasmid	False
MF7	BMF7_NODE_7_len_344507_cov_35_7877_ID_6095496.52	344507	7	46	0.0000	0.0032	-0.0032	other_megaplasmid	False
MF7	BMF7_NODE_8_len_318422_cov_40_1587_ID_6095374.3	318422	8	150	0.0506	0.0000	0.0506	other_megaplasmid	False
