accession	contig	length	rank	n_contigs
GCF_049177125.1	NZ_CP185394.1	212850	3	3
GCF_049487195.1	NZ_CP137808.1	3615827	1	3
GCF_049487195.1	NZ_CP137810.1	3268913	2	3
GCF_049487195.1	NZ_CP137809.1	1276413	3	3
GCF_049913365.1	NZ_CP184381.1	3535213	1	3
GCF_049913365.1	NZ_CP184382.1	2774643	2	3
GCF_049913365.1	NZ_CP184383.1	1157293	3	3
GCF_049942845.1	NZ_CP187967.1	3524452	1	3
GCF_049942845.1	NZ_CP187968.1	2805731	2	3
GCF_049942845.1	NZ_CP187969.1	1154659	3	3
GCF_050320195.1	NZ_CP190013.1	4015981	1	2
GCF_050320195.1	NZ_CP190014.1	3456576	2	2
GCF_050430075.1	NZ_CP191271.1	3612886	1	8
GCF_050430075.1	NZ_CP191272.1	1112911	2	8
GCF_050430075.1	NZ_CP191273.1	557219	3	8
GCF_050430075.1	NZ_CP191274.1	178005	4	8
GCF_050430075.1	NZ_CP191275.1	153059	5	8
GCF_050430075.1	NZ_CP191276.1	138375	6	8
GCF_050430075.1	NZ_CP191277.1	130044	7	8
GCF_050430075.1	NZ_CP191278.1	129181	8	8
GCF_050500075.1	NZ_CP191362.1	3382895	1	5
GCF_050500075.1	NZ_CP191363.1	1952731	2	5
GCF_050500075.1	NZ_CP191364.1	1644569	3	5
GCF_050500075.1	NZ_CP191365.1	1524649	4	5
GCF_050500075.1	NZ_CP191366.1	191919	5	5
GCF_050613125.1	NZ_CP192536.1	4217528	1	3
GCF_050613125.1	NZ_CP192537.1	4049529	2	3
GCF_050613125.1	NZ_CP192538.1	290964	3	3
GCF_050613135.1	NZ_CP192533.1	3636339	1	3
GCF_050613135.1	NZ_CP192534.1	3325566	2	3
GCF_050613135.1	NZ_CP192535.1	1273355	3	3
GCF_050627075.1	NZ_CP192477.1	4729159	1	4
GCF_050627075.1	NZ_CP192478.1	3508438	2	4
GCF_050627075.1	NZ_CP192480.1	647572	3	4
GCF_050627075.1	NZ_CP192479.1	437227	4	4
GCF_050627395.1	NZ_CP192495.1	4729161	1	4
GCF_050627395.1	NZ_CP192496.1	3508453	2	4
GCF_050627395.1	NZ_CP192497.1	647572	3	4
GCF_050627395.1	NZ_CP192494.1	437225	4	4
GCF_050632305.1	NZ_CP192556.1	3611118	1	4
GCF_050632305.1	NZ_CP192557.1	3146357	2	4
GCF_050632305.1	NZ_CP192558.1	1249564	3	4
GCF_050632305.1	NZ_CP192559.1	125990	4	4
GCF_050632315.1	NZ_CP192545.1	3611832	1	4
GCF_050632315.1	NZ_CP192546.1	3146363	2	4
GCF_050632315.1	NZ_CP192547.1	1249208	3	4
GCF_050632315.1	NZ_CP192548.1	124465	4	4
GCF_050632325.1	NZ_CP192560.1	3756401	1	3
GCF_050632325.1	NZ_CP192561.1	3391474	2	3
GCF_050632325.1	NZ_CP192562.1	1232208	3	3
GCF_050632335.1	NZ_CP192552.1	3611822	1	4
GCF_050632335.1	NZ_CP192553.1	3146358	2	4
GCF_050632335.1	NZ_CP192554.1	1249557	3	4
GCF_050632335.1	NZ_CP192555.1	125989	4	4
GCF_050632345.1	NZ_CP192563.1	3611841	1	4
GCF_050632345.1	NZ_CP192564.1	3146071	2	4
GCF_050632345.1	NZ_CP192565.1	1249576	3	4
GCF_050632345.1	NZ_CP192566.1	124465	4	4
GCF_050632355.1	NZ_CP192549.1	3636668	1	3
GCF_050632355.1	NZ_CP192550.1	3452404	2	3
GCF_050632355.1	NZ_CP192551.1	1455279	3	3
GCF_050813845.1	NZ_CP172421.1	4012682	1	3
GCF_050813845.1	NZ_CP172422.1	3569160	2	3
GCF_050813845.1	NZ_CP172423.1	810260	3	3
GCF_050858985.1	NZ_CP110090.1	3921720	1	4
GCF_050858985.1	NZ_CP110091.1	3340423	2	4
GCF_050858985.1	NZ_CP110092.1	531418	3	4
GCF_050858985.1	NZ_CP110093.1	361596	4	4
GCF_050920555.1	NZ_CP129639.1	4316582	1	3
GCF_050920555.1	NZ_CP129640.1	3916618	2	3
GCF_050920555.1	NZ_CP129641.1	167313	3	3
GCF_050955445.1	NZ_CP162617.1	5409342	1	3
GCF_050955445.1	NZ_CP162618.1	615672	2	3
GCF_050955445.1	NZ_CP162619.1	7494	3	3
GCF_050990585.1	NZ_CP158825.1	3767830	1	2
GCF_050990585.1	NZ_CP158826.1	2684093	2	2
GCF_050990595.1	NZ_CP158827.1	3204364	1	5
GCF_050990595.1	NZ_CP158828.1	2350248	2	5
GCF_050990595.1	NZ_CP158829.1	1064117	3	5
GCF_050990595.1	NZ_CP158830.1	1028322	4	5
GCF_050990595.1	NZ_CP158831.1	406422	5	5
GCF_051027425.1	NZ_CP186552.1	4560583	1	3
GCF_051027425.1	NZ_CP186553.1	3705942	2	3
GCF_051027425.1	NZ_CP186554.1	48732	3	3
GCF_051124805.1	NZ_CP123187.1	3235930	1	8
GCF_051124805.1	NZ_CP123188.1	2201119	2	8
GCF_051124805.1	NZ_CP123189.1	1142246	3	8
GCF_051124805.1	NZ_CP123190.1	876996	4	8
GCF_051124805.1	NZ_CP123191.1	611493	5	8
GCF_051124805.1	NZ_CP123192.1	385804	6	8
GCF_051124805.1	NZ_CP123193.1	90691	7	8
GCF_051124805.1	NZ_CP123194.1	20365	8	8
GCF_051125205.1	NZ_CP120428.1	3243926	1	6
GCF_051125205.1	NZ_CP120429.1	2151576	2	6
GCF_051125205.1	NZ_CP120430.1	1164524	3	6
GCF_051125205.1	NZ_CP120431.1	878557	4	6
GCF_051125205.1	NZ_CP120432.1	383350	5	6
GCF_051125205.1	NZ_CP120433.1	95121	6	6
GCF_051125215.1	NZ_CP120442.1	3315905	1	6
GCF_051125215.1	NZ_CP120443.1	2177893	2	6
GCF_051125215.1	NZ_CP120444.1	1262688	3	6
GCF_051125215.1	NZ_CP120445.1	1038708	4	6
GCF_051125215.1	NZ_CP120446.1	755024	5	6
GCF_051125215.1	NZ_CP120447.1	20365	6	6
GCF_051125545.1	NZ_CP120434.1	3299055	1	8
GCF_051125545.1	NZ_CP120435.1	2154813	2	8
GCF_051125545.1	NZ_CP120436.1	1162407	3	8
GCF_051125545.1	NZ_CP120437.1	876996	4	8
GCF_051125545.1	NZ_CP120438.1	619140	5	8
GCF_051125545.1	NZ_CP120439.1	384638	6	8
GCF_051125545.1	NZ_CP120440.1	62148	7	8
GCF_051125545.1	NZ_CP120441.1	9012	8	8
GCF_051355645.1	NZ_CP195707.1	3694126	1	3
GCF_051355645.1	NZ_CP195709.1	3595701	2	3
GCF_051355645.1	NZ_CP195708.1	1395069	3	3
GCF_051560065.1	NZ_CM121435.1	4021247	1	2
GCF_051560065.1	NZ_CM121436.1	3203209	2	2
GCF_051560085.1	NZ_CM121437.1	3971785	1	2
GCF_051560085.1	NZ_CM121438.1	3211908	2	2
GCF_051560105.1	NZ_CM121439.1	4052639	1	2
GCF_051560105.1	NZ_CM121440.1	3284474	2	2
GCF_051560125.1	NZ_CM121441.1	4045573	1	3
GCF_051560125.1	NZ_CM121442.1	3288499	2	3
GCF_051560125.1	NZ_JBPVQR010000003.1	28808	3	3
GCF_051560145.1	NZ_CM121443.1	4024493	1	2
GCF_051560145.1	NZ_CM121444.1	3289396	2	2
GCF_051615025.1	NZ_CP195133.1	3704918	1	5
GCF_051615025.1	NZ_CP195132.1	2175802	2	5
GCF_051615025.1	NZ_CP195131.1	1389204	3	5
GCF_051615025.1	NZ_CP195135.1	218840	4	5
GCF_051615025.1	NZ_CP195134.1	214520	5	5
GCF_052222725.1	NZ_CM125933.1	4234222	1	2
GCF_052222725.1	NZ_CM125934.1	3914413	2	2
GCF_052854005.1	NZ_CP193432.1	4058535	1	2
GCF_052854005.1	NZ_CP193433.1	3243075	2	2
GCF_052854015.1	NZ_CP193435.1	4142467	1	2
GCF_052854015.1	NZ_CP193434.1	3195248	2	2
GCF_052854305.1	NZ_CP193438.1	4063971	1	3
GCF_052854305.1	NZ_CP193439.1	3142130	2	3
GCF_052854305.1	NZ_CP193440.1	131822	3	3
GCF_052854315.1	NZ_CP193436.1	4263701	1	2
GCF_052854315.1	NZ_CP193437.1	3193295	2	2
GCF_052854605.1	NZ_CP193441.1	4051624	1	2
GCF_052854605.1	NZ_CP193442.1	3174682	2	2
GCF_052854615.1	NZ_CP193444.1	4051444	1	2
GCF_052854615.1	NZ_CP193443.1	3174777	2	2
GCF_052854885.1	NZ_CP193445.1	4087561	1	2
GCF_052854885.1	NZ_CP193446.1	3212550	2	2
GCF_052854895.1	NZ_CP193448.1	3971349	1	2
GCF_052854895.1	NZ_CP193447.1	3100937	2	2
GCF_052855305.1	NZ_CP193450.1	4088868	1	2
GCF_052855305.1	NZ_CP193449.1	3194467	2	2
GCF_052855315.1	NZ_CP193452.1	4051722	1	2
GCF_052855315.1	NZ_CP193451.1	3194602	2	2
GCF_052855605.1	NZ_CP193453.1	4038557	1	2
GCF_052855605.1	NZ_CP193454.1	3147087	2	2
GCF_052855615.1	NZ_CP193455.1	4007748	1	2
GCF_052855615.1	NZ_CP193456.1	3124250	2	2
GCF_052855985.1	NZ_CP193458.1	4007637	1	2
GCF_052855985.1	NZ_CP193457.1	3122619	2	2
GCF_052856205.1	NZ_CP193459.1	3906615	1	2
GCF_052856205.1	NZ_CP193460.1	3118003	2	2
GCF_052857015.1	NZ_CP193462.1	3951380	1	2
GCF_052857015.1	NZ_CP193461.1	3120946	2	2
GCF_052857225.1	NZ_CP193463.1	3976171	1	2
GCF_052857225.1	NZ_CP193464.1	3171656	2	2
GCF_052857935.1	NZ_CP193466.1	4009207	1	2
GCF_052857935.1	NZ_CP193465.1	3149901	2	2
GCF_052858145.1	NZ_CP193468.1	4080232	1	2
GCF_052858145.1	NZ_CP193467.1	3150400	2	2
GCF_052858685.1	NZ_CP193470.1	4091997	1	2
GCF_052858685.1	NZ_CP193469.1	3183232	2	2
GCF_052858755.1	NZ_CP193471.1	4092017	1	2
GCF_052858755.1	NZ_CP193472.1	3114344	2	2
GCF_053038975.1	NZ_CP199959.1	3504123	1	3
GCF_053038975.1	NZ_CP199960.1	2862001	2	3
GCF_053038975.1	NZ_CP199961.1	1244422	3	3
GCF_053153985.1	NZ_CP195304.1	3292540	1	4
GCF_053153985.1	NZ_CP195305.1	2366034	2	4
GCF_053153985.1	NZ_CP195306.1	1060975	3	4
GCF_053153985.1	NZ_CP195307.1	367612	4	4
GCF_053209605.1	NZ_CP199985.1	3503982	1	3
GCF_053209605.1	NZ_CP199986.1	2859967	2	3
GCF_053209605.1	NZ_CP199987.1	1244416	3	3
GCF_053348855.1	NZ_CM130027.1	3580165	1	4
GCF_053348855.1	NZ_CM130028.1	2960641	2	4
GCF_053348855.1	NZ_CM130029.1	978336	3	4
GCF_053348855.1	NZ_JBRZEL010000002.1	248553	4	4
GCF_053470105.1	NZ_CM130275.1	4292444	1	3
GCF_053470105.1	NZ_CM130276.1	3913691	2	3
GCF_053470105.1	NZ_JBQLJD010000003.1	151938	3	3
GCF_053470145.1	NZ_CM130277.1	4292446	1	3
GCF_053470145.1	NZ_CM130278.1	3913611	2	3
GCF_053470145.1	NZ_JBQLJE010000003.1	151938	3	3
GCF_053760385.1	NZ_CM132388.1	4237236	1	4
GCF_053760385.1	NZ_CM132389.1	2718970	2	4
GCF_053760385.1	NZ_CM132390.1	2004775	3	4
GCF_053760385.1	NZ_JBSNBT010000003.1	309132	4	4
GCF_054073385.1	NZ_CM133398.1	3615813	1	4
GCF_054073385.1	NZ_CM133399.1	3112656	2	4
GCF_054073385.1	NZ_JBSXPX010000001.1	972273	3	4
GCF_054073385.1	NZ_JBSXPX010000004.1	309254	4	4
GCF_054073395.1	NZ_CM133400.1	3667483	1	5
GCF_054073395.1	NZ_CM133401.1	3084765	2	5
GCF_054073395.1	NZ_JBSXQA010000004.1	972174	3	5
GCF_054073395.1	NZ_JBSXQA010000005.1	314915	4	5
GCF_054073395.1	NZ_JBSXQA010000003.1	113078	5	5
GCF_054166125.1	NZ_JBSWBW010000003.1	3953781	1	3
GCF_054166125.1	NZ_JBSWBW010000002.1	3305954	2	3
GCF_054166125.1	NZ_CM135119.1	530902	3	3
GCF_054166145.1	NZ_JBSWBX010000005.1	3974054	1	9
GCF_054166145.1	NZ_JBSWBX010000004.1	2962017	2	9
GCF_054166145.1	NZ_JBSWBX010000007.1	454603	3	9
GCF_054166145.1	NZ_JBSWBX010000006.1	330751	4	9
GCF_054166145.1	NZ_JBSWBX010000008.1	104768	5	9
GCF_054166145.1	NZ_JBSWBX010000002.1	7966	6	9
GCF_054166145.1	NZ_CM135121.1	7138	7	9
GCF_054166145.1	NZ_JBSWBX010000003.1	5457	8	9
GCF_054166145.1	NZ_JBSWBX010000009.1	3031	9	9
GCF_054166155.1	NZ_JBSWBV010000002.1	3953764	1	3
GCF_054166155.1	NZ_CM135120.1	3305952	2	3
GCF_054166155.1	NZ_JBSWBV010000003.1	530905	3	3
GCF_054166185.1	NZ_JBSWBZ010000002.1	3551557	1	4
GCF_054166185.1	NZ_JBSWBZ010000004.1	3014549	2	4
GCF_054166185.1	NZ_CM135122.1	1268256	3	4
GCF_054166185.1	NZ_JBSWBZ010000003.1	241981	4	4
GCF_054166195.1	NZ_JBSWBY010000002.1	4255561	1	3
GCF_054166195.1	NZ_CM135123.1	2861885	2	3
GCF_054166195.1	NZ_JBSWBY010000003.1	125294	3	3
GCF_054166225.1	NZ_JBSWCA010000002.1	4325843	1	3
GCF_054166225.1	NZ_CM135124.1	3194468	2	3
GCF_054166225.1	NZ_JBSWCA010000003.1	244870	3	3
GCF_054166245.1	NZ_JBSWCC010000003.1	3953818	1	3
GCF_054166245.1	NZ_CM135125.1	3305972	2	3
GCF_054166245.1	NZ_JBSWCC010000002.1	530913	3	3
GCF_054166265.1	NZ_JBSWCB010000002.1	4325818	1	3
GCF_054166265.1	NZ_CM135126.1	3195775	2	3
GCF_054166265.1	NZ_JBSWCB010000003.1	246210	3	3
GCF_054187845.1	NZ_CM135174.1	4134938	1	6
GCF_054187845.1	NZ_CM135175.1	3794154	2	6
GCF_054187845.1	NZ_JBTAFI010000004.1	174243	3	6
GCF_054187845.1	NZ_JBTAFI010000003.1	133828	4	6
GCF_054187845.1	NZ_JBTAFI010000002.1	121370	5	6
GCF_054187845.1	NZ_JBTAFI010000001.1	114984	6	6
GCF_054558305.1	NZ_AP045830.1	3623305	1	3
GCF_054558305.1	NZ_AP045831.1	3245198	2	3
GCF_054558305.1	NZ_AP045832.1	1528475	3	3
GCF_054955335.1	NZ_CM143258.1	6953363	1	2
GCF_054955335.1	NZ_JBUDHW010000002.1	72907	2	2
GCF_055386035.1	NZ_AP028973.1	4393699	1	5
GCF_055386035.1	NZ_AP028974.1	3758526	2	5
GCF_055386035.1	NZ_AP028975.1	402366	3	5
GCF_055386035.1	NZ_AP028976.1	273163	4	5
GCF_055386035.1	NZ_AP028977.1	63134	5	5
GCF_055387925.1	NZ_AP040281.1	3545820	1	2
GCF_055387925.1	NZ_AP040282.1	2327965	2	2
GCF_055391905.1	NZ_AP043692.1	3798262	1	3
GCF_055391905.1	NZ_AP043693.1	2645723	2	3
GCF_055391905.1	NZ_AP043694.1	1297584	3	3
GCF_055397325.1	NZ_AP028200.1	3654066	1	4
GCF_055397325.1	NZ_AP028201.1	2945934	2	4
GCF_055397325.1	NZ_AP028202.1	2302010	3	4
GCF_055397325.1	NZ_AP028203.1	381118	4	4
GCF_055397665.1	NZ_AP029029.1	3557849	1	2
GCF_055397665.1	NZ_AP029030.1	2221172	2	2
GCF_055397955.1	NZ_AP029056.1	4287547	1	3
GCF_055397955.1	NZ_AP029057.1	3924332	2	3
GCF_055397955.1	NZ_AP029058.1	238281	3	3
GCF_055810255.1	NZ_CM147944.1	3725482	1	2
GCF_055810255.1	NZ_CM147945.1	2818906	2	2
GCF_056270685.1	NZ_CM149885.1	3967861	1	1
GCF_056591095.1	NZ_CM152658.1	4047245	1	2
GCF_056591095.1	NZ_CM152657.1	3252267	2	2
GCF_056640905.1	NZ_CM153254.1	3550458	1	5
GCF_056640905.1	NZ_CM153255.1	3328575	2	5
GCF_056640905.1	NZ_JBWVTH010000003.1	954527	3	5
GCF_056640905.1	NZ_JBWVTH010000004.1	927285	4	5
GCF_056640905.1	NZ_JBWVTH010000005.1	31687	5	5
GCF_056783395.1	NZ_CM165588.1	3680772	1	3
GCF_056783395.1	NZ_CM165589.1	3428300	2	3
GCF_056783395.1	NZ_JBXAZP010000003.1	1238097	3	3
GCF_056847505.1	NZ_CP184774.1	2749645	1	3
GCF_056847505.1	NZ_CP184775.1	788413	2	3
GCF_056847505.1	NZ_CP184776.1	104409	3	3
GCF_056867595.1	NZ_CP184279.1	2755165	1	3
GCF_056867595.1	NZ_CP184277.1	822270	2	3
GCF_056867595.1	NZ_CP184278.1	172515	3	3
GCF_056868365.1	NZ_CP184771.1	2710334	1	3
GCF_056868365.1	NZ_CP184772.1	802776	2	3
GCF_056868365.1	NZ_CP184773.1	155206	3	3
GCF_056868375.1	NZ_CP184791.1	2530141	1	2
GCF_056868375.1	NZ_CP184792.1	924298	2	2
GCF_056880615.1	NZ_CP178341.1	2619673	1	2
GCF_056880615.1	NZ_CP178342.1	809524	2	2
GCF_057005415.2	NZ_CM174446.1	3768457	1	3
GCF_057005415.2	NZ_CM174447.1	3685627	2	3
GCF_057005415.2	NZ_CM189268.1	1297318	3	3
GCF_057369595.1	NZ_CM170668.1	3577940	1	4
GCF_057369595.1	NZ_CM170669.1	3419015	2	4
GCF_057369595.1	NZ_CM170670.1	1253950	3	4
GCF_057369595.1	NZ_JBXXZJ010000004.1	97736	4	4
GCF_057439935.1	NZ_CM172006.1	3577940	1	4
GCF_057439935.1	NZ_CM172007.1	3419015	2	4
GCF_057439935.1	NZ_CM172008.1	1253950	3	4
GCF_057439935.1	NZ_JBYATD010000004.1	97736	4	4
GCF_057587595.1	NZ_CM172484.1	3967760	1	2
GCF_057587595.1	NZ_CM172485.1	2724614	2	2
GCF_057612605.2	NZ_CM172587.1	3455682	1	6
GCF_057612605.2	NZ_CM173618.1	1590018	2	6
GCF_057612605.2	NZ_CM172588.1	1587408	3	6
GCF_057612605.2	NZ_JBVFIR010000004.1	698130	4	6
GCF_057612605.2	NZ_JBVFIR010000005.1	315739	5	6
GCF_057612605.2	NZ_JBVFIR010000006.1	158757	6	6
GCF_057748135.1	NZ_CM173238.1	3876019	1	2
GCF_057748135.1	NZ_CM173239.1	2724614	2	2
GCF_058448765.1	NZ_CP186748.1	4208177	1	8
GCF_058448765.1	NZ_CP186749.1	3851263	2	8
GCF_058448765.1	NZ_CP186750.1	253778	3	8
GCF_058448765.1	NZ_CP186751.1	163990	4	8
GCF_058448765.1	NZ_CP186754.1	123076	5	8
GCF_058448765.1	NZ_CP186753.1	8769	6	8
GCF_058448765.1	NZ_CP186752.1	6780	7	8
GCF_058448765.1	NZ_CP186755.1	3558	8	8
GCF_059089405.1	NZ_CM180997.1	3634232	1	3
GCF_059089405.1	NZ_CM180998.1	3373875	2	3
GCF_059089405.1	NZ_CM180999.1	1046852	3	3
GCF_059622985.1	NZ_CM184411.1	4794767	1	2
GCF_059622985.1	NZ_CM184412.1	4087676	2	2
GCF_902141795.1	NZ_LR595896.1	3987008	1	2
GCF_902141795.1	NZ_LR595897.1	3115305	2	2
GCF_902141815.1	NZ_LR595898.1	4066496	1	2
GCF_902141815.1	NZ_LR595899.1	3112891	2	2
GCF_902141835.1	NZ_LR595894.1	4013273	1	2
GCF_902141835.1	NZ_LR595895.1	3173851	2	2
GCF_902459535.1	NZ_LR699553.1	4479997	1	5
GCF_902459535.1	NZ_LR699554.1	3505044	2	5
GCF_902459535.1	NZ_LR699555.1	204567	3	5
GCF_902459535.1	NZ_LR699556.1	93611	4	5
GCF_902459535.1	NZ_LR699557.1	64284	5	5
GCF_904865725.1	NZ_LR890523.1	3799937	1	4
GCF_904865725.1	NZ_LR890524.1	3006131	2	4
GCF_904865725.1	NZ_LR890525.1	1023737	3	4
GCF_904865725.1	NZ_LR890526.1	114206	4	4
GCF_905400185.1	NZ_FR989675.1	3575181	1	4
GCF_905400185.1	NZ_FR989676.1	3050481	2	4
GCF_905400185.1	NZ_FR989677.1	1347483	3	4
GCF_905400185.1	NZ_FR989678.1	140347	4	4
GCF_939576165.1	NZ_OW622535.1	5647473	1	1
GCF_964026365.1	NZ_OZ032133.1	3233214	1	7
GCF_964026365.1	NZ_OZ032134.1	1822652	2	7
GCF_964026365.1	NZ_OZ032135.1	1447788	3	7
GCF_964026365.1	NZ_OZ032136.1	1169233	4	7
GCF_964026365.1	NZ_OZ032137.1	892580	5	7
GCF_964026365.1	NZ_OZ032138.1	630138	6	7
GCF_964026365.1	NZ_OZ032139.1	171990	7	7
GCF_964261745.1	NZ_OZ180035.1	3233214	1	7
GCF_964261745.1	NZ_OZ180036.1	1822652	2	7
GCF_964261745.1	NZ_OZ180039.1	1447788	3	7
GCF_964261745.1	NZ_OZ180038.1	1169233	4	7
GCF_964261745.1	NZ_OZ180040.1	892580	5	7
GCF_964261745.1	NZ_OZ180037.1	630138	6	7
GCF_964261745.1	NZ_OZ180041.1	171990	7	7
GCF_964264985.1	NZ_OZ183792.1	3585571	1	4
GCF_964264985.1	NZ_OZ183793.1	3046645	2	4
GCF_964264985.1	NZ_OZ183794.1	999322	3	4
GCF_964264985.1	NZ_OZ183795.1	168104	4	4
GCF_964264995.1	NZ_OZ183797.1	3689806	1	3
GCF_964264995.1	NZ_OZ183796.1	3601574	2	3
GCF_964264995.1	NZ_OZ183798.1	1103841	3	3
GCF_964265005.1	NZ_OZ183799.1	3689843	1	3
GCF_964265005.1	NZ_OZ183800.1	3601505	2	3
GCF_964265005.1	NZ_OZ183801.1	1103825	3	3
GCF_964265015.1	NZ_OZ183805.1	3945256	1	5
GCF_964265015.1	NZ_OZ183806.1	3495121	2	5
GCF_964265015.1	NZ_OZ183807.1	1200466	3	5
GCF_964265015.1	NZ_OZ183809.1	197214	4	5
GCF_964265015.1	NZ_OZ183808.1	170182	5	5
GCF_964265025.1	NZ_OZ183802.1	3917836	1	3
GCF_964265025.1	NZ_OZ183803.1	3486477	2	3
GCF_964265025.1	NZ_OZ183804.1	1136949	3	3
GCF_965118185.1	NZ_OZ221290.1	4117855	1	3
GCF_965118185.1	NZ_OZ221291.1	3440003	2	3
GCF_965118185.1	NZ_OZ221292.1	188005	3	3
GCF_965199385.1	NZ_OZ241166.1	3960616	1	2
GCF_965199385.1	NZ_OZ241167.1	3249516	2	2
GCF_965199395.1	NZ_OZ241168.1	3978699	1	2
GCF_965199395.1	NZ_OZ241169.1	3246938	2	2
GCF_965199405.1	NZ_OZ241171.1	3963159	1	2
GCF_965199405.1	NZ_OZ241170.1	3246053	2	2
GCF_965199425.1	NZ_OZ241174.1	3960129	1	2
GCF_965199425.1	NZ_OZ241175.1	3246872	2	2
GCF_965199435.1	NZ_OZ241176.1	3960448	1	2
GCF_965199435.1	NZ_OZ241177.1	3248534	2	2
GCF_965199445.1	NZ_OZ241178.1	3960138	1	2
GCF_965199445.1	NZ_OZ241179.1	3247000	2	2
GCF_965199455.1	NZ_OZ241180.1	3960447	1	2
GCF_965199455.1	NZ_OZ241181.1	3248530	2	2
GCF_965199515.1	NZ_OZ241213.1	3961601	1	2
GCF_965199515.1	NZ_OZ241214.1	3246993	2	2
GCF_965199545.1	NZ_OZ241211.1	3963009	1	2
GCF_965199545.1	NZ_OZ241212.1	3221484	2	2
GCF_965199625.1	NZ_OZ241209.1	3962433	1	2
GCF_965199625.1	NZ_OZ241210.1	3246650	2	2
GCF_965199835.1	NZ_OZ241393.1	4100445	1	2
GCF_965199835.1	NZ_OZ241394.1	3309517	2	2
GCF_965199925.1	NZ_OZ241391.1	4178342	1	2
GCF_965199925.1	NZ_OZ241392.1	3148392	2	2
GCF_965201125.1	NZ_OZ241753.1	4199711	1	2
GCF_965201125.1	NZ_OZ241754.1	3256226	2	2
GCF_965202565.1	NZ_OZ241825.1	4100101	1	2
GCF_965202565.1	NZ_OZ241824.1	3255975	2	2
GCF_965211575.1	NZ_OZ242940.1	3960027	1	2
GCF_965211575.1	NZ_OZ242941.1	3248827	2	2
GCF_965211595.1	NZ_OZ242944.1	3961589	1	2
GCF_965211595.1	NZ_OZ242945.1	3222411	2	2
GCF_980295165.1	NZ_OZ412831.1	3999849	1	2
GCF_980295165.1	NZ_OZ412830.1	3179731	2	2
GCF_980300355.1	NZ_OZ412839.1	3996870	1	2
GCF_980300355.1	NZ_OZ412840.1	3115442	2	2
GCF_980300905.1	NZ_OZ412842.1	4051212	1	2
GCF_980300905.1	NZ_OZ412841.1	3200896	2	2
GCF_980300945.1	NZ_OZ412844.1	4052460	1	2
GCF_980300945.1	NZ_OZ412843.1	3200795	2	2
GCF_980300965.1	NZ_OZ412845.1	4155369	1	2
GCF_980300965.1	NZ_OZ412846.1	3218131	2	2
GCF_984667665.1	NZ_OZ480169.1	3630971	1	5
GCF_984667665.1	NZ_OZ480170.1	3532587	2	5
GCF_984667665.1	NZ_OZ480171.1	1190410	3	5
GCF_984667665.1	NZ_OZ480172.1	40662	4	5
GCF_984667665.1	NZ_OZ480173.1	13701	5	5
GCF_984667675.1	NZ_OZ480166.1	3681322	1	3
GCF_984667675.1	NZ_OZ480167.1	3316512	2	3
GCF_984667675.1	NZ_OZ480168.1	1031981	3	3
GCF_984667725.1	NZ_OZ480174.1	3700756	1	3
GCF_984667725.1	NZ_OZ480175.1	3479138	2	3
GCF_984667725.1	NZ_OZ480176.1	1368847	3	3
GCF_984667835.1	NZ_OZ480193.1	3656760	1	5
GCF_984667835.1	NZ_OZ480194.1	3382556	2	5
GCF_984667835.1	NZ_OZ480195.1	1282155	3	5
GCF_984667835.1	NZ_OZ480196.1	170705	4	5
GCF_984667835.1	NZ_OZ480197.1	152473	5	5
GCF_984667895.1	NZ_OZ480182.1	3701063	1	4
GCF_984667895.1	NZ_OZ480183.1	3349714	2	4
GCF_984667895.1	NZ_OZ480184.1	1224010	3	4
GCF_984667895.1	NZ_OZ480185.1	355475	4	4
GCF_984667945.1	NZ_OZ480177.1	3676711	1	5
GCF_984667945.1	NZ_OZ480178.1	3415142	2	5
GCF_984667945.1	NZ_OZ480179.1	1232707	3	5
GCF_984667945.1	NZ_OZ480180.1	82948	4	5
GCF_984667945.1	NZ_OZ480181.1	70795	5	5
GCF_984667955.1	NZ_OZ480214.1	3614124	1	3
GCF_984667955.1	NZ_OZ480215.1	3423854	2	3
GCF_984667955.1	NZ_OZ480216.1	24407	3	3
GCF_984667975.1	NZ_OZ480186.1	3609742	1	4
GCF_984667975.1	NZ_OZ480187.1	3370433	2	4
GCF_984667975.1	NZ_OZ480188.1	1271489	3	4
GCF_984667975.1	NZ_OZ480189.1	70795	4	4
GCF_984668005.1	NZ_OZ480190.1	3790333	1	3
GCF_984668005.1	NZ_OZ480191.1	3521856	2	3
GCF_984668005.1	NZ_OZ480192.1	1175751	3	3
GCF_984668195.1	NZ_OZ480201.1	3724312	1	4
GCF_984668195.1	NZ_OZ480202.1	3390539	2	4
GCF_984668195.1	NZ_OZ480203.1	1241080	3	4
GCF_984668195.1	NZ_OZ480204.1	51331	4	4
GCF_984668265.1	NZ_OZ480208.1	3550230	1	3
GCF_984668265.1	NZ_OZ480209.1	3401831	2	3
GCF_984668265.1	NZ_OZ480210.1	1270289	3	3
GCF_984668355.1	NZ_OZ480198.1	3772722	1	3
GCF_984668355.1	NZ_OZ480199.1	3342179	2	3
GCF_984668355.1	NZ_OZ480200.1	1145148	3	3
GCF_984668395.1	NZ_OZ480205.1	3700732	1	3
GCF_984668395.1	NZ_OZ480206.1	3479142	2	3
GCF_984668395.1	NZ_OZ480207.1	1373398	3	3
GCF_984668525.1	NZ_OZ480211.1	3512147	1	3
