query	accession	organism	architecture	pC3_present	n_hits_any	n_hits_tier1	best_tier	best_pident	best_qcovs	best_bitscore	best_evalue	best_contig	best_contig_len	best_contig_rank	best_subject_len	best_start	best_end
CT354_CFFIHE_03684	GCF_003798365.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_003812365.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_003812585.1	Burkholderia multivorans	3_large	False	0	0											
CT354_CFFIHE_03684	GCF_003812965.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_003813045.1	Burkholderia dolosa	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_003966315.1	Burkholderia cenocepacia	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_004323015.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_004323035.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_004348055.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_004348075.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_004367665.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_004367685.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_004367705.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_004367725.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_004526325.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_004842085.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_005280735.1	Trinickia violacea	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_005853645.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_005862325.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_005937855.2	Burkholderia sp. KBS0801	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_006094315.1	Burkholderia cepacia ATCC 25416	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_007556815.1	Paraburkholderia megapolitana	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_007724625.1	Burkholderia contaminans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_008693485.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_008693525.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_008728255.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_008728275.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_008728295.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_008728315.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_008728335.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_008728355.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_008728375.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_009191525.1	Burkholderia contaminans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_009578005.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_009586235.1	Burkholderia cepacia	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_009730035.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_009730175.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_009730195.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_009749345.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_009755625.1	Burkholderia contaminans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_009789655.1	Paraburkholderia acidiphila	4+_large	False	0	0											
CT354_CFFIHE_03684	GCF_009789675.1	Paraburkholderia acidisoli	4+_large	False	0	0											
CT354_CFFIHE_03684	GCF_009857095.1	Burkholderia glumae AU6208	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_009931375.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_009938265.1	Burkholderia sp. THE68	4+_large	False	0	0											
CT354_CFFIHE_03684	GCF_011039955.1	Caballeronia sp. SBC2	4+_large	False	0	0											
CT354_CFFIHE_03684	GCF_011493005.1	Caballeronia sp. SBC1	4+_large	False	0	0											
CT354_CFFIHE_03684	GCF_011578485.1	Burkholderia thailandensis	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_012689525.1	Paraburkholderia aromaticivorans	3_large	False	0	0											
CT354_CFFIHE_03684	GCF_012974245.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_013122645.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_013307145.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_013307165.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_013378095.1	Paraburkholderia caribensis	3_large	False	0	0											
CT354_CFFIHE_03684	GCF_013426895.1	Paraburkholderia largidicola	4+_large	False	0	0											
CT354_CFFIHE_03684	GCF_013426915.1	Paraburkholderia sp. PGU19	4+_large	False	0	0											
CT354_CFFIHE_03684	GCF_013822785.1	Burkholderia sp. MBR-1	4+_large	True	0	0											
CT354_CFFIHE_03684	GCF_014171495.1	Paraburkholderia tropica	4+_large	False	0	0											
CT354_CFFIHE_03684	GCF_014211915.1	Burkholderia cenocepacia	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_014263355.1	Burkholderia gladioli	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_014357995.1	Burkholderia cenocepacia	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_014854795.1	Burkholderia cepacia	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_016026055.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_016027435.1	Burkholderia oklahomensis	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_016027455.1	Burkholderia humptydooensis	3_large	False	0	0											
CT354_CFFIHE_03684	GCF_016127755.1	Burkholderia ambifaria	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_016128195.1	Paraburkholderia ginsengisoli	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_016458785.1	Burkholderia ambifaria	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_016458805.1	Burkholderia anthina	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_016598875.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_016698705.1	Burkholderia gladioli	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_016774495.1	Burkholderia thailandensis	3_large	False	0	0											
CT354_CFFIHE_03684	GCF_016864355.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_016889205.1	Burkholderia dolosa	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_016899425.1	Burkholderia sp. MS389	3_large	True	1	1	1	98.6	100.0	682	0.0	NZ_CP045996.1	1180421	3	2867	588652	597255
CT354_CFFIHE_03684	GCF_016899445.1	Burkholderia sp. MS455	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_017165175.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_017165195.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_017165475.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_017165495.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_017165515.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_017165535.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_017165555.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_017220215.1	Caballeronia sp. M1242	4+_large	False	0	0											
CT354_CFFIHE_03684	GCF_017378155.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_017378195.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_017378235.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_017378275.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_017378315.2	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_017378355.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_017378435.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_017514945.1	Burkholderia anthina	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_017815595.1	Burkholderia latens	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_017815615.1	Burkholderia latens	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_017858835.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_018223765.1	Burkholderia cenocepacia	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_018223785.1	Burkholderia contaminans	4+_large	True	0	0											
CT354_CFFIHE_03684	GCF_018223805.1	Burkholderia cenocepacia	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_018228345.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_018228385.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_018228525.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_018228545.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_018228565.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_018228585.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_018228605.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_018228625.1	Burkholderia cenocepacia	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_018408855.1	Caballeronia sp. NK8	4+_large	False	0	0											
CT354_CFFIHE_03684	GCF_018417535.1	Burkholderia pyrrocinia	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_018771365.1	Burkholderia pseudomallei	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_019428685.1	Paraburkholderia edwinii	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_019915365.1	Burkholderia contaminans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_019930785.1	Burkholderia dolosa	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_020099355.1	Burkholderia vietnamiensis	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_020544345.1	Paraburkholderia caribensis	3_large	False	0	0											
CT354_CFFIHE_03684	GCF_020736245.1	Burkholderia dolosa	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_020843905.1	Burkholderia ambifaria	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_020843925.1	Burkholderia ambifaria	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_020843945.1	Burkholderia sp. B21-007	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_020843965.1	Burkholderia sp. B21-005	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_020843985.1	Burkholderia ambifaria	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_020885575.1	Paraburkholderia terrae	4+_large	False	0	0											
CT354_CFFIHE_03684	GCF_021344035.2	Burkholderia cepacia	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_021484945.1	Burkholderia cepacia	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_021535065.1	Burkholderia cenocepacia	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_021899435.1	Burkholderia aenigmatica	4+_large	True	0	0											
CT354_CFFIHE_03684	GCF_022213445.1	Burkholderia vietnamiensis	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_022533485.1	Burkholderia contaminans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_022809715.1	Burkholderia pyrrocinia	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_022879575.1	Caballeronia sp. SL2Y3	4+_large	False	0	0											
CT354_CFFIHE_03684	GCF_022879595.1	Caballeronia sp. Lep1P3	4+_large	False	0	0											
CT354_CFFIHE_03684	GCF_022879615.1	Caballeronia grimmiae	4+_large	False	0	0											
CT354_CFFIHE_03684	GCF_022879815.1	Caballeronia zhejiangensis	4+_large	False	0	0											
CT354_CFFIHE_03684	GCF_023053515.1	Burkholderia cepacia	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023169865.1	Paraburkholderia terrae	4+_large	False	0	0											
CT354_CFFIHE_03684	GCF_023170545.1	Caballeronia sp. Sq4a	4+_large	False	0	0											
CT354_CFFIHE_03684	GCF_023373625.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023373645.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023373665.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023373685.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023373725.1	Burkholderia vietnamiensis	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374315.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374335.1	Burkholderia cenocepacia	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374355.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374375.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374395.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374415.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374435.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374455.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374475.1	Burkholderia cepacia	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_023374495.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374515.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374535.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374575.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374595.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374615.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374635.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374655.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374675.1	Burkholderia cepacia	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374695.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374715.1	Burkholderia cepacia	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374735.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374755.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374775.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374795.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374815.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374835.1	Burkholderia cenocepacia	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374855.1	Burkholderia cenocepacia	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374875.1	Burkholderia multivorans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_023374895.1	Burkholderia multivorans	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_023658595.1	Burkholderia gladioli	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024022955.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024072595.1	Paraburkholderia fungorum	3_large	False	0	0											
CT354_CFFIHE_03684	GCF_024072715.1	Paraburkholderia fungorum	3_large	False	0	0											
CT354_CFFIHE_03684	GCF_024123895.1	Paraburkholderia fungorum	3_large	False	0	0											
CT354_CFFIHE_03684	GCF_024381035.2	Burkholderia arboris	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_024600575.1	Burkholderia cepacia	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_024661975.1	Burkholderia contaminans	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_024662395.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024662415.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024662435.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024662455.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024662475.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024662615.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024662735.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024662895.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024663015.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024663135.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024663255.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024663375.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024663615.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024663775.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024663895.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024663975.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024663995.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024664015.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024664035.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024664055.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024664075.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024664095.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024664115.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024664135.1	Burkholderia glumae	3_large	False	0	0											
CT354_CFFIHE_03684	GCF_024664155.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024664175.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024664195.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024664215.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024664235.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024664255.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024664275.1	Burkholderia glumae	1_large	False	0	0											
CT354_CFFIHE_03684	GCF_024730645.1	Burkholderia sp. EMB26	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_024732225.1	Burkholderia pyrrocinia	3_large	True	0	0											
CT354_CFFIHE_03684	GCF_024760585.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024760605.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024760625.1	Burkholderia glumae	2_large	False	0	0											
CT354_CFFIHE_03684	GCF_024760645.1	Burkholderia glumae	1_large	False	0	0											
