accession	contig	size_rank	length	cds	ribosomal_proteins	core_markers	n_core_markers	replicon_type
GCF_000828875.1	NZ_AP014580.1	5	495745	481	0		0	secondary_large
GCF_000828875.1	NZ_AP014581.1	6	194177	195	0		0	small_plasmid
GCF_000835205.1	NZ_CP002580.1	1	4163767	3597	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000835205.1	NZ_CP002581.1	2	3732771	3035	2	ftsZ	1	secondary_large
GCF_000953095.1	NZ_LK936442.1	1	4044293	3451	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000953095.1	NZ_LK936443.1	2	3117372	2391	1		0	secondary_large
GCF_000954175.1	NZ_CP010973.1	1	4006427	3425	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000954175.1	NZ_CP010974.1	2	3039355	2359	1		0	secondary_large
GCF_000959125.1	NZ_CP004379.1	1	4092218	3527	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959125.1	NZ_CP004380.1	2	3145454	2423	1		0	secondary_large
GCF_000959145.1	NZ_CP009298.1	1	4055060	3456	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959145.1	NZ_CP009297.1	2	3216446	2470	1		0	secondary_large
GCF_000959165.1	NZ_CP009337.1	1	3458247	3071	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959165.1	NZ_CP009338.1	2	2284094	1854	0		0	secondary_large
GCF_000959185.1	NZ_CP009474.1	1	4021787	3425	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959185.1	NZ_CP009473.1	2	3108026	2429	1		0	secondary_large
GCF_000959205.1	NZ_CP009485.1	1	4088931	3517	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959205.1	NZ_CP009484.1	2	3267445	2552	1		0	secondary_large
GCF_000959225.1	NZ_CP009478.1	1	4240604	3693	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959225.1	NZ_CP009477.1	2	3205965	2491	1		0	secondary_large
GCF_000959245.1	NZ_CP009488.1	1	3546310	3228	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959245.1	NZ_CP009486.1	2	2722556	2355	2		0	secondary_large
GCF_000959245.1	NZ_CP009487.1	3	920205	675	0		0	secondary_large
GCF_000959265.1	NZ_CP009535.1	1	4121652	3498	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959265.1	NZ_CP009536.1	2	3260260	2525	1		0	secondary_large
GCF_000959285.1	NZ_CP009538.1	1	4074547	3474	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959285.1	NZ_CP009537.1	2	3173067	2457	1		0	secondary_large
GCF_000959305.1	NZ_CP009545.1	1	3915257	3319	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959305.1	NZ_CP009546.1	2	3127457	2461	1		0	secondary_large
GCF_000959325.1	NZ_CP009549.1	1	4067533	3601	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959325.1	NZ_CP009548.1	2	2913181	2456	1		0	secondary_large
GCF_000959325.1	NZ_CP009547.1	3	305110	271	0		0	secondary_large
GCF_000959345.1	NZ_CP009551.1	1	4185347	3545	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959345.1	NZ_CP009550.1	2	3190204	2478	1		0	secondary_large
GCF_000959365.1	NZ_CP009555.1	1	4132035	3603	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959365.1	NZ_CP009556.1	2	3002987	2485	1		0	secondary_large
GCF_000959405.1	NZ_CP009587.1	1	3559874	3152	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959405.1	NZ_CP009588.1	2	2353260	1924	1		0	secondary_large
GCF_000959425.1	NZ_CP009601.1	1	3808029	3280	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959425.1	NZ_CP009602.1	2	2914772	2365	1		0	secondary_large
GCF_000959445.1	NZ_CP009631.1	1	3317416	2994	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959445.1	NZ_CP009630.1	2	2262093	1926	1		0	secondary_large
GCF_000959445.1	NZ_CP009632.1	3	1248367	1077	0		0	secondary_large
GCF_000959445.1	NZ_CP009629.1	4	102620	111	0		0	small_plasmid
GCF_000959465.1	NZ_CP009642.1	1	3560434	3136	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959465.1	NZ_CP009643.1	2	2126012	1766	1		0	secondary_large
GCF_000959485.1	NZ_CP009707.1	1	3550623	3133	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959485.1	NZ_CP009708.1	2	1858539	1564	1		0	secondary_large
GCF_000959505.1	NZ_CP009795.1	1	3406596	3096	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959505.1	NZ_CP009793.1	2	2168075	1875	1		0	secondary_large
GCF_000959505.1	NZ_CP009794.1	3	834424	689	0		0	secondary_large
GCF_000959525.1	NZ_CP009832.1	1	3428264	3137	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959525.1	NZ_CP009831.1	2	2344193	1991	1		0	secondary_large
GCF_000959525.1	NZ_CP009830.1	3	550289	477	1		0	secondary_large
GCF_000959545.1	NZ_CP009798.1	1	3556555	3209	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959545.1	NZ_CP009799.1	2	2646970	2333	1		0	secondary_large
GCF_000959545.1	NZ_CP009800.1	3	1281472	1016	1		0	secondary_large
GCF_000959545.1	NZ_CP009797.1	4	43581	47	0		0	small_plasmid
GCF_000959605.1	NZ_CP010017.1	1	3896053	3468	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959605.1	NZ_CP010018.1	2	2897757	2362	1		0	secondary_large
GCF_000959605.1	NZ_CP010016.1	3	326388	289	2		0	secondary_large
GCF_000959625.1	NZ_CP010065.1	1	3542936	3118	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000959625.1	NZ_CP010066.1	2	2237503	1826	1		0	secondary_large
GCF_000959725.1	NZ_CP009323.1	1	4668573	4075	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1_fused
GCF_000959725.1	NZ_CP009322.1	2	3927513	3139	2		0	secondary_large
GCF_000959725.1	NZ_CP009321.1	3	213090	203	0	ftsZ	1	small_plasmid
GCF_000959725.1	NZ_CP009320.1	4	63573	59	0		0	small_plasmid
GCF_000959725.1	NZ_CP009319.1	5	26710	31	0		0	small_plasmid
GCF_000960995.1	NZ_CP009435.1	1	3659771	3282	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000960995.1	NZ_CP009434.1	2	2820414	2259	1		0	secondary_large
GCF_000960995.1	NZ_CP009433.1	3	196020	166	0		0	small_plasmid
GCF_000960995.1	NZ_CP009432.1	4	144522	159	0		0	small_plasmid
GCF_000961515.1	NZ_CP010026.1	1	4463161	3937	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_000961515.1	NZ_CP010027.1	2	3508455	3111	1		0	secondary_large
GCF_000961515.1	NZ_CP010025.1	3	650149	671	0		0	secondary_large
GCF_000961515.1	NZ_CP010024.1	4	437218	457	0		0	secondary_large
GCF_000974835.2	NZ_CP011301.1	1	6419376	5668	54	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1_fused
GCF_001028665.1	NZ_CP011503.1	1	3584103	3224	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001028665.1	NZ_CP011504.1	2	3214754	2829	2		0	secondary_large
GCF_001028665.1	NZ_CP011505.1	3	1049005	895	0		0	secondary_large
GCF_001028665.1	NZ_CP011506.1	4	113484	106	0		0	small_plasmid
GCF_001029145.1	NZ_CP009743.1	1	3522585	3098	12		0	secondary_large
GCF_001029145.1	NZ_CP009744.1	2	3358952	3056	42	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001029145.1	NZ_CP009745.1	3	1627712	1421	0		0	secondary_large
GCF_001277875.1	NZ_CP012515.1	1	4038504	3452	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001277875.1	NZ_CP012516.1	2	3228004	2533	1		0	secondary_large
GCF_001277895.1	NZ_CP012517.1	1	4038845	3455	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001277895.1	NZ_CP012518.1	2	3227965	2531	1		0	secondary_large
GCF_001277975.1	NZ_CP012576.1	1	4028032	3444	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001277975.1	NZ_CP012577.1	2	3156645	2478	1		0	secondary_large
GCF_001293045.1	NZ_CP012192.1	1	4081670	3563	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001293045.1	NZ_CP012193.1	2	3124497	2772	1		0	secondary_large
GCF_001318245.1	NZ_CP012041.1	1	4112209	3552	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001318245.1	NZ_CP012042.1	2	3147816	2451	1		0	secondary_large
GCF_001411495.1	NZ_CP012981.1	1	3791734	3502	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001411495.1	NZ_CP012982.1	2	3408190	3041	1		0	secondary_large
GCF_001411495.1	NZ_CP012983.1	3	1196214	1044	1		0	secondary_large
GCF_001411495.1	NZ_CP012984.1	4	209807	186	0		0	small_plasmid
GCF_001411805.1	NZ_CP007212.1	1	4140040	3586	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001411805.1	NZ_CP007213.1	2	3743649	3044	2	ftsZ	1	secondary_large
GCF_001411805.1	NZ_CP007214.1	3	197362	168	0		0	small_plasmid
GCF_001449005.1	NZ_CP013102.1	1	3688127	3231	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001449005.1	NZ_CP013103.1	2	2890272	2605	2		0	secondary_large
GCF_001449005.1	NZ_CP013104.1	3	2011268	1806	0		0	secondary_large
GCF_001449005.1	NZ_CP013105.1	4	442452	370	0		0	secondary_large
GCF_001484665.1	NZ_CP011917.1	1	3822749	3512	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001484665.1	NZ_CP011918.1	2	3086109	2751	1		0	secondary_large
GCF_001484665.1	NZ_CP011919.1	3	989585	867	1		0	secondary_large
GCF_001484665.1	NZ_CP011920.1	4	191945	190	0		0	small_plasmid
GCF_001513745.1	NZ_CP013380.1	1	4069152	3598	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001513745.1	NZ_CP013382.1	2	2913543	2452	1		0	secondary_large
GCF_001513745.1	NZ_CP013381.1	3	305114	270	0		0	secondary_large
GCF_001522105.2	NZ_CP013357.1	1	4192894	3682	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001522105.2	NZ_CP013356.1	2	3126684	2620	1		0	secondary_large
GCF_001522135.2	NZ_CP013358.1	1	4131753	3602	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001522135.2	NZ_CP013359.1	2	3003039	2486	1		0	secondary_large
GCF_001522585.2	NZ_CP013373.1	1	3427375	3114	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001522585.2	NZ_CP013372.1	2	2801147	2471	1		0	secondary_large
GCF_001522585.2	NZ_CP013374.1	3	851421	731	0		0	secondary_large
GCF_001522635.2	NZ_CP013389.1	1	4439942	3966	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001522635.2	NZ_CP013388.1	2	2917588	2404	1		0	secondary_large
GCF_001523745.2	NZ_CP013386.1	1	3838800	3373	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001523745.2	NZ_CP013387.1	2	2752114	2301	2		0	secondary_large
GCF_001523915.2	NZ_CP013384.1	1	3445340	3124	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001523915.2	NZ_CP013383.1	2	2709855	2425	1		0	secondary_large
GCF_001523915.2	NZ_CP013385.1	3	974331	855	0		0	secondary_large
GCF_001524445.2	NZ_CP013417.1	1	4228278	3761	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001524445.2	NZ_CP013418.1	2	2824254	2313	1		0	secondary_large
GCF_001524445.2	NZ_CP013419.1	3	375023	346	0		0	secondary_large
GCF_001524625.2	NZ_CP013424.1	1	4077888	3546	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001524625.2	NZ_CP013425.1	2	2934072	2414	1		0	secondary_large
GCF_001524625.2	NZ_CP013423.1	3	69213	82	0		0	small_plasmid
GCF_001524645.2	NZ_CP013427.1	1	3467548	3134	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001524645.2	NZ_CP013428.1	2	2473077	2173	1		0	secondary_large
GCF_001524645.2	NZ_CP013429.1	3	1059546	914	0		0	secondary_large
GCF_001524645.2	NZ_CP013426.1	4	249331	195	0		0	small_plasmid
GCF_001532025.2	NZ_CP013457.1	1	4081657	3547	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001532025.2	NZ_CP013458.1	2	2832141	2314	2		0	secondary_large
GCF_001557535.2	NZ_CP014306.1	1	3397021	3091	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001557535.2	NZ_CP014315.1	2	1623425	1508	0		0	secondary_large
GCF_001557535.2	NZ_CP014307.1	3	1611937	1487	0		0	secondary_large
GCF_001557535.2	NZ_CP014309.1	4	793876	772	0		0	secondary_large
GCF_001557535.2	NZ_CP014308.1	5	793818	784	0		0	secondary_large
GCF_001557535.2	NZ_CP014310.1	6	601076	621	0		0	secondary_large
GCF_001557535.2	NZ_CP014311.1	7	184640	189	0		0	small_plasmid
GCF_001557535.2	NZ_CP014312.1	8	49551	52	0		0	small_plasmid
GCF_001577465.1	NZ_CP014505.1	1	3260450	3064	51	ftsZ;gyrB;recA;rpoB;rpoC	5	chromosome1
GCF_001577465.1	NZ_CP014506.1	2	1696029	1552	0		0	secondary_large
GCF_001577465.1	NZ_CP014507.1	3	1495500	1398	0		0	secondary_large
GCF_001577465.1	NZ_CP014508.1	4	286935	273	0		0	small_plasmid
GCF_001577465.1	NZ_CP014509.1	5	62715	61	0		0	small_plasmid
GCF_001577465.1	NZ_CP014510.1	6	52585	55	0		0	small_plasmid
GCF_001577465.1	NZ_CP014511.1	7	20973	24	0		0	small_plasmid
GCF_001577465.1	NZ_CP014512.1	8	6086	10	0		0	small_plasmid
GCF_001606115.1	NZ_CP015033.1	1	3526250	3185	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001606115.1	NZ_CP015034.1	2	3107451	2731	1		0	secondary_large
GCF_001606115.1	NZ_CP015035.1	3	1271875	1107	0		0	secondary_large
GCF_001606115.1	NZ_CP015032.1	4	244120	229	0		0	small_plasmid
GCF_001606135.1	NZ_CP015036.1	1	7459003	6817	54	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1_fused
GCF_001606135.1	NZ_CP015037.1	2	1072666	954	0		0	secondary_large
GCF_001606135.1	NZ_CP015038.1	3	199812	192	0		0	small_plasmid
GCF_001611015.1	NZ_CP013347.1	1	3694000	3245	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001611015.1	NZ_CP013348.1	2	3049409	2755	1		0	secondary_large
GCF_001611015.1	NZ_CP013349.1	3	2576584	2295	0		0	secondary_large
GCF_001634365.1	NZ_CP014578.1	1	4646070	4151	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1_fused
GCF_001634365.1	NZ_CP014579.1	2	3497621	3150	1		0	secondary_large
GCF_001634365.1	NZ_CP014580.1	3	271008	291	0		0	small_plasmid
GCF_001634365.1	NZ_CP014581.1	4	137323	159	0		0	small_plasmid
GCF_001634365.1	NZ_CP014582.1	5	22868	31	0		0	small_plasmid
GCF_001695715.1	NZ_CP016638.1	1	4061776	3466	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001695715.1	NZ_CP016639.1	2	3256300	2542	1		0	secondary_large
GCF_001695735.1	NZ_CP016636.1	1	4059297	3488	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001695735.1	NZ_CP016637.1	2	3254339	2563	1		0	secondary_large
GCF_001718295.1	NZ_CP013360.1	1	3762719	3306	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718295.1	NZ_CP013361.1	2	2966282	2392	2		0	secondary_large
GCF_001718315.1	NZ_CP013362.1	1	3333368	3037	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718315.1	NZ_CP013363.1	2	2619120	2304	2		0	secondary_large
GCF_001718315.1	NZ_CP013364.1	3	905345	767	0		0	secondary_large
GCF_001718335.1	NZ_CP013366.1	1	3421021	3061	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718335.1	NZ_CP013365.1	2	2466714	2176	1		0	secondary_large
GCF_001718335.1	NZ_CP013367.1	3	1014635	836	0		0	secondary_large
GCF_001718355.1	NZ_CP013370.1	1	3724327	3401	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718355.1	NZ_CP013371.1	2	3052802	2658	2		0	secondary_large
GCF_001718355.1	NZ_CP013368.1	3	925790	718	0		0	secondary_large
GCF_001718355.1	NZ_CP013369.1	4	258679	214	0		0	small_plasmid
GCF_001718395.1	NZ_CP013375.1	1	3728457	3353	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718395.1	NZ_CP013376.1	2	3608925	3122	1		0	secondary_large
GCF_001718415.1	NZ_CP013378.1	1	4849929	4317	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1_fused
GCF_001718415.1	NZ_CP013377.1	2	2995708	2623	1		0	secondary_large
GCF_001718415.1	NZ_CP013379.1	3	111152	97	0		0	small_plasmid
GCF_001718495.1	NZ_CP013393.1	1	3257130	2936	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718495.1	NZ_CP013394.1	2	2428798	2020	1		0	secondary_large
GCF_001718495.1	NZ_CP013395.1	3	1129355	943	0		0	secondary_large
GCF_001718515.1	NZ_CP013397.1	1	3461321	3137	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718515.1	NZ_CP013396.1	2	2869430	2488	1		0	secondary_large
GCF_001718535.1	NZ_CP013398.1	1	3505262	3143	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718535.1	NZ_CP013400.1	2	3050136	2709	2		0	secondary_large
GCF_001718535.1	NZ_CP013399.1	3	1093546	956	0		0	secondary_large
GCF_001718555.1	NZ_CP013401.1	1	3556612	3177	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718555.1	NZ_CP013403.1	2	2967116	2574	2		0	secondary_large
GCF_001718555.1	NZ_CP013402.1	3	900512	765	0		0	secondary_large
GCF_001718575.1	NZ_CP013404.1	1	3756401	3384	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718575.1	NZ_CP013406.1	2	3386917	3042	2		0	secondary_large
GCF_001718575.1	NZ_CP013405.1	3	1211521	1006	0		0	secondary_large
GCF_001718595.1	NZ_CP013407.1	1	3917337	3485	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718595.1	NZ_CP013408.1	2	2822193	2251	1		0	secondary_large
GCF_001718615.1	NZ_CP013409.1	1	3827782	3313	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718615.1	NZ_CP013410.1	2	2940149	2349	1		0	secondary_large
GCF_001718635.1	NZ_CP013411.1	1	3897156	3467	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718635.1	NZ_CP013413.1	2	2895326	2367	1		0	secondary_large
GCF_001718635.1	NZ_CP013412.1	3	157775	146	0		0	small_plasmid
GCF_001718655.1	NZ_CP013414.1	1	3935154	3646	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718655.1	NZ_CP013416.1	2	3000610	2688	2		0	secondary_large
GCF_001718655.1	NZ_CP013415.1	3	299296	294	0		0	small_plasmid
GCF_001718695.1	NZ_CP013420.1	1	3268347	2974	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718695.1	NZ_CP013422.1	2	2186651	1888	1		0	secondary_large
GCF_001718695.1	NZ_CP013421.1	3	1229847	1075	0		0	secondary_large
GCF_001718755.1	NZ_CP013430.1	1	3525707	3267	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718755.1	NZ_CP013431.1	2	2533520	2152	1		0	secondary_large
GCF_001718755.1	NZ_CP013432.1	3	561709	480	1		0	secondary_large
GCF_001718775.1	NZ_CP013433.1	1	5577538	4995	54	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1_fused
GCF_001718775.1	NZ_CP013434.1	2	1257529	1077	0		0	secondary_large
GCF_001718795.1	NZ_CP013435.1	1	3331737	3061	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718795.1	NZ_CP013438.1	2	2339576	2009	1		0	secondary_large
GCF_001718795.1	NZ_CP013437.1	3	897684	761	0		0	secondary_large
GCF_001718795.1	NZ_CP013436.1	4	45481	54	0		0	small_plasmid
GCF_001718815.1	NZ_CP013439.1	1	3308896	2983	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718815.1	NZ_CP013440.1	2	2215292	1880	1		0	secondary_large
GCF_001718815.1	NZ_CP013441.1	3	1240344	1068	0		0	secondary_large
GCF_001718835.1	NZ_CP013443.1	1	3750729	3431	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718835.1	NZ_CP013444.1	2	3417004	2955	1		0	secondary_large
GCF_001718835.1	NZ_CP013442.1	3	835898	658	0		0	secondary_large
GCF_001718855.1	NZ_CP013446.1	1	3756926	3411	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718855.1	NZ_CP013447.1	2	3435939	2943	1		0	secondary_large
GCF_001718855.1	NZ_CP013445.1	3	835894	653	0		0	secondary_large
GCF_001718875.1	NZ_CP013448.1	1	3663220	3121	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718875.1	NZ_CP013449.1	2	2042468	1600	1		0	secondary_large
GCF_001718895.1	NZ_CP013450.1	1	3588848	3265	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718895.1	NZ_CP013452.1	2	3069864	2731	1		0	secondary_large
GCF_001718895.1	NZ_CP013451.1	3	1121886	967	1		0	secondary_large
GCF_001718915.1	NZ_CP013453.1	1	3322910	3020	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718915.1	NZ_CP013455.1	2	2229737	1888	1		0	secondary_large
GCF_001718915.1	NZ_CP013456.1	3	1210488	1020	0		0	secondary_large
GCF_001718915.1	NZ_CP013454.1	4	128579	142	0		0	small_plasmid
GCF_001718955.1	NZ_CP013459.1	1	3703595	3316	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718955.1	NZ_CP013461.1	2	3001569	2552	2		0	secondary_large
GCF_001718955.1	NZ_CP013460.1	3	878643	736	0		0	secondary_large
GCF_001718975.1	NZ_CP013463.1	1	3531036	3198	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718975.1	NZ_CP013464.1	2	3094056	2731	2		0	secondary_large
GCF_001718975.1	NZ_CP013465.1	3	824232	655	0		0	secondary_large
GCF_001718975.1	NZ_CP013462.1	4	14087	19	0		0	small_plasmid
GCF_001718995.1	NZ_CP013467.1	1	3451669	3113	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001718995.1	NZ_CP013466.1	2	2493865	2126	1		0	secondary_large
GCF_001718995.1	NZ_CP013468.1	3	899828	812	1		0	secondary_large
GCF_001729545.1	NZ_CP017175.1	1	3553991	3125	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001729545.1	NZ_CP017176.1	2	2226175	1802	1		0	secondary_large
GCF_001742165.1	NZ_CP016442.1	1	3886092	3623	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001742165.1	NZ_CP016443.1	2	3318880	2955	1		0	secondary_large
GCF_001742165.1	NZ_CP016444.1	3	1322975	1137	0		0	secondary_large
GCF_001865575.2	NZ_CP017561.2	1	3645992	3280	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001865575.2	NZ_CP017562.2	2	2641336	2376	1		0	secondary_large
GCF_001865575.2	NZ_CP017563.2	3	974091	844	0		0	secondary_large
GCF_001865575.2	NZ_CP017565.2	4	487801	499	0		0	secondary_large
GCF_001865575.2	NZ_CP017564.2	5	90987	116	0		0	small_plasmid
GCF_001885195.1	NZ_CP018054.1	1	4090973	3487	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001885195.1	NZ_CP018055.1	2	3190235	2475	1		0	secondary_large
GCF_001887555.1	NZ_CP016909.1	1	4054259	3494	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001887555.1	NZ_CP016910.1	2	3236690	2499	1		0	secondary_large
GCF_001887575.1	NZ_CP016911.1	1	4054192	3496	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_001887575.1	NZ_CP016912.1	2	3236690	2503	1		0	secondary_large
