gene_set	family	cog_id	cog_categories	kos	n_members	n_genomes	genomes	product
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06126				3	3	GCF_016899425.1;GCF_905400185.1;MF6	hypothetical protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06127				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Transcriptional regulator, AraC family
pC3_clade_core/genus_derived	GCF_016899425.1|KEDGBJ_06128	COG2220	G	13985	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Metallo-beta-lactamase domain-containing protein
pC3_clade_core/genus_derived	GCF_016899425.1|KEDGBJ_06129	COG1309	K	19736	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Transcriptional regulator, TetR family
pC3_clade_core/genus_derived	GCF_016899425.1|KEDGBJ_06130				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Flavodoxin/nitric oxide synthase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06131				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF2889 domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06133	COG0697	GER		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	EamA domain-containing protein
pC3_clade_core/genus_derived	GCF_016899425.1|KEDGBJ_06134	COG3585	H	02019	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Molybdenum-pterin binding protein
pC3_clade_core/genus_derived	GCF_016899425.1|KEDGBJ_06135	COG1538	M		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	RND transporter
pC3_clade_core/genus_derived	GCF_016899425.1|KEDGBJ_06136				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Membrane fusion protein biotin-lipoyl like domain-containing protein
pC3_clade_core/genus_derived	GCF_016899425.1|KEDGBJ_06137			21695	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF1656 domain-containing protein
pC3_clade_core/genus_derived	GCF_016899425.1|KEDGBJ_06138	COG1289	S		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	p-hydroxybenzoic acid efflux pump subunit AaeB
pC3_clade_core/genus_derived	GCF_016899425.1|KEDGBJ_06139				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	MarR family regulatory protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06140				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Transcriptional regulator, GntR family with aminotransferase domain
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06141				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	hydroxyectoine utilization dehydratase EutB
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06142				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	cyclodeaminase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06143			15783	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	ectoine hydrolase DoeA
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06144				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	N(2)-acetyl-L-2,4-diaminobutanoate deacetylase DoeB
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06145			15782	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Transcriptional regulator, LRP family
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06146				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	NADP-dependent succinate-semialdehyde dehydrogenase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06147			15785	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Aspartate aminotransferase family protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06148				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	MBL fold metallo-hydrolase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06149			03762	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Amino acid transporter
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06150	COG5470	S		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF1330 domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06151	COG2376	G		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Dihydroxyacetone kinase subunit DhaK
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06152				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Sigma-54 dependent transcriptional regulator
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06153				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	FMN reductase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06154	COG2141	HR	17228	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	dimethylsulfone monooxygenase SfnG
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06156	COG0583	K		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	LysR family transcriptional regulator
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06157	COG0583	K	03566	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	HTH lysR-type domain-containing protein
pC3_clade_core/genus_derived	GCF_016899425.1|KEDGBJ_06160	COG0683	E		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Leucine-binding protein domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06161				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	EamA domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06162				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Transcriptional regulator, LysR family
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06163				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Nitroreductase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06164				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	sodium:proline symporter
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06165			03285	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Porin Gram-negative type
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06166	COG1132	V		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	ABC efflux pump, ATPase subunit
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06167	COG1309	K		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	HTH-type transcriptional repressor NemR
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06168	COG1764	V	04063	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Organic hydroperoxide resistance protein
pC3_clade_core/genus_derived	GCF_016899425.1|KEDGBJ_06170	COG1380	R		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	LrgA family protein
pC3_clade_core/genus_derived	GCF_016899425.1|KEDGBJ_06171	COG1346	M		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	LrgB family protein
pC3_clade_core/genus_derived	GCF_016899425.1|KEDGBJ_06172				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF4148 domain-containing protein
pC3_clade_core/genus_derived	GCF_016899425.1|KEDGBJ_06173	COG0655	C		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	NAD(P)H:quinone oxidoreductase
pC3_clade_core/genus_derived	GCF_016899425.1|KEDGBJ_06174				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Pirin
pC3_clade_core/genus_derived	GCF_016899425.1|KEDGBJ_06175	COG0583	K	16135	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	HTH lysR-type domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06176	COG3177	K		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Fido domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06177				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF1311 domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06179	COG0524	G	00852	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	ribokinase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06180	COG2271	G		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	MFS transporter
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06181	COG0329	EM		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Dihydrodipicolinate synthase family protein
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06182				2	2	GCF_016899425.1;MF6	hypothetical protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06183	COG2259	S		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DoxX family protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06184				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	dTDP-4-dehydrorhamnose reductase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06185	COG0834	ET		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	ABC transporter substrate-binding protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06186	COG4215	E	10020	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	ABC transporter permease subunit
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06187	COG4160	E	10019	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Octopine transport system permease protein OccM
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06188	COG4598	E		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Amino acid ABC transporter ATP-binding protein (PAAT family)
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06189	COG2986	E	01745	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Histidine ammonia-lyase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06190			05836	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	histidine utilization repressor
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06191			00986	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	RNA-directed DNA polymerase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06192	COG2916	B		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Histone
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06194	COG0675	X		10	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Transposase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06195				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Sugar ABC transporter ATPase
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06196	COG0596	HR		3	3	GCF_016899425.1;GCF_905400185.1;MF6	PEP-utilising enzyme mobile domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06197	COG2186	K		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GntR family transcriptional regulator
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06198				3	3	GCF_016899425.1;GCF_905400185.1;MF6	Transposase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06199	COG0683	E		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	ABC-type branched-chain amino acid transport system periplasmic component
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06200	COG0559	E		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	High-affinity branched-chain amino acid transport system permease protein LivH
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06201	COG4177	E		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Amino-acid transport system component
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06202	COG0411	E		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Amino acid/amide ABC transporter ATP-binding protein 1, HAAT family
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06203	COG0410	E		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	ABC transporter ATP-binding protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06204	COG0624	E		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	N-carbamoyl-L-amino-acid hydrolase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06205	COG5476	R		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Microcystinase C
pC3_clade_core/genus_derived	GCF_016899425.1|KEDGBJ_06206	COG3391	R		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Lactonase
pC3_clade_core/genus_derived	GCF_016899425.1|KEDGBJ_06207				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	hypothetical protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06208				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Chemotaxis protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06209	COG0596	HR		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Alpha/beta hydrolase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06210				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF4034 domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06211				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF1266 domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06212				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Cytoplasmic protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06213				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	class C beta-lactamase
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06214				3	3	GCF_016899425.1;GCF_905400185.1;MF6	hypothetical protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06215				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF4148 domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06216	COG0667	HR		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Aldo/keto reductase
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06217				3	3	GCF_016899425.1;GCF_905400185.1;MF6	SRPBCC family protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06219				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Histidine ABC transporter, periplasmic histidine-binding protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06220			24954	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Pyridine nucleotide-disulphide oxidoreductase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06221				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	NAD(FAD)-dependent dehydrogenase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06222			24955	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	FAD-dependent oxidoreductase
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06224	COG1657	I	06045	3	3	GCF_016899425.1;GCF_905400185.1;MF6	squalene--hopene cyclase
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06225				3	3	GCF_016899425.1;GCF_905400185.1;MF6	TetR family transcriptional regulator
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06226				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Flavoprotein WrbA
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06227	COG0583	K		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	LysR family transcriptional regulator
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06228				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	LysR family transcriptional regulator
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06229				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Sugar ABC transporter
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06230				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	5-carboxymethyl-2-hydroxymuconate isomerase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06231				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Beta-lactamase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06232	COG0840	T		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Chemotaxis protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06233				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF3224 domain-containing protein
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06234				3	3	GCF_016899425.1;GCF_905400185.1;MF6	Acetoacetate decarboxylase
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06235				3	3	GCF_016899425.1;GCF_905400185.1;MF6	Saccharopine dehydrogenase (NAD(+), L-glutamate-forming)
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06236				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	LysR family transcriptional regulator
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06237			01118	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	FMN dependent NADH:quinone oxidoreductase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06238	COG1280	E	05835	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Amino acid transporter
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06239			03566	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	LysR family regulatory protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06240				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Cupin type-2 domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06241	COG2916	B		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DNA-binding protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06242				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Endoribonuclease L-PSP/chorismate mutase-like domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06244				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Bacteriophage protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06245				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Transcriptional regulator
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06246				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Molecular chaperone DnaJ
pC3_clade_core/genus_derived	GCF_016899425.1|KEDGBJ_06247	COG1638	G		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Solute-binding protein Bamb_6123
pC3_clade_core/genus_derived	GCF_016899425.1|KEDGBJ_06248				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	TRAP transporter small permease
pC3_clade_core/genus_derived	GCF_016899425.1|KEDGBJ_06249	COG1593	G		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	TRAP transporter large permease protein
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06250				3	3	GCF_016899425.1;GCF_905400185.1;MF6	6-phosphogluconolactonase
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06251				3	3	GCF_016899425.1;GCF_905400185.1;MF6	Methyl-accepting chemotaxis sensory transducer
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06252				3	3	GCF_016899425.1;GCF_905400185.1;MF6	hypothetical protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06253				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	FAD dependent oxidoreductase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06254				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Permease
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06255	COG0842	V		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	ABC transmembrane type-2 domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06256				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	ABC transporter ATP-binding protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06257	COG2175	Q		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	TauD/TfdA-like domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06258	COG2226	HJ		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06260	COG1960	I		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Acyl-CoA dehydrogenase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06261				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	3-oxoacyl-[acyl-carrier-protein] synthase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06265	COG0332	I		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Beta-ketoacyl-[acyl-carrier-protein] synthase III N-terminal domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06266				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Ferritin-like domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06267				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	hypothetical protein
