accession	contig	length	secondary_rank	n_orthogroups	c3_content	c2_content	c3_score	replicon_class	is_c3
GCF_052855985.1	NZ_CP193457.1	3122619	1	1391	0.0447	0.2518	-0.2071	other_megaplasmid	False
GCF_052856205.1	NZ_CP193460.1	3118003	1	1387	0.0447	0.2512	-0.2065	other_megaplasmid	False
GCF_052857015.1	NZ_CP193461.1	3120946	1	1389	0.0447	0.2515	-0.2068	other_megaplasmid	False
GCF_052857225.1	NZ_CP193464.1	3171656	1	1393	0.0434	0.2523	-0.2089	other_megaplasmid	False
GCF_052857935.1	NZ_CP193465.1	3149901	1	1382	0.0421	0.2521	-0.2099	other_megaplasmid	False
GCF_052858145.1	NZ_CP193467.1	3150400	1	1383	0.0421	0.2521	-0.2099	other_megaplasmid	False
GCF_052858685.1	NZ_CP193469.1	3183232	1	1382	0.0421	0.2518	-0.2096	other_megaplasmid	False
GCF_052858755.1	NZ_CP193472.1	3114344	1	1382	0.0421	0.2518	-0.2096	other_megaplasmid	False
GCF_053038975.1	NZ_CP199960.1	2862001	1	2255	0.0026	0.4912	-0.4887	chromosome2	False
GCF_053038975.1	NZ_CP199961.1	1244422	2	901	0.4649	0.0025	0.4624	c3	True
GCF_053153985.1	NZ_CP195305.1	2366034	1	1640	0.0026	0.3632	-0.3606	other_megaplasmid	False
GCF_053153985.1	NZ_CP195306.1	1060975	2	637	0.2746	0.0090	0.2656	c3	True
GCF_053153985.1	NZ_CP195307.1	367612	3	78	0.0064	0.0107	-0.0043	other_megaplasmid	False
GCF_053209605.1	NZ_CP199986.1	2859967	1	2253	0.0026	0.4910	-0.4884	chromosome2	False
GCF_053209605.1	NZ_CP199987.1	1244416	2	903	0.4662	0.0025	0.4637	c3	True
GCF_053348855.1	NZ_CM130028.1	2960641	1	2281	0.0064	0.5397	-0.5333	chromosome2	False
GCF_053348855.1	NZ_CM130029.1	978336	2	714	0.3806	0.0068	0.3737	c3	True
GCF_053470105.1	NZ_CM130276.1	3913691	1	1788	0.1724	0.2729	-0.1004	chromosome2	False
GCF_053470145.1	NZ_CM130278.1	3913611	1	1787	0.1724	0.2726	-0.1002	chromosome2	False
GCF_053760385.1	NZ_CM132389.1	2718970	1	854	0.0319	0.1073	-0.0754	other_megaplasmid	False
GCF_053760385.1	NZ_CM132390.1	2004775	2	863	0.0358	0.1273	-0.0915	other_megaplasmid	False
GCF_053760385.1	NZ_JBSNBT010000003.1	309132	3	66	0.0026	0.0038	-0.0013	other_megaplasmid	False
GCF_054073385.1	NZ_CM133399.1	3112656	1	2398	0.0000	0.5307	-0.5307	chromosome2	False
GCF_054073385.1	NZ_JBSXPX010000001.1	972273	2	703	0.3563	0.0030	0.3533	c3	True
GCF_054073385.1	NZ_JBSXPX010000004.1	309254	3	48	0.0013	0.0005	0.0007	other_megaplasmid	False
GCF_054073395.1	NZ_CM133401.1	3084765	1	2397	0.0000	0.5301	-0.5301	chromosome2	False
GCF_054073395.1	NZ_JBSXQA010000004.1	972174	2	706	0.3589	0.0027	0.3561	c3	True
GCF_054073395.1	NZ_JBSXQA010000005.1	314915	3	51	0.0013	0.0005	0.0007	other_megaplasmid	False
GCF_054166125.1	NZ_JBSWBW010000002.1	3305954	1	1707	0.0204	0.2581	-0.2376	other_megaplasmid	False
GCF_054166125.1	NZ_CM135119.1	530902	2	93	0.0038	0.0107	-0.0068	other_megaplasmid	False
GCF_054166145.1	NZ_JBSWBX010000004.1	2962017	1	1681	0.0192	0.2608	-0.2417	other_megaplasmid	False
GCF_054166145.1	NZ_JBSWBX010000007.1	454603	2	55	0.0064	0.0049	0.0015	other_megaplasmid	False
GCF_054166145.1	NZ_JBSWBX010000006.1	330751	3	55	0.0051	0.0030	0.0021	other_megaplasmid	False
GCF_054166155.1	NZ_CM135120.1	3305952	1	1709	0.0192	0.2583	-0.2392	other_megaplasmid	False
GCF_054166155.1	NZ_JBSWBV010000003.1	530905	2	96	0.0038	0.0107	-0.0068	other_megaplasmid	False
GCF_054166185.1	NZ_JBSWBZ010000004.1	3014549	1	2227	0.0026	0.4948	-0.4922	chromosome2	False
GCF_054166185.1	NZ_CM135122.1	1268256	2	854	0.3831	0.0025	0.3807	c3	True
GCF_054166195.1	NZ_CM135123.1	2861885	1	1701	0.0332	0.2682	-0.2350	other_megaplasmid	False
GCF_054166225.1	NZ_CM135124.1	3194468	1	1724	0.0192	0.2646	-0.2455	other_megaplasmid	False
GCF_054166245.1	NZ_CM135125.1	3305972	1	1715	0.0192	0.2589	-0.2397	other_megaplasmid	False
GCF_054166245.1	NZ_JBSWCC010000002.1	530913	2	96	0.0038	0.0104	-0.0066	other_megaplasmid	False
GCF_054166265.1	NZ_CM135126.1	3195775	1	1726	0.0192	0.2646	-0.2455	other_megaplasmid	False
GCF_054187845.1	NZ_CM135175.1	3794154	1	1769	0.1596	0.2761	-0.1165	chromosome2	False
GCF_054558305.1	NZ_AP045831.1	3245198	1	2540	0.0038	0.5941	-0.5903	chromosome2	False
GCF_054558305.1	NZ_AP045832.1	1528475	2	1032	0.5326	0.0014	0.5312	c3	True
GCF_055386035.1	NZ_AP028974.1	3758526	1	1745	0.1443	0.2718	-0.1274	other_megaplasmid	False
GCF_055386035.1	NZ_AP028975.1	402366	2	83	0.0038	0.0068	-0.0030	other_megaplasmid	False
GCF_055387925.1	NZ_AP040282.1	2327965	1	1043	0.0192	0.2063	-0.1872	other_megaplasmid	False
GCF_055391905.1	NZ_AP043693.1	2645723	1	1495	0.0204	0.2600	-0.2396	other_megaplasmid	False
GCF_055391905.1	NZ_AP043694.1	1297584	2	423	0.0281	0.0350	-0.0069	other_megaplasmid	False
GCF_055397325.1	NZ_AP028201.1	2945934	1	1427	0.0485	0.2512	-0.2027	other_megaplasmid	False
GCF_055397325.1	NZ_AP028202.1	2302010	2	846	0.0345	0.0684	-0.0339	other_megaplasmid	False
GCF_055397325.1	NZ_AP028203.1	381118	3	101	0.0064	0.0027	0.0036	other_megaplasmid	False
GCF_055397665.1	NZ_AP029030.1	2221172	1	989	0.0192	0.1938	-0.1746	other_megaplasmid	False
GCF_055397955.1	NZ_AP029057.1	3924332	1	1728	0.1303	0.2737	-0.1434	other_megaplasmid	False
GCF_055810255.1	NZ_CM147945.1	2818906	1	1299	0.0179	0.2482	-0.2303	other_megaplasmid	False
GCF_056591095.1	NZ_CM152657.1	3252267	1	1654	0.0383	0.2515	-0.2132	other_megaplasmid	False
GCF_056640905.1	NZ_CM153255.1	3328575	1	2582	0.0038	0.6067	-0.6029	chromosome2	False
GCF_056640905.1	NZ_JBWVTH010000003.1	954527	2	109	0.0026	0.0060	-0.0035	other_megaplasmid	False
GCF_056640905.1	NZ_JBWVTH010000004.1	927285	3	666	0.3768	0.0022	0.3746	c3	True
GCF_056783395.1	NZ_CM165589.1	3428300	1	2578	0.0038	0.5999	-0.5961	chromosome2	False
GCF_056783395.1	NZ_JBXAZP010000003.1	1238097	2	793	0.4700	0.0022	0.4678	c3	True
GCF_056847505.1	NZ_CP184775.1	788413	1	172	0.0102	0.0274	-0.0172	other_megaplasmid	False
GCF_056867595.1	NZ_CP184277.1	822270	1	173	0.0102	0.0268	-0.0166	other_megaplasmid	False
GCF_056868365.1	NZ_CP184772.1	802776	1	182	0.0115	0.0282	-0.0167	other_megaplasmid	False
GCF_056868375.1	NZ_CP184792.1	924298	1	197	0.0102	0.0287	-0.0185	other_megaplasmid	False
GCF_056880615.1	NZ_CP178342.1	809524	1	184	0.0115	0.0279	-0.0164	other_megaplasmid	False
GCF_057005415.2	NZ_CM174447.1	3685627	1	2847	0.0089	0.6461	-0.6372	chromosome2	False
GCF_057005415.2	NZ_CM189268.1	1297318	2	968	0.5517	0.0016	0.5501	c3	True
GCF_057369595.1	NZ_CM170669.1	3419015	1	2710	0.0013	0.6453	-0.6440	chromosome2	False
GCF_057369595.1	NZ_CM170670.1	1253950	2	769	0.4853	0.0022	0.4831	c3	True
GCF_057439935.1	NZ_CM172007.1	3419015	1	2710	0.0013	0.6453	-0.6440	chromosome2	False
GCF_057439935.1	NZ_CM172008.1	1253950	2	769	0.4853	0.0022	0.4831	c3	True
GCF_057587595.1	NZ_CM172485.1	2724614	1	1244	0.0345	0.1992	-0.1648	other_megaplasmid	False
GCF_057612605.2	NZ_CM173618.1	1590018	1	431	0.0217	0.0479	-0.0262	other_megaplasmid	False
GCF_057612605.2	NZ_CM172588.1	1587408	2	729	0.0268	0.1166	-0.0898	other_megaplasmid	False
GCF_057612605.2	NZ_JBVFIR010000004.1	698130	3	210	0.0230	0.0172	0.0057	other_megaplasmid	False
GCF_057612605.2	NZ_JBVFIR010000005.1	315739	4	83	0.0026	0.0063	-0.0037	other_megaplasmid	False
GCF_057748135.1	NZ_CM173239.1	2724614	1	1246	0.0345	0.1998	-0.1653	other_megaplasmid	False
GCF_058448765.1	NZ_CP186749.1	3851263	1	1779	0.1571	0.2737	-0.1166	chromosome2	False
GCF_059089405.1	NZ_CM180998.1	3373875	1	2443	0.0013	0.5375	-0.5362	chromosome2	False
GCF_059089405.1	NZ_CM180999.1	1046852	2	749	0.3614	0.0036	0.3579	c3	True
GCF_059622985.1	NZ_CM184412.1	4087676	1	1938	0.0626	0.3429	-0.2803	other_megaplasmid	False
GCF_902141795.1	NZ_LR595897.1	3115305	1	1367	0.0421	0.2496	-0.2074	other_megaplasmid	False
GCF_902141815.1	NZ_LR595899.1	3112891	1	1351	0.0421	0.2474	-0.2053	other_megaplasmid	False
GCF_902141835.1	NZ_LR595895.1	3173851	1	1374	0.0421	0.2499	-0.2077	other_megaplasmid	False
GCF_902459535.1	NZ_LR699554.1	3505044	1	1653	0.0358	0.2633	-0.2275	other_megaplasmid	False
GCF_904865725.1	NZ_LR890524.1	3006131	1	2422	0.0000	0.5692	-0.5692	chromosome2	False
GCF_904865725.1	NZ_LR890525.1	1023737	2	767	0.4291	0.0044	0.4247	c3	True
GCF_905400185.1	NZ_FR989676.1	3050481	1	2316	0.0115	0.5129	-0.5014	chromosome2	False
GCF_905400185.1	NZ_FR989677.1	1347483	2	893	0.4598	0.0025	0.4573	c3	True
GCF_964026365.1	NZ_OZ032134.1	1822652	1	824	0.0332	0.1374	-0.1042	other_megaplasmid	False
GCF_964026365.1	NZ_OZ032135.1	1447788	2	369	0.0345	0.0331	0.0014	other_megaplasmid	False
GCF_964026365.1	NZ_OZ032136.1	1169233	3	456	0.0230	0.0476	-0.0246	other_megaplasmid	False
GCF_964026365.1	NZ_OZ032137.1	892580	4	160	0.0140	0.0101	0.0039	other_megaplasmid	False
GCF_964026365.1	NZ_OZ032138.1	630138	5	233	0.0217	0.0274	-0.0057	other_megaplasmid	False
GCF_964261745.1	NZ_OZ180036.1	1822652	1	825	0.0332	0.1377	-0.1045	other_megaplasmid	False
GCF_964261745.1	NZ_OZ180039.1	1447788	2	368	0.0345	0.0331	0.0014	other_megaplasmid	False
GCF_964261745.1	NZ_OZ180038.1	1169233	3	456	0.0230	0.0476	-0.0246	other_megaplasmid	False
GCF_964261745.1	NZ_OZ180040.1	892580	4	161	0.0140	0.0101	0.0039	other_megaplasmid	False
GCF_964261745.1	NZ_OZ180037.1	630138	5	234	0.0217	0.0276	-0.0059	other_megaplasmid	False
GCF_964264985.1	NZ_OZ183793.1	3046645	1	2337	0.0000	0.5476	-0.5476	chromosome2	False
GCF_964264985.1	NZ_OZ183794.1	999322	2	739	0.4253	0.0014	0.4239	c3	True
GCF_964264995.1	NZ_OZ183796.1	3601574	1	2767	0.0000	0.6563	-0.6563	chromosome2	False
GCF_964264995.1	NZ_OZ183798.1	1103841	2	731	0.4317	0.0005	0.4311	c3	True
GCF_964265005.1	NZ_OZ183800.1	3601505	1	2767	0.0000	0.6560	-0.6560	chromosome2	False
GCF_964265005.1	NZ_OZ183801.1	1103825	2	731	0.4317	0.0005	0.4311	c3	True
GCF_964265015.1	NZ_OZ183806.1	3495121	1	2632	0.0000	0.6360	-0.6360	chromosome2	False
GCF_964265015.1	NZ_OZ183807.1	1200466	2	750	0.4125	0.0014	0.4111	c3	True
GCF_964265025.1	NZ_OZ183803.1	3486477	1	2543	0.0026	0.5950	-0.5924	chromosome2	False
GCF_964265025.1	NZ_OZ183804.1	1136949	2	774	0.4061	0.0055	0.4007	c3	True
GCF_965118185.1	NZ_OZ221291.1	3440003	1	1570	0.0843	0.2214	-0.1371	other_megaplasmid	False
GCF_965199385.1	NZ_OZ241167.1	3249516	1	1392	0.0434	0.2521	-0.2086	other_megaplasmid	False
GCF_965199395.1	NZ_OZ241169.1	3246938	1	1390	0.0447	0.2518	-0.2071	other_megaplasmid	False
GCF_965199405.1	NZ_OZ241170.1	3246053	1	1384	0.0447	0.2510	-0.2063	other_megaplasmid	False
GCF_965199425.1	NZ_OZ241175.1	3246872	1	1388	0.0434	0.2518	-0.2084	other_megaplasmid	False
GCF_965199435.1	NZ_OZ241177.1	3248534	1	1390	0.0434	0.2521	-0.2086	other_megaplasmid	False
GCF_965199445.1	NZ_OZ241179.1	3247000	1	1391	0.0447	0.2521	-0.2074	other_megaplasmid	False
GCF_965199455.1	NZ_OZ241181.1	3248530	1	1391	0.0434	0.2521	-0.2086	other_megaplasmid	False
GCF_965199515.1	NZ_OZ241214.1	3246993	1	1388	0.0434	0.2510	-0.2075	other_megaplasmid	False
GCF_965199545.1	NZ_OZ241212.1	3221484	1	1391	0.0434	0.2521	-0.2086	other_megaplasmid	False
GCF_965199625.1	NZ_OZ241210.1	3246650	1	1391	0.0447	0.2523	-0.2076	other_megaplasmid	False
GCF_965199835.1	NZ_OZ241394.1	3309517	1	1399	0.0460	0.2521	-0.2061	other_megaplasmid	False
GCF_965199925.1	NZ_OZ241392.1	3148392	1	1393	0.0447	0.2510	-0.2063	other_megaplasmid	False
GCF_965201125.1	NZ_OZ241754.1	3256226	1	1396	0.0460	0.2521	-0.2061	other_megaplasmid	False
GCF_965202565.1	NZ_OZ241824.1	3255975	1	1397	0.0460	0.2518	-0.2058	other_megaplasmid	False
GCF_965211575.1	NZ_OZ242941.1	3248827	1	1391	0.0434	0.2518	-0.2084	other_megaplasmid	False
GCF_965211595.1	NZ_OZ242945.1	3222411	1	1392	0.0434	0.2521	-0.2086	other_megaplasmid	False
GCF_980295165.1	NZ_OZ412830.1	3179731	1	1388	0.0434	0.2529	-0.2095	other_megaplasmid	False
GCF_980300355.1	NZ_OZ412840.1	3115442	1	1380	0.0421	0.2515	-0.2094	other_megaplasmid	False
GCF_980300905.1	NZ_OZ412841.1	3200896	1	1397	0.0434	0.2529	-0.2095	other_megaplasmid	False
GCF_980300945.1	NZ_OZ412843.1	3200795	1	1394	0.0434	0.2526	-0.2092	other_megaplasmid	False
GCF_980300965.1	NZ_OZ412846.1	3218131	1	1386	0.0447	0.2499	-0.2052	other_megaplasmid	False
GCF_984667665.1	NZ_OZ480170.1	3532587	1	2756	0.0000	0.6544	-0.6544	chromosome2	False
GCF_984667665.1	NZ_OZ480171.1	1190410	2	735	0.4444	0.0025	0.4420	c3	True
GCF_984667675.1	NZ_OZ480167.1	3316512	1	2668	0.0000	0.6398	-0.6398	chromosome2	False
GCF_984667675.1	NZ_OZ480168.1	1031981	2	375	0.1673	0.0082	0.1591	c3	True
GCF_984667725.1	NZ_OZ480175.1	3479138	1	2748	0.0026	0.6544	-0.6518	chromosome2	False
GCF_984667725.1	NZ_OZ480176.1	1368847	2	791	0.4828	0.0049	0.4778	c3	True
GCF_984667835.1	NZ_OZ480194.1	3382556	1	2728	0.0000	0.6541	-0.6541	chromosome2	False
GCF_984667835.1	NZ_OZ480195.1	1282155	2	768	0.4304	0.0030	0.4274	c3	True
GCF_984667895.1	NZ_OZ480183.1	3349714	1	2678	0.0000	0.6415	-0.6415	chromosome2	False
GCF_984667895.1	NZ_OZ480184.1	1224010	2	762	0.4304	0.0030	0.4274	c3	True
GCF_984667895.1	NZ_OZ480185.1	355475	3	30	0.0000	0.0014	-0.0014	other_megaplasmid	False
GCF_984667945.1	NZ_OZ480178.1	3415142	1	2728	0.0000	0.6538	-0.6538	chromosome2	False
GCF_984667945.1	NZ_OZ480179.1	1232707	2	762	0.4304	0.0030	0.4274	c3	True
GCF_984667955.1	NZ_OZ480215.1	3423854	1	2725	0.0000	0.6530	-0.6530	chromosome2	False
GCF_984667975.1	NZ_OZ480187.1	3370433	1	2632	0.0026	0.6273	-0.6247	chromosome2	False
GCF_984667975.1	NZ_OZ480188.1	1271489	2	751	0.4432	0.0049	0.4382	c3	True
GCF_984668005.1	NZ_OZ480191.1	3521856	1	2785	0.0000	0.6530	-0.6530	chromosome2	False
GCF_984668005.1	NZ_OZ480192.1	1175751	2	738	0.4112	0.0022	0.4090	c3	True
GCF_984668195.1	NZ_OZ480202.1	3390539	1	2641	0.0026	0.6319	-0.6294	chromosome2	False
GCF_984668195.1	NZ_OZ480203.1	1241080	2	739	0.4585	0.0033	0.4552	c3	True
GCF_984668265.1	NZ_OZ480209.1	3401831	1	2695	0.0000	0.6461	-0.6461	chromosome2	False
GCF_984668265.1	NZ_OZ480210.1	1270289	2	771	0.4879	0.0016	0.4862	c3	True
GCF_984668355.1	NZ_OZ480199.1	3342179	1	2616	0.0026	0.6259	-0.6233	chromosome2	False
GCF_984668355.1	NZ_OZ480200.1	1145148	2	690	0.4253	0.0036	0.4217	c3	True
GCF_984668395.1	NZ_OZ480206.1	3479142	1	2751	0.0026	0.6549	-0.6523	chromosome2	False
GCF_984668395.1	NZ_OZ480207.1	1373398	2	793	0.4840	0.0052	0.4788	c3	True
GCF_984668525.1	NZ_OZ480212.1	3197900	1	2492	0.0000	0.5747	-0.5747	chromosome2	False
GCF_984668525.1	NZ_OZ480213.1	1253739	2	849	0.4317	0.0019	0.4298	c3	True
GCF_984669265.1	NZ_OZ480218.1	3091526	1	2467	0.0000	0.5679	-0.5679	chromosome2	False
GCF_984669265.1	NZ_OZ480219.1	967293	2	718	0.3640	0.0022	0.3618	c3	True
GCF_984669325.1	NZ_OZ480221.1	3370433	1	2639	0.0026	0.6286	-0.6261	chromosome2	False
GCF_984669335.1	NZ_OZ480224.1	3515367	1	2783	0.0000	0.6530	-0.6530	chromosome2	False
GCF_984669335.1	NZ_OZ480225.1	1274376	2	764	0.4112	0.0038	0.4074	c3	True
GCF_984669415.1	NZ_OZ480227.1	3415142	1	2728	0.0000	0.6538	-0.6538	chromosome2	False
GCF_984669415.1	NZ_OZ480228.1	1232707	2	762	0.4304	0.0030	0.4274	c3	True
GCF_984669565.1	NZ_OZ480232.1	3426442	1	2716	0.0000	0.6475	-0.6475	chromosome2	False
GCF_984669565.1	NZ_OZ480233.1	1280661	2	763	0.4777	0.0022	0.4755	c3	True
GCF_984669585.1	NZ_OZ480236.1	3411081	1	2716	0.0000	0.6494	-0.6494	chromosome2	False
GCF_984669585.1	NZ_OZ480237.1	967604	2	661	0.3729	0.0027	0.3702	c3	True
GCF_984669685.1	NZ_OZ480239.1	3349698	1	2677	0.0000	0.6412	-0.6412	chromosome2	False
GCF_984669685.1	NZ_OZ480240.1	1224034	2	762	0.4304	0.0030	0.4274	c3	True
GCF_984669685.1	NZ_OZ480241.1	355475	3	30	0.0000	0.0014	-0.0014	other_megaplasmid	False
GCF_984669705.1	NZ_OZ480243.1	3219997	1	2482	0.0000	0.5681	-0.5681	chromosome2	False
GCF_984669705.1	NZ_OZ480244.1	1336675	2	923	0.4572	0.0014	0.4558	c3	True
GCF_984671675.1	NZ_OZ480246.1	3354725	1	2644	0.0026	0.6297	-0.6272	chromosome2	False
GCF_984671695.1	NZ_OZ480248.1	3557304	1	2799	0.0000	0.6530	-0.6530	chromosome2	False
MF6	cluster_002_consensus	2983592	1	2280	0.0013	0.5112	-0.5099	chromosome2	False
MF6	cluster_003_consensus	1179882	2	859	0.4534	0.0011	0.4523	c3	True
MF7	BMF7_NODE_1_len_2762977_cov_36_2218_ID_5625874.37	2762977	1	1404	0.0000	0.3095	-0.3095	other_megaplasmid	False
MF7	BMF7_NODE_2_len_976237_cov_36_3824_ID_6095666.46	976231	2	173	0.0089	0.0175	-0.0086	other_megaplasmid	False
MF7	BMF7_NODE_3_len_857810_cov_35_9645_ID_6095484.64	857810	3	712	0.3934	0.0005	0.3928	c3	True
MF7	BMF7_NODE_4_len_774369_cov_34_0982_ID_6095556.31	774369	4	150	0.0089	0.0123	-0.0034	other_megaplasmid	False
MF7	BMF7_NODE_5_len_513992_cov_36_785_ID_6095322.47	513992	5	68	0.0089	0.0052	0.0037	other_megaplasmid	False
MF7	BMF7_NODE_6_len_477527_cov_38_0064_ID_6093972.51	477523	6	353	0.0013	0.0805	-0.0792	other_megaplasmid	False
MF7	BMF7_NODE_7_len_344507_cov_35_7877_ID_6095496.52	344507	7	46	0.0026	0.0038	-0.0013	other_megaplasmid	False
MF7	BMF7_NODE_8_len_318422_cov_40_1587_ID_6095374.3	318422	8	150	0.0600	0.0005	0.0595	other_megaplasmid	False
