orthogroup	n_genomes	frac_on_c3
GCF_038050405.1|NZ_CP150901.1|PAEKDM_04487	26	0.0000
GCF_038050405.1|NZ_CP150901.1|PAEKDM_04509	101	0.0388
GCF_038050405.1|NZ_CP150901.1|PAEKDM_07891	14	0.0714
GCF_038452255.1|NZ_CP150850.1|FEMODJ_05327	25	0.0000
GCF_038723655.1|NZ_CP109822.1|PLNHJK_05931	58	0.0000
GCF_039621805.1|NZ_CP155074.1|MGLNLP_03329	13	0.1538
GCF_039621805.1|NZ_CP155075.1|MGLNLP_05096	26	0.0769
GCF_039728355.1|NZ_CP155788.1|FHFLOP_04172	41	0.0244
GCF_039728355.1|NZ_CP155788.1|FHFLOP_05359	123	0.0132
GCF_039848545.1|NZ_CP156686.1|NEIKOA_04126	21	0.7143
GCF_039848545.1|NZ_CP156687.1|NEIKOA_06636	15	0.1333
GCF_039852015.1|NZ_CP156627.1|LINCGO_03491	54	0.8036
GCF_039852015.1|NZ_CP156627.1|LINCGO_03559	115	0.6970
GCF_040314805.1|NZ_CP131478.1|NFANPD_03984	83	0.0120
GCF_040314805.1|NZ_CP131478.1|NFANPD_04033	57	0.0690
GCF_040761425.1|NZ_CP142885.1|ANFEBE_05380	12	0.9167
GCF_041070875.1|NZ_CP163500.1|KGJBHC_05749	116	0.0431
GCF_044501195.1|NZ_CP162533.1|FEPKBP_04185	19	0.0000
GCF_044501195.1|NZ_CP162533.1|FEPKBP_05257	34	0.0000
GCF_044501195.1|NZ_CP162534.1|FEPKBP_07559	89	0.9213
GCF_044501195.1|NZ_CP162534.1|FEPKBP_07615	69	0.0290
GCF_045345775.1|NZ_CP174277.1|OBMKLG_05121	96	0.0104
GCF_045348565.1|NZ_CP157347.1|NECHCD_07834	83	0.0000
GCF_045348565.1|NZ_CP157347.1|NECHCD_07837	84	0.0000
GCF_051355645.1|NZ_CP195709.1|PGKMBI_07743	57	0.0000
GCF_053760385.1|NZ_CM132389.1|BDFOCJ_06260	15	0.9412
GCF_053760385.1|NZ_CM132389.1|BDFOCJ_06276	122	0.0410
GCF_056640905.1|NZ_JBWVTH010000004.1|BNHNAF_06534	71	0.0282
GCF_056640905.1|NZ_JBWVTH010000004.1|BNHNAF_06555	105	0.8839
GCF_057612605.2|NZ_CM173618.1|LGHOAH_03818	27	0.9630
GCF_059622985.1|NZ_CM184412.1|HDJAFC_05543	112	0.0089
GCF_964265005.1|NZ_OZ183801.1|MFMMDN_07232	21	1.0000
GCF_964265025.1|NZ_OZ183803.1|BIENCE_05003	73	0.0685
GCF_965118185.1|NZ_OZ221291.1|KJDPOI_06050	128	0.0078
GCF_965118185.1|NZ_OZ221291.1|KJDPOI_06081	131	0.0076
GCF_984668005.1|NZ_OZ480191.1|JAFOII_06427	21	0.2857
GCF_984668005.1|NZ_OZ480191.1|JAFOII_06442	19	0.3158
GCF_984668525.1|NZ_OZ480212.1|HJEOAH_05913	33	0.0303
GCF_984669705.1|NZ_OZ480243.1|MOPGNM_05835	71	0.1831
GCF_984669705.1|NZ_OZ480243.1|MOPGNM_05879	58	0.0252
MF7|BMF7_NODE_5_len_513992_cov_36_785_ID_6095322.47|EFEKAH_05507	131	0.1123
GCF_014263355.1|NZ_CP054469.1|IEEEFB_05960	93	0.0108
GCF_016774495.1|NZ_CP068710.1|CFNGFM_05191	118	0.0085
GCF_016899445.1|NZ_CP041778.1|MDBEMB_02642	69	0.0000
GCF_017220215.1|NZ_CP071131.1|LKMEBK_04084	47	0.1064
GCF_017220215.1|NZ_CP071131.1|LKMEBK_04085	49	0.1020
GCF_018228625.1|NZ_CP073703.1|PLDJHG_07025	79	1.0000
GCF_018228625.1|NZ_CP073703.1|PLDJHG_07054	70	1.0000
GCF_018408855.1|NZ_AP024328.1|IOAPJC_08422	64	0.0000
GCF_024661975.1|NZ_CP102483.1|DMILCA_05600	25	0.0000
GCF_025643515.1|NZ_CP102463.1|NCIJLD_04658	25	0.2800
GCF_028657905.1|NZ_CP117781.1|FBKEMI_03596	93	0.0303
GCF_028657905.1|NZ_CP117781.1|FBKEMI_03633	29	0.0667
GCF_028657905.1|NZ_CP117781.1|FBKEMI_03654	25	0.8400
GCF_028657905.1|NZ_CP117781.1|FBKEMI_03661	42	0.2188
GCF_028657905.1|NZ_CP117781.1|FBKEMI_03662	37	0.3514
GCF_028657905.1|NZ_CP117781.1|FBKEMI_03667	12	0.0000
GCF_029536165.1|NZ_CP120509.1|IJJJNO_04188	18	0.1053
GCF_029536165.1|NZ_CP120509.1|IJJJNO_04190	93	0.0106
GCF_029536165.1|NZ_CP120509.1|IJJJNO_04203	26	0.5926
GCF_029536165.1|NZ_CP120509.1|IJJJNO_04205	12	0.2500
GCF_029536165.1|NZ_CP120509.1|IJJJNO_04235	79	0.2526
GCF_029910215.1|NZ_CP110396.1|AOJIKF_04667	16	0.0000
GCF_029910215.1|NZ_CP110396.1|AOJIKF_04705	65	0.0000
GCF_029910215.1|NZ_CP110396.1|AOJIKF_04707	66	0.0000
GCF_029910215.1|NZ_CP110396.1|AOJIKF_04734	66	0.0000
GCF_029910215.1|NZ_CP110396.1|AOJIKF_04739	11	0.0000
GCF_029910215.1|NZ_CP110396.1|AOJIKF_04745	10	0.3000
GCF_029910215.1|NZ_CP110396.1|AOJIKF_04755	98	0.0865
GCF_029962485.1|NZ_CP073639.1|GJHEFE_06409	42	0.3125
GCF_032806925.1|NZ_CP136512.1|HHDGBH_04079	79	0.8272
GCF_033391855.2|NZ_CM138822.1|KEADHF_00319	42	0.0169
GCF_034047095.1|NZ_CP139164.1|FHPKOL_04934	37	0.3784
GCF_034047095.1|NZ_CP139164.1|FHPKOL_04975	114	0.0167
GCF_038050405.1|NZ_CP150901.1|PAEKDM_07385	13	0.1176
GCF_039848545.1|NZ_CP156686.1|NEIKOA_04637	133	0.0157
GCF_039848545.1|NZ_CP156686.1|NEIKOA_04682	41	0.0000
GCF_043193125.1|NZ_CP142982.1|DMHOIN_05752	10	0.0833
GCF_044501195.1|NZ_CP162533.1|FEPKBP_05885	117	0.0171
GCF_044501195.1|NZ_CP162533.1|FEPKBP_05915	82	0.0000
GCF_044501195.1|NZ_CP162533.1|FEPKBP_05921	94	0.0000
GCF_047497165.1|NZ_CP163164.1|CDDFIM_01040	116	0.2273
GCF_048565265.1|NZ_CP183462.1|OJJDKA_05699	73	0.0000
GCF_048565265.1|NZ_CP183462.1|OJJDKA_05717	27	0.0000
GCF_048627025.1|NZ_CP184469.1|CHIKBB_06931	94	0.0206
GCF_050430075.1|NZ_CP191273.1|KMOOAH_04830	115	0.0087
GCF_050990595.1|NZ_CP158831.1|NIBBDH_06897	113	0.2027
GCF_053760385.1|NZ_CM132389.1|BDFOCJ_04171	99	0.0202
GCF_055391905.1|NZ_AP043693.1|FHKAOC_05401	49	0.0000
GCF_057612605.2|NZ_CM172588.1|LGHOAH_05000	128	0.0156
GCF_057612605.2|NZ_CM172588.1|LGHOAH_05040	134	0.0149
GCF_057612605.2|NZ_CM172588.1|LGHOAH_05071	117	0.9492
GCF_059622985.1|NZ_CM184412.1|HDJAFC_05409	128	0.0312
GCF_984668005.1|NZ_OZ480192.1|JAFOII_06904	37	0.9730
GCF_984668525.1|NZ_OZ480212.1|HJEOAH_06049	91	0.0220
MF7|BMF7_NODE_2_len_976237_cov_36_3824_ID_6095666.46|EFEKAH_05038	16	0.8125
GCA_017356705.2|CP076288.1|GJFJFN_07825	36	0.1463
GCA_017356705.2|CP076288.1|GJFJFN_07864	130	0.0226
GCA_017356705.2|CP076288.1|GJFJFN_07865	130	0.0077
GCA_024298805.1|CP101280.1|CFKEBF_04899	26	0.0000
GCA_024298805.1|CP101280.1|CFKEBF_04922	114	0.0088
GCA_024298805.1|CP101281.1|CFKEBF_07527	37	1.0000
GCA_024298805.1|CP101281.1|CFKEBF_07530	56	0.9821
GCA_024298805.1|CP101281.1|CFKEBF_07535	36	1.0000
GCA_024298805.1|CP101281.1|CFKEBF_07536	60	0.9667
GCA_024298805.1|CP101281.1|CFKEBF_07556	109	0.7982
GCA_024298805.1|CP101281.1|CFKEBF_07598	11	0.7143
GCA_029762415.1|CP121774.1|AEAFNO_07277	38	0.1957
GCA_048918525.1|CP183179.1|FJOOHI_05375	26	0.0000
GCA_048918525.1|CP183179.1|FJOOHI_05424	134	0.0149
GCA_051027405.1|CP186319.1|OPENLE_05311	126	0.1623
GCA_056494915.1|CP195753.1|IECGNH_04924	121	0.0165
GCA_056494915.1|CP195753.1|IECGNH_04925	122	0.0164
GCF_054073385.1|NZ_JBSXPX010000001.1|IJFAIM_06501	12	0.5714
GCF_054073385.1|NZ_JBSXPX010000001.1|IJFAIM_06567	69	0.7826
GCF_055391905.1|NZ_AP043694.1|FHKAOC_06075	14	0.1333
GCF_055397325.1|NZ_AP028203.1|FBHEKJ_08396	14	0.0000
GCF_056783395.1|NZ_CM165589.1|AJPELM_05325	33	0.0000
GCF_057612605.2|NZ_CM173618.1|LGHOAH_03981	114	0.9739
GCF_057748135.1|NZ_CM173239.1|AGACDF_03876	25	0.6333
GCF_059089405.1|NZ_CM180999.1|EGMCAA_06743	18	0.5556
GCF_902459535.1|NZ_LR699554.1|KMLDIC_04755	38	0.8718
GCF_902459535.1|NZ_LR699554.1|KMLDIC_04828	10	0.0000
GCF_964261745.1|NZ_OZ180036.1|HPHCCA_04287	10	0.1765
GCF_964261745.1|NZ_OZ180036.1|HPHCCA_04326	10	0.2000
GCF_964264985.1|NZ_OZ183793.1|PAHBGJ_06058	12	0.0000
GCF_965118185.1|NZ_OZ221291.1|KJDPOI_04460	35	0.8269
GCF_965118185.1|NZ_OZ221291.1|KJDPOI_04481	23	0.5333
GCF_984667665.1|NZ_OZ480171.1|HGCLLP_06897	52	0.9808
GCF_984667725.1|NZ_OZ480175.1|MEHGPI_06098	29	0.7241
GCF_984667975.1|NZ_OZ480187.1|IDMAMG_04682	32	0.0000
GCA_965217235.1|OZ244257.1|FGPPHH_03372	112	0.0179
GCA_965217235.1|OZ244257.1|FGPPHH_03375	79	0.0000
GCA_965217235.1|OZ244257.1|FGPPHH_03402	59	0.2969
GCF_000009485.1|NC_011001.1|AHBBHP_04015	11	0.0000
GCF_000009485.1|NC_011001.1|AHBBHP_04018	12	0.1667
GCF_000009485.1|NC_011001.1|AHBBHP_04025	11	0.0000
GCF_000009485.1|NC_011002.1|AHBBHP_06893	31	0.6452
GCF_000009485.1|NC_011002.1|AHBBHP_06921	44	0.4000
GCF_000010545.1|NC_010801.1|FAEGPK_05759	18	0.7222
GCF_000010545.1|NC_010801.1|FAEGPK_05811	11	0.9091
GCF_000010545.1|NC_010801.1|FAEGPK_05813	10	0.9000
GCF_000012945.1|NC_007511.1|MPPJPN_06015	17	0.0000
GCF_000012945.1|NC_007511.1|MPPJPN_06045	27	0.0000
GCF_000012945.1|NC_007511.1|MPPJPN_06053	20	0.0000
GCF_000012945.1|NC_007511.1|MPPJPN_06055	21	0.0000
GCF_000013645.1|NC_007952.1|NKEBAG_07179	10	0.6667
GCF_000016205.1|NC_009255.1|HIIIOO_04732	93	0.0106
GCF_000019505.1|NC_010512.1|FDIDAN_06650	55	1.0000
GCF_000019505.1|NC_010512.1|FDIDAN_06711	31	0.9355
GCF_000019505.1|NC_010512.1|FDIDAN_06712	31	0.9355
GCF_000019925.1|NC_010552.1|JOOHOL_05197	78	0.0000
GCF_000020045.1|NC_010625.1|DOBPJF_06635	129	0.0373
GCF_000022645.2|NC_012721.2|EJIAMJ_04186	25	0.2941
GCF_000022645.2|NC_012721.2|EJIAMJ_04225	129	0.0388
GCF_000022645.2|NC_012721.2|EJIAMJ_04231	94	0.8842
GCF_000203955.1|NC_008543.1|ENHPAH_05838	10	0.0000
GCF_000203955.1|NC_008543.1|ENHPAH_05858	12	0.0000
GCF_000292915.1|NC_018514.1|GOEANH_03777	65	0.0000
GCF_000292915.1|NC_018514.1|GOEANH_03840	36	0.0278
GCF_000292915.1|NC_018514.1|GOEANH_03862	38	0.0263
GCF_000385525.1|NC_021174.1|NIFCDL_03969	53	0.9623
GCF_000402035.1|NC_021289.1|LBIDFB_06059	21	0.3333
GCF_000522545.2|NZ_CP012748.1|NHEICP_07351	17	0.2353
GCF_000522545.2|NZ_CP012748.1|NHEICP_07373	123	0.0244
GCF_000701165.1|NZ_CP013732.1|CJJPHA_06850	66	0.0811
GCF_000701165.1|NZ_CP013732.1|CJJPHA_06857	11	1.0000
GCF_000705535.2|NZ_CP072521.1|FJLBMH_04772	94	0.0206
GCF_000755985.1|NZ_CP008727.1|OGNECI_05186	17	0.3529
GCF_000755985.1|NZ_CP008727.1|OGNECI_05202	120	0.0167
GCF_000756005.1|NZ_CP008729.1|KBPNLB_05259	114	0.0088
GCF_000756165.1|NZ_CP008779.1|LPCCMD_03661	15	0.1333
GCF_000835205.1|NZ_CP002581.1|GBACEL_04398	21	0.3333
GCF_000835205.1|NZ_CP002581.1|GBACEL_04448	103	0.0093
GCF_000959245.1|NZ_CP009486.1|LAONHI_04436	15	0.0000
GCF_000959245.1|NZ_CP009486.1|LAONHI_04462	121	0.7642
GCF_000959245.1|NZ_CP009486.1|LAONHI_04465	125	0.3908
GCF_000959525.1|NZ_CP009830.1|OHDMIA_05553	19	1.0000
GCF_000961515.1|NZ_CP010027.1|FPIDDM_05470	127	0.0408
GCF_001028665.1|NZ_CP011505.1|HBNMDA_07002	44	1.0000
GCF_039621805.1|NZ_CP155074.1|MGLNLP_03821	14	0.0714
GCF_040314805.1|NZ_CP131478.1|NFANPD_05127	12	0.4167
GCF_040361905.1|NZ_AP029616.1|ECPMPD_07962	15	0.1250
GCF_041070875.1|NZ_CP163500.1|KGJBHC_03925	78	0.4231
GCF_044501195.1|NZ_CP162533.1|FEPKBP_04575	35	0.0286
GCF_044501195.1|NZ_CP162533.1|FEPKBP_04584	10	0.1000
GCF_044501195.1|NZ_CP162533.1|FEPKBP_04585	59	0.0169
GCF_044501195.1|NZ_CP162533.1|FEPKBP_04635	115	0.0086
GCF_045925845.1|NZ_CP174522.1|HCEPFN_05686	49	0.0000
GCF_046773525.1|NZ_CP177245.1|AAEFPO_04807	33	0.0909
GCF_046773525.1|NZ_CP177245.1|AAEFPO_04812	13	0.4615
GCF_047127275.1|NZ_CP098397.1|KDLKNP_03918	42	0.0000
GCF_047497165.1|NZ_CP163164.1|CDDFIM_01518	83	0.8690
GCF_048565175.1|NZ_CP183459.1|MHNGKE_03875	16	0.2941
GCF_048627025.1|NZ_CP184470.1|CHIKBB_03910	14	0.1429
GCF_048917685.1|NZ_CP183175.1|IJCCDL_05588	115	0.0087
GCF_050632305.1|NZ_CP192557.1|JOABHI_03840	14	0.2857
GCF_050632305.1|NZ_CP192557.1|JOABHI_03880	105	0.1769
GCF_050632325.1|NZ_CP192561.1|KHJMHK_03829	111	0.0090
GCF_050632325.1|NZ_CP192562.1|KHJMHK_07156	26	0.9615
GCF_050632355.1|NZ_CP192550.1|PLIJEL_06392	43	0.0233
GCF_050990595.1|NZ_CP158829.1|NIBBDH_05017	121	0.0662
GCF_050990595.1|NZ_CP158829.1|NIBBDH_05026	17	0.0000
GCF_051027425.1|NZ_CP186553.1|GJHIIG_05661	56	0.0508
GCF_051027425.1|NZ_CP186553.1|GJHIIG_05669	56	0.0179
GCF_051124805.1|NZ_CP123188.1|ICMIHH_04674	66	0.8485
GCF_051560125.1|NZ_CM121442.1|LEOBOO_05154	35	0.0000
GCF_051615025.1|NZ_CP195132.1|DINHEO_02772	10	0.2000
GCF_051615025.1|NZ_CP195132.1|DINHEO_02829	29	0.2667
GCF_053153985.1|NZ_CP195305.1|PDLACF_03482	12	0.0000
GCF_053470145.1|NZ_CM130278.1|NLMODK_06728	124	0.0323
GCF_053760385.1|NZ_CM132390.1|BDFOCJ_07136	15	0.0667
GCF_053760385.1|NZ_CM132390.1|BDFOCJ_07137	14	0.0714
GCF_053760385.1|NZ_CM132390.1|BDFOCJ_07155	15	0.0667
GCF_054073385.1|NZ_CM133399.1|IJFAIM_04868	70	0.0000
GCF_054166185.1|NZ_CM135122.1|JAEKAK_00432	62	0.7419
GCF_054166185.1|NZ_CM135122.1|JAEKAK_00479	105	0.5660
GCF_054166245.1|NZ_CM135125.1|MINKLJ_01862	12	0.5833
GCF_055386035.1|NZ_AP028974.1|CAMNMD_04712	79	0.0127
GCF_056783395.1|NZ_CM165589.1|AJPELM_04763	80	0.0125
GCF_057587595.1|NZ_CM172485.1|NPLEBE_06021	13	0.0000
GCF_057612605.2|NZ_CM172588.1|LGHOAH_05317	15	0.3333
GCF_057612605.2|NZ_CM172588.1|LGHOAH_05351	126	0.0661
GCF_057748135.1|NZ_CM173239.1|AGACDF_05727	11	0.0000
GCF_057748135.1|NZ_CM173239.1|AGACDF_05792	35	0.4167
GCF_059622985.1|NZ_CM184412.1|HDJAFC_05772	36	0.0000
GCF_964261745.1|NZ_OZ180036.1|HPHCCA_04218	14	0.0714
GCF_964264985.1|NZ_OZ183793.1|PAHBGJ_04324	36	0.0526
GCF_964264995.1|NZ_OZ183796.1|KAPKEG_00910	80	0.0000
GCF_965118185.1|NZ_OZ221291.1|KJDPOI_03697	40	0.7805
GCF_965118185.1|NZ_OZ221291.1|KJDPOI_03705	108	0.0093
GCF_965118185.1|NZ_OZ221291.1|KJDPOI_03707	56	0.6842
GCF_984667675.1|NZ_OZ480167.1|JPDNHB_04925	105	0.4511
GCF_984667725.1|NZ_OZ480176.1|MEHGPI_06579	28	0.3571
GCF_984667975.1|NZ_OZ480188.1|IDMAMG_06624	16	1.0000
GCF_984669265.1|NZ_OZ480218.1|LKHDNO_04427	44	0.0000
GCF_984669685.1|NZ_OZ480241.1|MGEPHP_07596	19	0.1579
GCF_984669705.1|NZ_OZ480244.1|MOPGNM_06380	33	0.9091
GCF_984669705.1|NZ_OZ480244.1|MOPGNM_06385	37	0.9730
GCA_017356705.2|CP076288.1|GJFJFN_08053	128	0.8605
GCA_024298805.1|CP101280.1|CFKEBF_04700	113	0.0088
GCA_024298805.1|CP101280.1|CFKEBF_04707	94	0.0213
GCA_024298805.1|CP101280.1|CFKEBF_04721	17	0.0000
GCA_024298805.1|CP101280.1|CFKEBF_04734	11	0.9091
GCA_024298805.1|CP101280.1|CFKEBF_04743	128	0.0078
GCA_024298805.1|CP101280.1|CFKEBF_04775	115	0.0174
GCA_024298805.1|CP101280.1|CFKEBF_04782	38	0.0000
GCA_029762415.1|CP121774.1|AEAFNO_05760	101	0.0099
GCA_029762415.1|CP121774.1|AEAFNO_05806	113	0.0242
GCA_048918525.1|CP183179.1|FJOOHI_04187	116	0.0086
GCA_048918525.1|CP183179.1|FJOOHI_04228	116	0.0108
GCA_051027405.1|CP186319.1|OPENLE_07360	66	0.0152
GCF_001557535.2|NZ_CP014309.1|AEKFLI_07598	46	0.1429
GCF_001557535.2|NZ_CP014309.1|AEKFLI_07630	31	0.1053
GCF_001634365.1|NZ_CP014579.1|KFJOOE_05799	123	0.0163
GCF_001718335.1|NZ_CP013365.1|DFAKIC_03852	51	0.9804
GCF_001718395.1|NZ_CP013376.1|IEEHJL_03484	12	0.4167
GCF_001718395.1|NZ_CP013376.1|IEEHJL_03485	18	0.3333
GCF_001718395.1|NZ_CP013376.1|IEEHJL_03543	58	0.0000
GCF_001718555.1|NZ_CP013403.1|COAJPG_04541	14	0.2857
GCF_001718555.1|NZ_CP013403.1|COAJPG_04578	15	0.8667
GCF_001718575.1|NZ_CP013405.1|MMFJBI_06582	72	0.8194
GCF_001718575.1|NZ_CP013405.1|MMFJBI_06616	19	1.0000
GCF_001718855.1|NZ_CP013447.1|LGJHMI_06256	111	0.0090
GCF_001718915.1|NZ_CP013455.1|KFBLID_04358	56	0.0179
GCF_001718955.1|NZ_CP013461.1|MKEBEL_04377	13	0.0769
GCF_001718955.1|NZ_CP013461.1|MKEBEL_04379	112	0.0177
GCF_001718955.1|NZ_CP013461.1|MKEBEL_04383	111	0.0090
GCF_001742165.1|NZ_CP016444.1|AGPFIK_06841	14	0.9286
GCF_001865575.2|NZ_CP017562.2|LOJKIB_05444	68	0.0000
GCF_001865575.2|NZ_CP017562.2|LOJKIB_05463	18	0.5556
GCF_001922345.1|NZ_CP018812.1|FHEGBC_04934	10	0.6000
GCF_001922345.1|NZ_CP018812.1|FHEGBC_04971	129	0.0233
GCF_001922345.1|NZ_CP018812.1|FHEGBC_05031	24	0.5333
GCF_002278075.1|NZ_CP022990.1|LCILIJ_04940	109	0.7982
GCF_002278075.1|NZ_CP022990.1|LCILIJ_04997	12	0.5000
GCF_002902925.1|NZ_CP026112.1|FCNDNF_03458	92	0.0323
GCF_002902925.1|NZ_CP026112.1|FCNDNF_03460	11	0.0833
GCF_002902925.1|NZ_CP026112.1|FCNDNF_03503	130	0.0154
GCF_002902965.1|NZ_CP026106.1|NNLOHK_005047	12	0.0000
GCF_003233675.1|NZ_CP029825.1|IAFPDL_05403	10	0.2000
GCF_003233675.1|NZ_CP029825.1|IAFPDL_05442	58	0.0000
GCF_003286395.1|NZ_CP029641.1|DPHPDP_03462	107	0.9450
GCF_003330745.1|NZ_CP024906.1|JMECOH_06168	128	0.0078
GCF_003330745.1|NZ_CP024907.1|JMECOH_06193	31	0.5806
GCF_003366075.1|NZ_CP028962.1|KOHNEP_02369	36	0.0000
GCF_003368325.1|NZ_CP031466.1|IEDFFF_01196	12	0.3333
GCF_003368325.1|NZ_CP031466.1|IEDFFF_01278	113	0.1150
GCF_003568605.1|NZ_CP008785.1|FDKBLH_03369	103	0.0194
GCF_003568605.1|NZ_CP008785.1|FDKBLH_03410	73	0.0000
GCF_003711145.1|NZ_CP024944.1|BEDGBF_06520	90	0.0444
GCF_003711145.1|NZ_CP024944.1|BEDGBF_06532	82	0.0000
GCF_003711145.1|NZ_CP024944.1|BEDGBF_06576	13	0.0000
GCF_003812965.1|NZ_CP033854.1|JAOIGE_04119	14	0.1429
GCF_003966315.1|NZ_CP034547.1|KBLBMN_05276	29	0.0000
GCF_005280735.1|NZ_CP040078.1|GLGJAO_04727	13	0.0000
GCF_005280735.1|NZ_CP040078.1|GLGJAO_04732	14	0.0000
GCF_005280735.1|NZ_CP040078.1|GLGJAO_04735	23	0.6957
GCF_005280735.1|NZ_CP040078.1|GLGJAO_04753	105	0.0095
GCF_007556815.1|NZ_CP041743.1|HBCKNG_00932	10	0.0000
GCF_007556815.1|NZ_CP041743.1|HBCKNG_01000	15	0.0667
GCF_007724625.1|NZ_CP042165.1|KDKDHA_04355	127	0.0079
GCF_009789655.1|NZ_CP046910.1|NAJDOB_03298	12	0.0000
GCF_009789655.1|NZ_CP046910.1|NAJDOB_03328	112	0.0089
GCF_009789655.1|NZ_CP046910.1|NAJDOB_03341	101	0.9604
GCF_009789655.1|NZ_CP046910.1|NAJDOB_03349	14	0.0714
GCF_009789655.1|NZ_CP046910.1|NAJDOB_03369	100	0.0000
GCF_009789675.1|NZ_CP046914.1|EADHIH_03730	114	0.0088
GCF_009789675.1|NZ_CP046914.1|EADHIH_03784	122	0.0082
GCF_009938265.1|NZ_AP022316.1|EKOFLH_02879	95	0.0211
GCF_009938265.1|NZ_AP022316.1|EKOFLH_02950	13	0.0000
GCF_011039955.1|NZ_CP049317.1|GGNALE_04865	12	0.1538
GCF_013426895.1|NZ_AP023176.1|EGBJMP_07328	15	0.0000
GCF_013426915.1|NZ_AP023181.1|JOOGLA_007371	13	0.3846
GCF_014171495.1|NZ_CP049137.1|EIPEHA_06408	120	0.0333
GCF_014171495.1|NZ_CP049137.1|EIPEHA_06412	27	0.1481
GCF_016128195.1|NZ_CP066076.1|NAHIAK_05200	11	0.2727
GCF_016458785.1|NZ_CP066763.1|CPAPEE_04750	33	0.0303
GCF_030374675.1|NZ_CP126320.1|IAEJEF_01657	119	0.0084
GCF_030505635.1|NZ_CP130146.1|HMBJCI_03705	18	0.5789
GCF_032806925.1|NZ_CP136511.1|HHDGBH_08122	132	0.0851
GCF_034424545.1|NZ_CP139971.1|MDHFGH_04344	131	0.0921
GCF_037055255.1|NZ_CP146378.1|EHEHHB_07650	114	0.9627
GCF_038782865.1|NZ_CP152370.1|OGLPBI_01588	36	0.5111
GCF_039621805.1|NZ_CP155076.1|MGLNLP_05952	18	0.2917
GCF_039848545.1|NZ_CP156686.1|NEIKOA_04456	67	0.0000
GCF_039852015.1|NZ_CP156628.1|LINCGO_05185	10	0.2000
GCF_039852015.1|NZ_CP156628.1|LINCGO_05252	15	0.0667
GCF_040314805.1|NZ_CP131478.1|NFANPD_03927	28	0.0357
GCF_040761425.1|NZ_CP142885.1|ANFEBE_04094	16	0.0625
GCF_042604585.1|NZ_CP152483.1|CCNFDO_06959	55	0.8727
GCF_043193125.1|NZ_CP142982.1|DMHOIN_04116	18	0.0455
GCF_045345775.1|NZ_CP174277.1|OBMKLG_03535	13	0.0000
GCF_047497165.1|NZ_CP163164.1|CDDFIM_00155	10	0.4000
GCF_048565265.1|NZ_CP183462.1|OJJDKA_05437	20	0.0000
GCF_049177125.1|NZ_CP185392.1|BEHLMJ_04926	11	0.1818
GCF_050632305.1|NZ_CP192558.1|JOABHI_06736	11	1.0000
GCF_050632305.1|NZ_CP192558.1|JOABHI_06738	14	1.0000
GCF_050813845.1|NZ_CP172422.1|GJOCLC_04580	18	0.0000
GCF_050858985.1|NZ_CP110091.1|HJEKBF_04954	74	0.8784
GCF_051615025.1|NZ_CP195132.1|DINHEO_01511	12	0.0833
GCF_054166145.1|NZ_JBSWBX010000004.1|LHCILI_00662	132	0.0227
GCF_055391905.1|NZ_AP043693.1|FHKAOC_03667	123	0.0081
GCF_055397955.1|NZ_AP029057.1|IIMLFJ_04898	17	0.5556
GCF_059622985.1|NZ_CM184412.1|HDJAFC_04545	107	0.0275
GCF_059622985.1|NZ_CM184412.1|HDJAFC_04562	91	0.1648
GCF_059622985.1|NZ_CM184412.1|HDJAFC_04582	20	0.6000
GCF_059622985.1|NZ_CM184412.1|HDJAFC_04592	23	0.8261
GCF_059622985.1|NZ_CM184412.1|HDJAFC_04594	24	0.8333
GCF_904865725.1|NZ_LR890524.1|IOBFBI_05536	12	0.1667
GCF_905400185.1|NZ_FR989676.1|DKPOPA_05677	98	0.0102
GCF_964026365.1|NZ_OZ032136.1|OLAOEE_06253	12	0.8462
GCF_965118185.1|NZ_OZ221291.1|KJDPOI_05047	58	0.9828
GCF_965118185.1|NZ_OZ221291.1|KJDPOI_05056	107	0.0467
GCF_965118185.1|NZ_OZ221291.1|KJDPOI_05062	18	0.2632
GCF_965118185.1|NZ_OZ221291.1|KJDPOI_05112	17	0.0588
GCF_980300965.1|NZ_OZ412846.1|ODPOOG_05345	15	0.0000
GCF_984668195.1|NZ_OZ480203.1|EFDDPN_07487	35	0.6000
GCF_984669705.1|NZ_OZ480243.1|MOPGNM_03485	26	0.0000
GCA_017356705.2|CP076288.1|GJFJFN_06199	16	0.0588
GCA_017356705.2|CP076288.1|GJFJFN_06200	14	0.7143
GCA_017356705.2|CP076288.1|GJFJFN_06206	41	0.2045
GCA_017356705.2|CP076288.1|GJFJFN_06233	27	0.8214
GCA_017356705.2|CP076288.1|GJFJFN_06267	10	0.9000
GCA_017356705.2|CP076288.1|GJFJFN_06269	14	0.9286
GCA_024298805.1|CP101280.1|CFKEBF_06915	15	0.0000
GCA_024298805.1|CP101280.1|CFKEBF_06918	101	0.0196
GCA_965199415.1|OZ241172.1|FJNDNB_01286	133	0.0942
GCA_965217235.1|OZ244257.1|FGPPHH_03994	27	0.0000
GCA_965217235.1|OZ244257.1|FGPPHH_04017	26	0.4815
GCA_965217235.1|OZ244257.1|FGPPHH_05157	32	0.6000
GCA_965217235.1|OZ244257.1|FGPPHH_05158	32	0.6000
GCA_965217235.1|OZ244257.1|FGPPHH_05195	95	0.9897
