accession	organism_name	genus	strain	query_genus	total_length	gc_percent	n_replicons_total	replicon_sizes	largest	second	third	sequencing_tech	checkm_completeness	checkm_contamination	ncbi_n_chromosomes	n_large_200kb	n_large_300kb	n_large_500kb	n_large_1000kb	architecture	ncbi_labelled_chromosomes	ncbi_labelled_plasmids	third_ncbi_label	third_chr_name	size_vs_label_agree	qc_pass	qc_reason
GCF_024381035.2	Burkholderia arboris	Burkholderia	MEC_B345	Burkholderia	8573812	67	3	3787783;3525317;1260712	3787783	3525317	1260712	MGI2000; Nanopore	99.49	0.48	3	3	3	3	3	3_large	2	1	Plasmid	pla_1	False	True	
GCF_024600575.1	Burkholderia cepacia	Burkholderia	N3009-2YT	Burkholderia	8425983	66.5	3	3611571;3408063;1406349	3611571	3408063	1406349	Nanopore	98.21	3.33	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_024661975.1	Burkholderia contaminans	Burkholderia	DM32	Burkholderia	8481745	66.5	4	3812061;3173531;1246460;249693	3812061	3173531	1246460	Oxford Nanopore; Illumina NovaSeq	99.57	0.09	4	4	3	3	3	3_large	4	0	Chromosome	3	False	True	
GCF_024662395.1	Burkholderia glumae	Burkholderia	BGR85S	Burkholderia	6981950	68	5	3738765;2820186;189346;128913;104740	3738765	2820186	189346	PacBio RSII	98.69	0.2	5	2	2	2	2	2_large	2	3	Plasmid	p85s1p	True	True	
GCF_024662415.1	Burkholderia glumae	Burkholderia	R93	Burkholderia	6829297	68	4	3644544;2808990;204816;170947	3644544	2808990	204816	PacBio RSII	99.15	0.73	4	3	2	2	2	2_large	2	2	Plasmid	pr931p	True	True	
GCF_024662435.1	Burkholderia glumae	Burkholderia	BGR33S	Burkholderia	6933614	68	4	3791140;2812129;185317;145028	3791140	2812129	185317	PacBio RSII	98.71	0.2	4	2	2	2	2	2_large	2	2	Plasmid	p33s2p	True	True	
GCF_024662455.1	Burkholderia glumae	Burkholderia	BGR39S	Burkholderia	7098777	68	6	3726678;2828244;141000;136971;132942;132942	3726678	2828244	141000	PacBio RSII	98.71	0.2	6	2	2	2	2	2_large	2	4	Plasmid	p39s2p	True	True	
GCF_024662475.1	Burkholderia glumae	Burkholderia	BGR82S	Burkholderia	7284104	68	6	3912005;2828244;141000;141000;132942;128913	3912005	2828244	141000	PacBio RSII	98.79	0.2	6	2	2	2	2	2_large	2	4	Plasmid	p82s2p	True	True	
GCF_024662615.1	Burkholderia glumae	Burkholderia	BGR49S	Burkholderia	7284104	68	6	3912005;2828244;141000;141000;132942;128913	3912005	2828244	141000	PacBio RSII	98.09	0.2	6	2	2	2	2	2_large	2	4	Plasmid	p49s2p	True	True	
GCF_024662735.1	Burkholderia glumae	Burkholderia	BGR57S	Burkholderia	7284104	68	6	3912005;2828244;141000;141000;132942;128913	3912005	2828244	141000	PacBio RSII	98.79	0.2	6	2	2	2	2	2_large	2	4	Plasmid	p57s2p	True	True	
GCF_024662895.1	Burkholderia glumae	Burkholderia	BGR59S	Burkholderia	7284104	68	6	3912005;2828244;141000;141000;132942;128913	3912005	2828244	141000	PacBio RSII	98.79	0.2	6	2	2	2	2	2_large	2	4	Plasmid	p59s2p	True	True	
GCF_024663015.1	Burkholderia glumae	Burkholderia	R5	Burkholderia	6943692	68	5	3673124;2846341;198988;172554;52685	3673124	2846341	198988	PacBio RSII	99.01	0.26	5	2	2	2	2	2_large	2	3	Plasmid	pR51p	True	True	
GCF_024663135.1	Burkholderia glumae	Burkholderia	BGR86S	Burkholderia	7102794	68	7	3625957;2852417;185317;132942;124884;92653;88624	3625957	2852417	185317	PacBio RSII	98.79	0.2	7	2	2	2	2	2_large	2	5	Plasmid	p86s1p	True	True	
GCF_024663255.1	Burkholderia glumae	Burkholderia	SL-947S	Burkholderia	6981950	68	5	3738765;2820186;189346;128913;104740	3738765	2820186	189346	PacBio RSII	98.79	0.2	5	2	2	2	2	2_large	2	3	Plasmid	p947s1p	True	True	
GCF_024663375.1	Burkholderia glumae	Burkholderia	TW34RS	Burkholderia	7284104	68	6	3912005;2828244;141000;141000;132942;128913	3912005	2828244	141000	PacBio RSII	99.01	0.2	6	2	2	2	2	2_large	2	4	Plasmid	ptw34rs2p	True	True	
GCF_024663615.1	Burkholderia glumae	Burkholderia	PERW1RS	Burkholderia	7284098	68	6	3912004;2828243;140999;140999;132941;128912	3912004	2828243	140999	PacBio RSII	99.01	0.2	6	2	2	2	2	2_large	2	4	Plasmid	perw1rs2p	True	True	
GCF_024663775.1	Burkholderia glumae	Burkholderia	PW30RS	Burkholderia	7328421	68	6	3912005;2872561;141000;141000;132942;128913	3912005	2872561	141000	PacBio RSII	99.01	0.2	6	2	2	2	2	2_large	2	4	Plasmid	pw30rs2p	True	True	
GCF_024663895.1	Burkholderia glumae	Burkholderia	EW10RS	Burkholderia	7284104	68	6	3912005;2828244;141000;141000;132942;128913	3912005	2828244	141000	PacBio RSII	99.01	0.2	6	2	2	2	2	2_large	2	4	Plasmid	pew10rs2p	True	True	
GCF_024663975.1	Burkholderia glumae	Burkholderia	SW2RS	Burkholderia	7284108	68	6	3912006;2828245;141000;141000;132943;128914	3912006	2828245	141000	PacBio RSII	98.96	0.2	6	2	2	2	2	2_large	2	4	Plasmid	psw2rs2p	True	True	
GCF_024663995.1	Burkholderia glumae	Burkholderia	POW17RS	Burkholderia	7284098	68	6	3912004;2828243;140999;140999;132941;128912	3912004	2828243	140999	PacBio RSII	99.01	0.2	6	2	2	2	2	2_large	2	4	Plasmid	pow17rs2p	True	True	
GCF_024664015.1	Burkholderia glumae	Burkholderia	BGR19S	Burkholderia	6994036	68	5	3690419;2852417;225605;124884;100711	3690419	2852417	225605	PacBio RSII	98.79	0.62	5	3	2	2	2	2_large	2	3	Plasmid	p19s1p	True	True	
GCF_024664035.1	Burkholderia glumae	Burkholderia	SEW1RS	Burkholderia	7284108	68	6	3912006;2828245;141000;141000;132943;128914	3912006	2828245	141000	PacBio RSII	99.01	0.2	6	2	2	2	2	2_large	2	4	Plasmid	pse1rs2p	True	True	
GCF_024664055.1	Burkholderia glumae	Burkholderia	BGR22S	Burkholderia	7175325	68	6	3827400;2836302;177259;132942;116826;84596	3827400	2836302	177259	PacBio RSII	98.65	0.28	6	2	2	2	2	2_large	2	4	Plasmid	p22s1p	True	True	
GCF_024664075.1	Burkholderia glumae	Burkholderia	BGR28S	Burkholderia	7018198	68	6	3779053;2796013;169201;136971;120855;16105	3779053	2796013	169201	PacBio RSII	98.79	0.2	6	2	2	2	2	2_large	2	4	Plasmid	p28s1p	True	True	
GCF_024664095.1	Burkholderia glumae	Burkholderia	BGR35S	Burkholderia	7172030	68	6	3702773;2834421;204789;172021;139253;118773	3702773	2834421	204789	PacBio RSII	97.59	0.34	6	3	2	2	2	2_large	2	4	Plasmid	p35s1p	True	True	
GCF_024664115.1	Burkholderia glumae	Burkholderia	BGR79S	Burkholderia	7018200	68	6	3734736;2783927;189346;116826;112798;80567	3734736	2783927	189346	PacBio RSII	98.79	0.42	6	2	2	2	2	2_large	2	4	Plasmid	p79s1p	True	True	
GCF_024664135.1	Burkholderia glumae	Burkholderia	BGR76S	Burkholderia	7259930	68	6	3593726;2880619;362586;177259;141000;104740	3593726	2880619	362586	PacBio RSII	98.79	0.2	6	3	3	2	2	3_large	2	4	Plasmid	p76s1p	False	True	
GCF_024664155.1	Burkholderia glumae	Burkholderia	BGR68S	Burkholderia	7284104	68	6	3912005;2828244;141000;141000;132942;128913	3912005	2828244	141000	PacBio RSII	98.79	0.2	6	2	2	2	2	2_large	2	4	Plasmid	p68s2p	True	True	
GCF_024664175.1	Burkholderia glumae	Burkholderia	BGR73S	Burkholderia	7284104	68	6	3912005;2828244;141000;141000;132942;128913	3912005	2828244	141000	PacBio RSII	98.79	0.2	6	2	2	2	2	2_large	2	4	Plasmid	p73s2p	True	True	
GCF_024664195.1	Burkholderia glumae	Burkholderia	YH8	Burkholderia	7020504	68	5	3764216;2908152;147448;139256;61432	3764216	2908152	147448	PacBio RSII	98.79	0.2	5	2	2	2	2	2_large	2	3	Plasmid	pyh81p	True	True	
GCF_024664215.1	Burkholderia glumae	Burkholderia	BGR48S	Burkholderia	6885247	68	6	3625957;2735580;177259;132942;112798;100711	3625957	2735580	177259	PacBio RSII	98.79	0.11	6	2	2	2	2	2_large	2	4	Plasmid	p48s1p	True	True	
GCF_024664235.1	Burkholderia glumae	Burkholderia	R2	Burkholderia	6851335	68	5	3651865;2728074;177826;152564;141006	3651865	2728074	177826	PacBio RSII	98.72	0.25	5	2	2	2	2	2_large	2	3	Plasmid	pr21p	True	True	
GCF_024664255.1	Burkholderia glumae	Burkholderia	SL-2395S	Burkholderia	7014187	68	4	3775023;2840330;269922;128912	3775023	2840330	269922	PacBio RSII	98.62	0.25	4	3	2	2	2	2_large	2	2	Plasmid	psl2395s1p	True	True	
GCF_024664275.1	Burkholderia glumae	Burkholderia	BGR81S	Burkholderia	7042383	68	5	6490471;197403;141000;132942;80567	6490471	197403	141000	PacBio RSII	98.65	0.11	5	1	1	1	1	1_large	1	4	Plasmid	p81s2p	True	True	
GCF_024730645.1	Burkholderia sp. EMB26	Burkholderia		Burkholderia	7543458	67.5	3	3561162;3022085;960211	3561162	3022085	960211	Oxford Nanopore GridION; Illumina HiSeq	100		3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_024732225.1	Burkholderia pyrrocinia	Burkholderia	LWK2	Burkholderia	7619908	66.5	3	3713209;3026422;880277	3713209	3026422	880277	Oxford Nanopore	100	0.53	3	3	3	3	2	3_large	2	1	Plasmid	pBPJTT	False	True	
GCF_024760585.1	Burkholderia glumae	Burkholderia	BGR13S	Burkholderia	6832882	68	5	4105390;2248089;221577;136971;120855	4105390	2248089	221577	PacBio RSII	98.37	0.11	5	3	2	2	2	2_large	2	3	Plasmid	p1_BGR13S	True	True	
GCF_024760605.1	Burkholderia glumae	Burkholderia	BGR15S	Burkholderia	7203527	68	6	3742794;2880619;161144;153086;136971;128913	3742794	2880619	161144	PacBio RSII	98.79	0.2	6	2	2	2	2	2_large	2	4	Plasmid	p3_BGR15S	True	True	
GCF_024760625.1	Burkholderia glumae	Burkholderia	BGR21S	Burkholderia	7014181	68	5	3815313;2787956;181288;128913;100711	3815313	2787956	181288	PacBio RSII	98.28	0.34	5	2	2	2	2	2_large	2	3	Plasmid	p1_BGR21S	True	True	
GCF_024760645.1	Burkholderia glumae	Burkholderia	BGR80S	Burkholderia	7002094	68	5	6450182;197403;141000;132942;80567	6450182	197403	141000	PacBio RSII	98.61	0.11	5	1	1	1	1	1_large	1	4	Plasmid	p2_BGR80S	True	True	
GCF_025244785.1	Burkholderia gladioli	Burkholderia	ZN-S4	Burkholderia	8287697	68	4	4167159;3932966;145919;41653	4167159	3932966	145919	PacBio	100	1.98	4	2	2	2	2	2_large	2	2	Plasmid	unnamed2	True	True	
GCF_025560745.1	Burkholderia sp. S-53	Burkholderia	S-53	Burkholderia	8254067	66.5	3	3696988;3361469;1195610	3696988	3361469	1195610	Illumina HiSeq	99.89	0.43	3	3	3	3	3	3_large	3	0	Chromosome	1	True	True	
GCF_025643495.1	Burkholderia multivorans	Burkholderia	NML180963	Burkholderia	6455318	67	4	3495006;2259977;559470;140865	3495006	2259977	559470	Oxford Nanopore MiniION	97.83	0.89	4	3	3	3	2	3_large	3	1	Chromosome	3	True	True	
GCF_025643515.1	Burkholderia contaminans	Burkholderia	NML151013	Burkholderia	8666185	66.5	5	3846952;3158005;1349539;240894;70795	3846952	3158005	1349539	Oxford Nanopore MiniION	99.83	0.37	5	4	3	3	3	3_large	3	2	Chromosome	3	True	True	
GCF_025643555.1	Burkholderia multivorans	Burkholderia	NML140411	Burkholderia	6308387	67	3	3417441;2341839;549107	3417441	2341839	549107	Oxford Nanopore MiniION	97.41	0.93	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_025643575.1	Burkholderia cenocepacia	Burkholderia	NML110041	Burkholderia	7971239	67	4	3777894;3216338;882513;94494	3777894	3216338	882513	Oxford Nanopore MiniION	98.26	1.17	4	3	3	3	2	3_large	3	1	Chromosome	3	True	True	
GCF_026315005.1	Burkholderia pseudomallei	Burkholderia	MSHR7744	Burkholderia	7039884	68	2	4070995;2968889	4070995	2968889	0	Oxford Nanopore MinION; Illumina MiSeq	98.46	1.47	2	2	2	2	2	2_large	2	0			True	True	
GCF_026315025.1	Burkholderia pseudomallei	Burkholderia	MSHR1713	Burkholderia	7026608	68	2	4018017;3008591	4018017	3008591	0	Oxford Nanopore MinION; Illumina MiSeq	98.09	0.98	2	2	2	2	2	2_large	2	0			True	True	
GCF_026315045.1	Burkholderia pseudomallei	Burkholderia	MSHR1464	Burkholderia	7026580	68	2	4018161;3008419	4018161	3008419	0	Oxford Nanopore MinION; Illumina MiSeq	99.29	1.03	2	2	2	2	2	2_large	2	0			True	True	
GCF_026651625.1	Burkholderia gladioli	Burkholderia	Lv-StA	Burkholderia	8561812	68	4	4282277;3986150;191503;101882	4282277	3986150	191503	PacBio	99.86	2.27	4	2	2	2	2	2_large	2	2	Plasmid	unnamed1	True	True	
GCF_026651975.1	Burkholderia glumae	Burkholderia	YH38	Burkholderia	7300229	68	6	3912007;2844361;141001;141001;132944;128915	3912007	2844361	141001	PacBio RSII	99.01	0.2	6	2	2	2	2	2_large	2	4	Plasmid	p2_YH38	True	True	
GCF_026651995.1	Burkholderia glumae	Burkholderia	YH43	Burkholderia	7304258	68	6	3912007;2848390;141001;141001;132944;128915	3912007	2848390	141001	PacBio RSII	99.01	0.2	6	2	2	2	2	2_large	2	4	Plasmid	p2_YH43	True	True	
GCF_026652015.1	Burkholderia glumae	Burkholderia	YH67	Burkholderia	7292172	68	6	3912007;2836304;141001;141001;132944;128915	3912007	2836304	141001	PacBio RSII	99.01	0.2	6	2	2	2	2	2_large	2	4	Plasmid	p2_YH67	True	True	
GCF_026683835.2	Burkholderia ambifaria	Burkholderia	CEP0996	Burkholderia	7386767	66.5	3	3490225;2696226;1200316	3490225	2696226	1200316	Oxford Nanopore; Illumina	100		3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_026683855.2	Burkholderia ambifaria	Burkholderia	HSJ1	Burkholderia	7483311	67	3	3556328;2647171;1279812	3556328	2647171	1279812	Illumina MiSeq; PacBio RSII	99.43		3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_026683875.2	Burkholderia ambifaria	Burkholderia	HSJ1v	Burkholderia	7482570	67	3	3555659;2647092;1279819	3555659	2647092	1279819	Illumina; PacBio RSII	100		3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_026958255.1	Burkholderia ambifaria	Burkholderia	Q53	Burkholderia	7403578	66.5	3	3495354;2728612;1179612	3495354	2728612	1179612	Illumina NextSeq; Oxford Nanopore MinION	100		3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_028201395.1	Burkholderia pseudomallei	Burkholderia	MSHR5087	Burkholderia	6998733	68	2	3880899;3117834	3880899	3117834	0	Illumina MiSeq; Oxford Nanopore MinION	98.1	1.31	2	2	2	2	2	2_large	2	0			True	True	
GCF_028462305.2	Burkholderia cepacia	Burkholderia	SCCH90 Bcn202840	Burkholderia	8399083	67	3	3708767;3460727;1229589	3708767	3460727	1229589	Illumina; Oxford Nanopore GridION	98.89	2.01	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_028473685.1	Paraburkholderia bryophila	Paraburkholderia	CA002	Paraburkholderia	8171535	63	2	4704593;3466942	4704593	3466942	0	Illumina; Oxford Nanopore MinION	99.88	0.58	2	2	2	2	2	2_large	2	0			True	True	
GCF_028657905.1	Burkholderia sp. FERM BP-3421	Burkholderia	FERM BP-3421	Burkholderia	7732058	67.5	4	3899588;3002736;591164;238570	3899588	3002736	591164	Illumina; Oxford Nanopore	99.11	1.43	4	4	3	3	2	3_large	2	2	Plasmid	p1	False	True	
GCF_029536165.1	Paraburkholderia sp. SUR17	Paraburkholderia	SUR17	Paraburkholderia	7027268	65	2	3926784;3100484	3926784	3100484	0	Oxford Nanopore	99.5	0.79	2	2	2	2	2	2_large	2	0			True	True	
GCF_029590335.1	Burkholderia contaminans	Burkholderia	5080	Burkholderia	8789975	66	6	3799460;3244835;1529354;95791;70779;49756	3799460	3244835	1529354	Oxford Nanopore; Illumina	99.95	0.51	6	3	3	3	3	3_large	3	3	Chromosome	3	True	True	
GCF_029633645.1	Burkholderia contaminans	Burkholderia	FFH2055	Burkholderia	8214913	66.5	3	3531688;3330511;1352714	3531688	3330511	1352714	Illumina MiSeq	99.26	0.09	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_029633805.1	Burkholderia contaminans	Burkholderia	FFI45	Burkholderia	8863406	66	5	3730746;3207179;1577351;198595;149535	3730746	3207179	1577351	Illumina MiSeq	93.76	0.38	5	3	3	3	3	3_large	3	2	Chromosome	3	True	False	completeness<95
GCF_029633825.1	Burkholderia contaminans	Burkholderia	LMG 23361	Burkholderia	9436857	66	7	3816246;3261244;1528525;391552;199797;162811;76682	3816246	3261244	1528525	Illumina MiSeq	98.2	0.37	7	4	4	3	3	4+_large	3	4	Chromosome	3	False	True	
GCF_029910195.1	Burkholderia sp. JSH-S8	Burkholderia	JSH-S8	Burkholderia	9049616	66.5	4	4252710;2467808;1343392;985706	4252710	2467808	1343392	Oxford Nanopore	100	1.44	4	4	4	4	3	4+_large	3	1	Chromosome	2	False	True	
GCF_029910215.1	Paraburkholderia sp. D15	Paraburkholderia	D15	Paraburkholderia	8325170	63.5	3	4485038;3338875;501257	4485038	3338875	501257	Oxford Nanopore	99.94	0.29	3	3	3	3	2	3_large	2	1	Plasmid	pla	False	True	
GCF_029962485.1	Burkholderia cepacia	Burkholderia	ZJ1	Burkholderia	7704383	66.5	3	3544176;3267341;892866	3544176	3267341	892866	PacBio Sequel	98.6	2.05	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_030078435.1	Burkholderia vietnamiensis	Burkholderia	LMG16232	Burkholderia	6739172	67	3	3314184;2219983;1205005	3314184	2219983	1205005	Oxford Nanopore MinION; Illumina NextSeq	98.62		3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_030297195.1	Burkholderia pseudomallei	Burkholderia	GTC3P0019	Burkholderia	7102390	68	2	3958117;3144273	3958117	3144273	0	Illumina NovaSeq; Nanopore MiNION	98.8	0.97	2	2	2	2	2	2_large	2	0			True	True	
GCF_030297215.1	Burkholderia pseudomallei	Burkholderia	GTC3P0050	Burkholderia	7199295	68	2	4060923;3138372	4060923	3138372	0	Illumina NovaSeq; Nanopore MiNION	98.44	1.22	2	2	2	2	2	2_large	2	0			True	True	
GCF_030297235.1	Burkholderia pseudomallei	Burkholderia	GTC3P0054	Burkholderia	7249463	68	2	4050793;3198670	4050793	3198670	0	Illumina NovaSeq; Nanopore MiNION	97.13	0.98	2	2	2	2	2	2_large	2	0			True	True	
GCF_030297255.1	Burkholderia pseudomallei	Burkholderia	GTC3P0254T	Burkholderia	7081111	68	2	3937683;3143428	3937683	3143428	0	Illumina NovaSeq; Nanopore MiNION	98.85	0.92	2	2	2	2	2	2_large	2	0			True	True	
GCF_030297275.1	Burkholderia pseudomallei	Burkholderia	Kanagawa	Burkholderia	7134388	68.5	2	4035111;3099277	4035111	3099277	0	Illumina NovaSeq; Nanopore MiNION	98.47	0.69	2	2	2	2	2	2_large	2	0			True	True	
GCF_030297295.1	Burkholderia pseudomallei	Burkholderia	Tokushima	Burkholderia	7173407	68	2	3997477;3175930	3997477	3175930	0	Illumina NovaSeq; Nanopore MiNION	97.47	0.85	2	2	2	2	2	2_large	2	0			True	True	
GCF_030297315.1	Burkholderia pseudomallei	Burkholderia	KM376	Burkholderia	7106098	68	3	3937533;3143756;24809	3937533	3143756	24809	Illumina NovaSeq; Nanopore MiNION	98.51	1.35	3	2	2	2	2	2_large	2	1	Plasmid	pKM376	True	True	
GCF_030297335.1	Burkholderia pseudomallei	Burkholderia	KM390	Burkholderia	7276189	68	2	4104708;3171481	4104708	3171481	0	Illumina NovaSeq; Nanopore MiNION	98.69	0.69	2	2	2	2	2	2_large	2	0			True	True	
GCF_030297355.1	Burkholderia pseudomallei	Burkholderia	KM391	Burkholderia	7102800	68	2	3957973;3144827	3957973	3144827	0	Illumina NovaSeq; Nanopore MiNION	98.27	0.98	2	2	2	2	2	2_large	2	0			True	True	
GCF_030316055.1	Paraburkholderia bonniea	Paraburkholderia	BbQS395	Paraburkholderia	4009384	59	2	3124405;884979	3124405	884979	0	Oxford Nanopore; Illumina; PacBio	98.95	0.45	2	2	2	2	1	2_large	2	0			True	True	
GCF_030316075.1	Paraburkholderia bonniea	Paraburkholderia	BbQS433	Paraburkholderia	4013440	59	2	3128458;884982	3128458	884982	0	Oxford Nanopore; Illumina; PacBio	98.95	0.45	2	2	2	2	1	2_large	2	0			True	True	
GCF_030374675.1	Burkholderia anthina	Burkholderia	SO82	Burkholderia	7843004	67	4	3584230;3002478;1022242;234054	3584230	3002478	1022242	PacBio Sequel II	99.89	0.96	4	4	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_030412785.1	Paraburkholderia sabiae	Paraburkholderia	LMG 24235	Paraburkholderia	9909294	62	4	6584006;2309677;615744;399867	6584006	2309677	615744	PacBio Sequel	99.94	0.4	4	4	4	3	2	4+_large	2	2	Plasmid	pPs24235_1	False	True	
GCF_030505635.1	Burkholderia glumae	Burkholderia	BD_21g	Burkholderia	7584466	68.5	6	3855283;3417499;123248;88744;53064;46628	3855283	3417499	123248	Illumina NovaSeq	99.01	1.95	6	2	2	2	2	2_large	2	4	Plasmid	p1_21g	True	True	
GCF_030644525.1	Burkholderia plantarii	Burkholderia	KACC 18964	Burkholderia	8124970	68.5	3	4199852;3731345;193773	4199852	3731345	193773	PacBio RSII; Illumina HiSeq	99.15	1.65	3	2	2	2	2	2_large	2	1	Plasmid	p1	True	True	
GCF_030848725.1	Burkholderia dolosa	Burkholderia	N149	Burkholderia	6506221	67	4	3298494;2211974;828162;167591	3298494	2211974	828162	BGI-SEQ500; Oxford Nanopore MinION	100		4	3	3	3	2	3_large	3	1	Chromosome	3	True	True	
GCF_031356765.1	Paraburkholderia phenoliruptrix	Paraburkholderia	T36S-14	Paraburkholderia	7362592	63	2	4104520;3258072	4104520	3258072	0	PacBio Sequel; Illumina	99.94	0.06	2	2	2	2	2	2_large	2	0			True	True	
GCF_031585635.1	Paraburkholderia sp. FT54	Paraburkholderia	FT54	Paraburkholderia	8645533	62	5	4214684;2949897;936489;514023;30440	4214684	2949897	936489	PacBio Sequel; Illumina	99.94	0.69	5	4	4	4	2	4+_large	3	2	Chromosome	3	False	True	
GCF_032806925.1	Paraburkholderia kirstenboschensis	Paraburkholderia	F3	Paraburkholderia	8950019	61.5	3	4098314;3052929;1798776	4098314	3052929	1798776	PacBio Sequel	99.27	0.57	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_033391855.2	Paraburkholderia terrae	Paraburkholderia	COX	Paraburkholderia	10446414	62	4	3985594;3201017;2163235;1096568	3985594	3201017	2163235	Oxford Nanopore GridION	99.5	2.45	4	4	4	4	4	4+_large	4	0	Chromosome	2	True	True	
GCF_033675275.1	Burkholderia thailandensis	Burkholderia	SBXPR001	Burkholderia	7015772	67.5	2	3920696;3095076	3920696	3095076	0	PacBio	99.34	0.38	2	2	2	2	2	2_large	2	0			True	True	
GCF_033675305.1	Burkholderia thailandensis	Burkholderia	SBXCC001	Burkholderia	6842881	67.5	2	3823994;3018887	3823994	3018887	0	PacBio	96.89	0.5	2	2	2	2	2	2_large	2	0			True	True	
GCF_033675325.1	Burkholderia cepacia	Burkholderia	10223	Burkholderia	8703468	66.5	4	3848587;3329779;1312533;212569	3848587	3329779	1312533	PacBio	97.28	2.53	4	4	3	3	3	3_large	3	1	Chromosome	2	True	True	
GCF_033870355.1	Burkholderia mallei	Burkholderia	Zagreb	Burkholderia	5821656	68.5	2	3152963;2668693	3152963	2668693	0	Illumina MiSeq; Oxford Nanopore MinION	97.78	0.71	2	2	2	2	2	2_large	2	0			True	True	
GCF_033870375.1	Burkholderia mallei	Burkholderia	Mukteswar	Burkholderia	5755398	68.5	2	3558661;2196737	3558661	2196737	0	Illumina MiSeq; Oxford Nanopore MinION	97.78	0.71	2	2	2	2	2	2_large	2	0			True	True	
GCF_033870395.1	Burkholderia mallei	Burkholderia	Bogor	Burkholderia	5822796	68.5	1	5822796	5822796	0	0	Illumina MiSeq; Oxford Nanopore MinION	97.78	0.71	1	1	1	1	1	1_large	1	0			True	True	
GCF_033956065.1	Burkholderia mallei	Burkholderia	ATCC 23344	Burkholderia	5834748	68.5	2	3510110;2324638	3510110	2324638	0	Illumina MiSeq; Oxford Nanopore MinION	98.09	0.71	2	2	2	2	2	2_large	2	0			True	True	
GCF_034047095.1	Robbsia andropogonis	Robbsia	BLB1	Robbsia	6828120	59	7	3671051;1375786;1063849;210877;206007;176508;124042	3671051	1375786	1063849	BGISEQ-500 and ONT PromethION	92.14	1.49	7	5	3	3	3	3_large	3	4	Chromosome	3	True	False	completeness<95
GCF_034424375.1	Paraburkholderia kururiensis	Paraburkholderia	HAMBI 2494	Paraburkholderia	6711709	65.5	2	6677280;34429	6677280	34429	0	PacBio Sequel	99.94	0.07	2	1	1	1	1	1_large	1	1			True	True	
GCF_034424545.1	Trinickia caryophylli	Trinickia	HAMBI_2159	Trinickia	6589281	64.5	2	4294907;2294374	4294907	2294374	0	PacBio Sequel	99.68	0.51	2	2	2	2	2	2_large	2	0			True	True	
GCF_035621555.1	Burkholderia thailandensis	Burkholderia	2022DZh	Burkholderia	6879740	67.5	3	3804194;2860001;215545	3804194	2860001	215545	Illumina NovaSeq; PacBio Sequel	100	0.11	3	3	2	2	2	2_large	2	1	Plasmid	plasmid	True	True	
GCF_036352035.1	Burkholderia multivorans	Burkholderia	2023CK-01339	Burkholderia	6693153	67	3	3512161;2436595;744397	3512161	2436595	744397	Illumina MiSeq; Oxford Nanopore GridION	98.32	1.93	3	3	3	3	2	3_large	1	2	Plasmid	unnamed2	False	True	
GCF_036362805.1	Burkholderia multivorans	Burkholderia	N167	Burkholderia	6213519	67	3	3363426;2296428;553665	3363426	2296428	553665	Oxford Nanopore MinION	97.87	0.59	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_036837415.1	Burkholderia gladioli	Burkholderia	KACC 18962	Burkholderia	8619142	68	3	4358639;3979285;281218	4358639	3979285	281218	Illumina HiSeq; PacBio RSII	99.86	2.47	3	3	2	2	2	2_large	2	1	Plasmid	p1	True	True	
GCF_036839165.1	Burkholderia gladioli	Burkholderia	KACC 18963	Burkholderia	8624592	68	3	4358648;3979224;286720	4358648	3979224	286720	PacBio RSII; Illumina HiSeq	99.86	2.47	3	3	2	2	2	2_large	2	1	Plasmid	p1	True	True	
GCF_037055255.1	Burkholderia pyrrocinia	Burkholderia	JBC226	Burkholderia	8685226	66	3	3779152;3596266;1309808	3779152	3596266	1309808	PacBio Sequel; Illumina	99.89	0.88	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_037101255.1	Paraburkholderia sp. 22B1P	Paraburkholderia	22B1P	Paraburkholderia	9922990	62	4	3784668;3049510;2481578;607234	3784668	3049510	2481578	PacBio SequelII; Illumina NovaSeq 6000	99.94	0.98	4	4	4	4	3	4+_large	2	2	Plasmid	p22B1P1	False	True	
GCF_037101275.1	Burkholderia contaminans	Burkholderia	GalA64	Burkholderia	7613229	67	3	3445782;3017943;1149504	3445782	3017943	1149504	Sequel IIe	100		3	3	3	3	3	3_large	3	0	Chromosome	1	True	True	
